DataSet,DataPath,Model,MAE,StdDev,MAE_Ensemble
ohne cont_dev,AL_2007_T4_Gear_Normal_3,Recurrent_Neural_Net,0.16006395380490873,0.0250526443805154,0.1512949957941902
ohne cont_dev,AL_2007_T4_Plate_Normal_3,Recurrent_Neural_Net,0.17218921881616223,0.014083689144915732,0.16474753517778196
ohne cont_dev,S235JR_Gear_Normal_3,Recurrent_Neural_Net,0.12358184547702258,0.006417472414647567,0.12021642610005787
ohne cont_dev,S235JR_Plate_Normal_3,Recurrent_Neural_Net,0.1290718497792756,0.002188895158217467,0.12722973349502914
ohne cont_dev,AL_2007_T4_Gear_Normal_3,Random_Forest,0.12242443817462074,8.777083671441753e-18,0.12351883165215956
ohne cont_dev,AL_2007_T4_Plate_Normal_3,Random_Forest,0.19293814008212606,1.7554167342883506e-17,0.19247059779195624
ohne cont_dev,S235JR_Gear_Normal_3,Random_Forest,0.10109615742987703,0.0,0.1005795884374621
ohne cont_dev,S235JR_Plate_Normal_3,Random_Forest,0.10038014671922117,1.5823112613210483e-17,0.09954485144696187
mit cont_dev,AL_2007_T4_Gear_Normal_3,Recurrent_Neural_Net,0.7455132258201668,0.029984694168320093,0.7395609874073772
mit cont_dev,AL_2007_T4_Plate_Normal_3,Recurrent_Neural_Net,0.23940496777527556,0.015565313206044352,0.23513666074737524
mit cont_dev,S235JR_Gear_Normal_3,Recurrent_Neural_Net,0.6327045523844317,0.0128924289034579,0.6250184849397307
mit cont_dev,S235JR_Plate_Normal_3,Recurrent_Neural_Net,0.1251250888166296,0.0024637423133090502,0.12380609015919472
mit cont_dev,AL_2007_T4_Gear_Normal_3,Random_Forest,0.11906244797709356,2.6694457840969112e-17,0.11914652039886478
mit cont_dev,AL_2007_T4_Plate_Normal_3,Random_Forest,0.18741441861114616,2.6331251014325257e-17,0.18713784990745155
mit cont_dev,S235JR_Gear_Normal_3,Random_Forest,0.11288271045448281,2.6331251014325257e-17,0.1122574198464899
mit cont_dev,S235JR_Plate_Normal_3,Random_Forest,0.05966850533481309,1.3877787807814457e-17,0.0592140174232913
