pos_x,pos_y,pos_z,v_sp,v_x,v_y,v_z,a_x,a_y,a_z,a_sp,curr_x,curr_y,curr_z,curr_sp,f_x_sim,f_y_sim,f_z_sim,f_sp_sim,materialremoved_sim,Neural_Net,NN_ELU,NN_PReLU,NN_Tanh,y_ground_truth
-1.148025,166.023592,392.54599,19200.0,0.0,-9.59999999999994,0.0,0.0,0.0,0.0,0.0,0.3235839799999995,-4.8193848,-0.4608885999999999,-0.63563962,0.0,0.0,0.0,0.0,0.0,0.2903723120689392,0.3304751515388489,0.3017190396785736,0.29531535506248474,0.32358397999999955
-1.148025,165.831592,392.54599,19200.0,0.0,-9.59999999999994,0.0,0.0,0.0,0.0,0.0,0.3221191799999995,-4.81855469,-0.45917965,-0.63487057,0.0,0.0,0.0,0.0,0.0,0.29022297263145447,0.33003443479537964,0.30154913663864136,0.2948959469795227,0.32211917999999956
-1.148025,165.639592,392.54599,19200.0,0.0,-9.59999999999994,0.0,0.0,0.0,0.0,0.0,0.3205078899999996,-4.81796874,-0.4574218699999999,-0.63487056,0.0,0.0,0.0,0.0,0.0,0.2871096134185791,0.32163697481155396,0.2978668510913849,0.287170946598053,0.3205078899999996
-1.148025,165.448136,392.54599,19200.0,0.0,-9.572799999999974,0.0,0.0,1.3599999999982515,0.0,0.0,0.3188477599999996,-4.86000974,-0.4558594099999999,-0.63425533,0.0,0.0,0.0,0.0,0.0,0.28215157985687256,0.31435462832450867,0.29065045714378357,0.28253868222236633,0.3188477599999996
-1.148025,165.26723399,392.54599,19200.0,0.0,-9.045100499999991,0.0,0.0,26.384974999999145,0.0,0.0,0.3176758799999996,-5.0167968400000005,-0.45429695,-0.63497311,0.0,0.0,0.0,0.0,0.0,0.27792540192604065,0.30567413568496704,0.2867954969406128,0.2752854824066162,0.3176758799999996
-1.148025,165.10527579,392.54599,19200.0,0.0,-8.097910000000041,0.0,0.0,47.35952499999741,0.0,0.0,0.3166505299999996,-5.01494138,-0.452588,-0.63512692,0.0,0.0,0.0,0.0,0.0,0.2714087665081024,0.2936628460884094,0.28480878472328186,0.25716593861579895,0.3166505299999996
-1.148025,164.96251759,392.54599,19200.0,0.0,-7.137910000000005,0.0,0.0,48.00000000000182,0.0,0.0,0.3165040299999996,-5.02954098,-0.4509278799999999,-0.6354345299999999,0.0,0.0,0.0,0.0,0.0,0.251728892326355,0.280422568321228,0.2780613601207733,0.2347927987575531,0.3165040299999996
-1.148025,164.83895939,392.54599,19200.0,0.0,-6.177909999999969,0.0,0.0,48.00000000000182,0.0,0.0,0.3163086999999996,-5.03925778,-0.4494630599999999,-0.6362548299999999,0.0,0.0,0.0,0.0,0.0,0.22677597403526306,0.26148056983947754,0.26509130001068115,0.21547630429267883,0.3163086999999996
-1.148025,164.73460118999998,392.54546733,19200.0,0.0,-5.217909999999932,-0.0261335000001849,0.0,48.00000000000182,-1.3066750000092495,0.0,0.3166993199999995,-5.04252924,-0.48237323,-0.6365624499999999,0.0,0.0,0.0,0.0,0.0,0.20400789380073547,0.2400185614824295,0.2458326816558838,0.20152847468852997,0.31669931999999956
-1.148025,164.64944298999998,392.530384,19200.0,0.0,-4.257910000000038,-0.7541664999999398,0.0,47.99999999999472,-36.40164999998774,0.0,0.3172363999999995,-5.04179683,-0.94965835,-0.63676753,0.0,0.0,0.0,0.0,0.0,0.1908998191356659,0.2181675136089325,0.22076594829559326,0.18862701952457428,0.31723639999999953
-1.148025,164.58348479,392.45211923,19200.0,0.0,-3.2979100000000017,-3.91323849999992,0.0,48.00000000000182,-157.95359999999903,0.0,0.3176758499999995,-5.0419433,-1.66508802,-0.6373314800000001,0.0,0.0,0.0,0.0,0.0,0.20023973286151886,0.1929585486650467,0.2078321874141693,0.17542408406734467,0.31767584999999954
-1.148025,164.53672659,392.25160115,19200.0,0.0,-2.3379100000001074,-10.025904000000024,0.0,47.99999999999472,-305.63327500000526,0.0,0.3182617799999996,-5.0452148,-2.07490247,-0.63789545,0.0,0.0,0.0,0.0,0.0,0.212299183011055,0.1805817037820816,0.22363999485969543,0.16876468062400818,0.3182617799999996
-1.148025,164.50916839,391.9027762,19200.0,0.0,-1.377909999999929,-17.441247499999974,0.0,48.00000000000893,-370.7671749999975,0.0,0.3187012199999995,-5.05239255,-2.18955088,-0.63702388,0.0,0.0,0.0,0.0,0.0,0.19972483813762665,0.1944882720708847,0.24621543288230896,0.16829320788383484,0.31870121999999956
-1.148025,164.50026619,391.41930271,19200.0,0.0,-0.4451099999999997,-24.17367450000029,0.0,46.63999999999646,-336.6213500000157,0.0,0.3196777799999996,-5.022851559999999,-1.88095712,-0.6377929099999999,0.0,0.0,0.0,0.0,0.0,0.17638328671455383,0.18499425053596497,0.2484089583158493,0.15879207849502563,0.3196777799999996
