Unnamed: 0,time,pos_x,pos_y,pos_z,pos_sp,cmd_pos_x,cmd_pos_y,cmd_pos_z,cmd_pos_sp,cmd_v_x,cmd_v_y,cmd_v_z,cmd_v_sp,cont_dev_x,cont_dev_y,cont_dev_z,cont_dev_sp,v_x,a_x,v_y,a_y,v_z,a_z,v_sp,a_sp,time_diff,f_x,f_y,f_z,a_p,a_e,phi,curr_x,curr_y,curr_z,curr_sp,f_x_sim,f_y_sim,f_z_sim,f_sp_sim,materialremoved_sim
1625,32.500000000000014,-51.16324602860858,209.48196940572288,392.5458806184601,45368.7829591837,-51.03815400000002,209.482,392.5459710000002,45463.579484000016,9.609746226478094,0.0009872256472796,0.0030049970034719,19200.00000000001,0.0002922512940243,3.059427712439213e-05,9.016947078842288e-05,0.0,9.677252686150837,-7.460810848145277,0.0053670482717611,2.43751895025514,-0.0336504153653643,3.526661259338668,19200.118622933303,-291.8436572844886,0.002,0.0007776985155666,0.0143815990433597,-0.0126712421127956,6.0,10.0,180.0,-0.575254262022585,-5.53425022685379,-0.5214636736925375,-0.6214405590900116,1.6510980720287954e-44,2.9436113439727943e-44,7.728768717434888e-45,3.3797738692263893e-44,0.0
1626,32.52000000000001,-50.97134964938123,209.4819728431525,392.54587864946575,45752.78466236271,-50.84615400000001,209.482,392.5459710000002,45847.57948400002,9.61319199632239,0.0008261098725962,0.0030619553787299,19200.00000000001,0.0003958839934295,2.7156847538104093e-05,9.174373152714774e-05,0.0,9.557595636481402,3.2979541319872028,0.0028904724076173,3.3026680318913977,-0.0332215247543699,4.03815089663658,19199.63782039636,-472.081066958379,0.002,0.0029636592539925,0.0154479072217042,-0.012684058628792,6.0,10.0,180.0,-0.6213206008717831,-5.532224737601936,-0.515600011168607,-0.6143448922352961,8.255490360143977e-45,1.4718056719863972e-44,3.864384358717444e-45,1.6898869346131944e-44,0.0
1627,32.54000000000001,-50.77880895357755,209.48199691528808,392.5458909951106,46136.78198043439,-50.65415400000002,209.482,392.5459710000002,46231.57948400003,9.595167551215797,0.0001085984651641,0.0026601398522179,19200.00000000001,-0.000145023744604,3.0847120019825617e-06,7.997654646990026e-05,0.0,9.633830062878568,-8.162942864119493,0.0141262108509321,1.9493881904146804,-0.0278580428050803,4.13636492635999,19199.32780529868,-120.12258707993304,0.002,0.0029739082836654,0.0147229362497852,-0.0138495675954691,6.0,10.0,180.0,-0.5187746316326887,-5.532237195338683,-0.5077489162457149,-0.6226698963345526,4.127745180071989e-45,7.359028359931986e-45,1.932192179358722e-45,8.449434673065972e-45,0.0
1628,32.56000000000001,-50.58728138815608,209.48198682687456,392.5459062415115,46520.78055679776,-50.46215400000002,209.482,392.5459710000002,46615.57948400002,9.610929784665966,0.000429304825081,0.0021441313778612,19200.00000000001,0.0003279948112461,1.3173125504580572e-05,6.431286167686456e-05,0.0,9.546331750141466,4.264835124105357,0.0063699329854228,2.935476584528244,-0.0190804694993581,2.812100339458559,19199.327093464068,-51.5574724805482,0.002,0.0048937313281443,0.0146040681151563,-0.0146910070978539,6.0,10.0,180.0,-0.6134131005640485,-5.5274467112586265,-0.5037827445889718,-0.6319176966015935,2.0638725900359946e-45,3.679514179965992e-45,9.66096089679361e-46,4.224717336532986e-45,0.0
1629,32.580000000000005,-50.39517562838645,209.4820139646703,392.5459468911876,46904.7793935197,-50.27015400000001,209.482,392.5459710000002,46999.579484000016,9.607395562686987,-0.0005007592631757,0.0007896629995056,19200.00000000001,0.0002218357242896,-1.396467022373642e-05,2.3676168525319217e-05,0.0,9.617617845090043,-1.5876814540958393,0.0185912551190231,-0.6249113901633091,-0.0145917822239943,0.5015483190654267,19199.191805599963,94.26832994514488,0.002,0.0058893892538873,0.0143609491559988,-0.0169585766661689,6.0,10.0,180.0,-0.5381875506016965,-5.53232419917726,-0.500846882697195,-0.6460962363070842,1.0319362950179973e-45,1.839757089982996e-45,4.830480448396805e-46,2.112358668266493e-45,0.0
1630,32.60000000000001,-50.203499358841874,209.48201528164424,392.5459450526895,47288.77859358499,-50.07815400000002,209.482,392.5459710000002,47383.57948400003,9.618187236524616,-0.0004778151848017,0.0008489258218514,19200.00000000001,0.0005455758699991,-1.528164419704768e-05,2.533697809449816e-05,0.0,9.560035642836818,7.561895870106324,0.0181297075866503,-1.9622343892199976,-0.0053698991794231,0.1380853059082269,19199.571392530223,171.66963671969762,0.002,0.0067449250302539,0.0142744515416278,-0.0177629560919395,6.0,10.0,180.0,-0.6318595983618429,-5.530273257523152,-0.4980004772215388,-0.6459583238760417,5.1596814750899865e-46,9.19878544991498e-46,2.4152402241984022e-46,1.0561793341332465e-45,0.0
1631,32.62000000000001,-50.010971945141634,209.4820518700329,392.5459474645073,47672.77888508163,-49.88615400000002,209.482,392.5459710000002,47767.57948400002,9.60060871714694,-0.0017257300198518,0.000702796712742,19200.00000000001,1.815586164377869e-05,-5.187003285035869e-05,2.2933752857544093e-05,0.0,9.632811086256368,-1.3503450416404372,0.0131588195871329,-4.873385105505389,-0.0029114855175251,0.361094329265886,19199.43317728999,103.11142744108288,0.002,0.0035669212457888,0.0139544957666462,-0.0180618181332011,6.0,10.0,180.0,-0.560435257827727,-5.531116746635737,-0.4922195930604308,-0.6633845518584682,2.5798407375449933e-46,4.59939272495749e-46,1.2076201120992011e-46,5.2808966706662325e-46,0.0
1632,32.64000000000001,-49.81938806435674,209.4820423852233,392.5459592530318,48056.77837396035,-49.69415400000001,209.482,392.5459710000002,48151.57948400003,9.614479545613204,-0.0014103364996269,0.0003114362471219,19200.00000000001,0.000434254605084,-4.238522327483745e-05,1.134650526563042e-05,0.0,9.55714346003566,10.013734865647374,-0.0009908973813168,-5.860639961444315,-0.0019362518876059,-0.9759352557713346,19199.81022383942,317.61387223149103,0.002,0.0047972343958713,0.0138563954575647,-0.0179583210294178,6.0,10.0,180.0,-0.6240286187149799,-5.530101868764976,-0.4902504592283506,-0.6541180599721769,1.2899203687724964e-46,2.299696362478745e-46,6.0381005604960055e-47,2.6404483353331163e-46,0.0
1633,32.66000000000001,-49.62712245011616,209.4820572219648,392.54597417672574,48440.77869099351,-49.50215400000001,209.482,392.5459710000002,48535.57948400003,9.60562494697862,-0.0018755608306228,-0.0001355793674042,19200.00000000001,0.0001686344569387,-5.722196475660571e-05,-4.171197942071115e-06,0.0,9.65576457728928,3.28591121548173,-0.0019494810083993,-3.5644026021895288,-0.0024391305587316,-1.1993004489353292,19200.016146500748,351.9674261830932,0.002,0.0027001770985698,0.0149060999882888,-0.0182413367218927,6.0,10.0,180.0,-0.548114441634419,-5.529280516533239,-0.4882264707816491,-0.6663699797193166,6.449601843862482e-47,1.1498481812393726e-46,3.0190502802480027e-47,1.320224167666558e-46,0.0
1634,32.68000000000001,-49.43520470905306,209.48202841625243,392.54597059059546,48824.77928835299,-49.310154000000026,209.482,392.5459710000002,48919.579484000016,9.608374548188914,-0.0009195107465331,-6.686708132728392e-05,19200.00000000001,0.0002511067991388,-2.841625235869537e-05,-1.805457851459708e-07,0.0,9.561524695649997,4.738291603005316,-0.0151581890433698,-2.677670746816532,-9.544193776958393e-06,-0.7368679854033127,19200.5309063682,386.2354966195263,0.002,0.0011422507494492,0.0142380012092441,-0.0170683563838151,6.0,10.0,180.0,-0.5697287259057014,-5.526462076165868,-0.4872076013996905,-0.659148420676997,3.224800921931241e-47,5.749240906196863e-47,1.5095251401240016e-47,6.601120838332791e-47,0.0
