pos_x,pos_y,pos_z,v_sp,v_x,v_y,v_z,a_x,a_y,a_z,a_sp,curr_x,curr_y,curr_z,curr_sp,f_x_sim,f_y_sim,f_z_sim,f_sp_sim,materialremoved_sim,y_ground_truth,Neural_Net,y_ground_truth.1,Neural_Net.1,Sequential_Neural_Net
-1.148025,167.847592,392.54599,19200.0,0.0,-9.59999999999989,0.0,0.0,0.0,0.0,0.0,0.3391927333333329,-4.833170566666666,-0.4677733999999999,-0.6345458,0.0,0.0,0.0,0.0,0.0,0.3391927333333329,0.31360921263694763,0.3391927333333329,0.22554296,0.619464635848999
-1.148025,167.75159200000002,392.54599,19200.0,0.0,-9.600000000000009,0.0,0.0,0.0,0.0,0.0,0.3378905999999996,-4.84985355,-0.4676513249999999,-0.633434975,0.0,0.0,0.0,0.0,0.0,0.3378905999999996,0.31360921263694763,0.3378905999999996,0.22554296,0.09401893615722656
-1.148025,167.655592,392.54599,19200.0,0.0,-9.60000000000008,0.0,0.0,0.0,0.0,0.0,0.3374999599999996,-4.84531252,-0.4676757399999999,-0.63481928,0.0,0.0,0.0,0.0,0.0,0.3374999599999996,0.31360921263694763,0.3374999599999996,0.22554296,0.41216936707496643
-1.148025,167.559592,392.54599,19200.0,0.0,-9.600000000000128,0.0,0.0,0.0,0.0,0.0,0.3369953833333329,-4.842122416666666,-0.4677734,-0.6350585166666667,0.0,0.0,0.0,0.0,0.0,0.33699538333333295,0.31360921263694763,0.3369953833333329,0.22554296,0.25064656138420105
-1.148025,167.463592,392.54599,19200.0,0.0,-9.599999999999955,0.0,0.0,1.0150610510858576e-11,0.0,0.0,0.3360071571428567,-4.840332071428572,-0.4675641285714285,-0.6359618571428571,0.0,0.0,0.0,0.0,0.0,0.3360071571428567,0.31360921263694763,0.3360071571428567,0.22554296,0.34751901030540466
-1.148025,167.367592,392.54599,19200.0,0.0,-9.600000000000186,0.0,0.0,-8.881784197001252e-12,0.0,0.0,0.3352659874999996,-4.8372192625,-0.4675292499999999,-0.6361907375,0.0,0.0,0.0,0.0,0.0,0.3352659874999996,0.31360921263694763,0.3352659874999996,0.22554296,0.29359784722328186
-1.148025,167.271592,392.54599,19200.0,0.0,-9.600000000000048,0.0,0.0,7.894919286223335e-12,0.0,0.0,0.3343639999999996,-4.830783444444445,-0.4671765888888888,-0.6364257222222222,0.0,0.0,0.0,0.0,0.0,0.3343639999999996,0.31360921263694763,0.3343639999999996,0.22554296,0.32737118005752563
-1.148025,167.175592,392.54599,19200.0,0.0,-9.60000000000008,0.0,0.0,0.0,0.0,0.0,0.3333982999999996,-4.83002932,-0.46684563,-0.63599848,0.0,0.0,0.0,0.0,0.0,0.3333982999999996,0.31360921263694763,0.3333982999999996,0.22554296,0.30507978796958923
-1.148025,166.983592,392.54599,19200.0,0.0,-9.599999999999936,0.0,0.0,7.105427357601002e-12,0.0,0.0,0.3318845899999996,-4.82827152,-0.4662596699999999,-0.63589593,0.0,0.0,0.0,0.0,0.0,0.3318845899999996,0.31360921263694763,0.3318845899999996,0.22554296,0.3207255005836487
-1.148025,166.791592,392.54599,19200.0,0.0,-9.60000000000008,0.0,0.0,-7.105427357601002e-12,0.0,0.0,0.3302732899999995,-4.82456059,-0.4655760499999999,-0.63645991,0.0,0.0,0.0,0.0,0.0,0.33027328999999955,0.31360921263694763,0.3302732899999995,0.22554296,0.30926820635795593
-1.148025,166.599592,392.54599,19200.0,0.0,-9.60000000000008,0.0,0.0,0.0,0.0,0.0,0.3286619999999995,-4.82275394,-0.4646483,-0.63589596,0.0,0.0,0.0,0.0,0.0,0.32866199999999957,0.31360921263694763,0.3286619999999995,0.22554296,0.31797724962234497
-1.148025,166.407592,392.54599,19200.0,0.0,-9.60000000000008,0.0,0.0,0.0,0.0,0.0,0.3270018799999995,-4.81440433,-0.46362291,-0.636665,0.0,0.0,0.0,0.0,0.0,0.3270018799999995,0.31360921263694763,0.3270018799999995,0.22554296,0.3112419843673706
-1.148025,166.215592,392.54599,19200.0,0.0,-9.59999999999994,0.0,0.0,7.105427357601002e-12,0.0,0.0,0.3252929299999995,-4.81704105,-0.4623534099999999,-0.63604976,0.0,0.0,0.0,0.0,0.0,0.32529292999999954,0.31360921263694763,0.3252929299999995,0.22554296,0.31654343008995056
-1.148025,166.023592,392.54599,19200.0,0.0,-9.59999999999994,0.0,0.0,0.0,0.0,0.0,0.3235839799999995,-4.8193848,-0.4608885999999999,-0.63563962,0.0,0.0,0.0,0.0,0.0,0.32358397999999955,0.31360921263694763,0.3235839799999995,0.22554296,0.31234994530677795
-1.148025,165.831592,392.54599,19200.0,0.0,-9.59999999999994,0.0,0.0,0.0,0.0,0.0,0.3221191799999995,-4.81855469,-0.45917965,-0.63487057,0.0,0.0,0.0,0.0,0.0,0.32211917999999956,0.31320473551750183,0.3221191799999995,0.22504544,0.31508946418762207
-1.148025,165.639592,392.54599,19200.0,0.0,-9.59999999999994,0.0,0.0,0.0,0.0,0.0,0.3205078899999996,-4.81796874,-0.4574218699999999,-0.63487056,0.0,0.0,0.0,0.0,0.0,0.3205078899999996,0.3047855794429779,0.3205078899999996,0.21720418,0.30020302534103394
-1.148025,165.448136,392.54599,19200.0,0.0,-9.572799999999974,0.0,0.0,1.3599999999982515,0.0,0.0,0.3188477599999996,-4.86000974,-0.4558594099999999,-0.63425533,0.0,0.0,0.0,0.0,0.0,0.3188477599999996,0.2942233681678772,0.3188477599999996,0.20296383,0.2861490249633789
-1.148025,165.26723399,392.54599,19200.0,0.0,-9.045100499999991,0.0,0.0,26.384974999999145,0.0,0.0,0.3176758799999996,-5.0167968400000005,-0.45429695,-0.63497311,0.0,0.0,0.0,0.0,0.0,0.3176758799999996,0.29137057065963745,0.3176758799999996,0.19693351,0.2799862027168274
-1.148025,165.10527579,392.54599,19200.0,0.0,-8.097910000000041,0.0,0.0,47.35952499999741,0.0,0.0,0.3166505299999996,-5.01494138,-0.452588,-0.63512692,0.0,0.0,0.0,0.0,0.0,0.3166505299999996,0.2843364179134369,0.3166505299999996,0.19622856,0.2538844645023346
-1.148025,164.96251759,392.54599,19200.0,0.0,-7.137910000000005,0.0,0.0,48.00000000000182,0.0,0.0,0.3165040299999996,-5.02954098,-0.4509278799999999,-0.6354345299999999,0.0,0.0,0.0,0.0,0.0,0.3165040299999996,0.2706165909767151,0.3165040299999996,0.19711769,0.19413337111473083
-1.148025,164.83895939,392.54599,19200.0,0.0,-6.177909999999969,0.0,0.0,48.00000000000182,0.0,0.0,0.3163086999999996,-5.03925778,-0.4494630599999999,-0.6362548299999999,0.0,0.0,0.0,0.0,0.0,0.3163086999999996,0.25394555926322937,0.3163086999999996,0.19450635,0.1842256635427475
-1.148025,164.73460118999998,392.54546733,19200.0,0.0,-5.217909999999932,-0.0261335000001849,0.0,48.00000000000182,-1.3066750000092495,0.0,0.3166993199999995,-5.04252924,-0.48237323,-0.6365624499999999,0.0,0.0,0.0,0.0,0.0,0.31669931999999956,0.22244593501091003,0.3166993199999995,0.18269965,0.16955628991127014
-1.148025,164.64944298999998,392.530384,19200.0,0.0,-4.257910000000038,-0.7541664999999398,0.0,47.99999999999472,-36.40164999998774,0.0,0.3172363999999995,-5.04179683,-0.94965835,-0.63676753,0.0,0.0,0.0,0.0,0.0,0.31723639999999953,0.1838480532169342,0.3172363999999995,0.16258636,0.16381093859672546
-1.148025,164.58348479,392.45211923,19200.0,0.0,-3.2979100000000017,-3.91323849999992,0.0,48.00000000000182,-157.95359999999903,0.0,0.3176758499999995,-5.0419433,-1.66508802,-0.6373314800000001,0.0,0.0,0.0,0.0,0.0,0.31767584999999954,0.1597127914428711,0.3176758499999995,0.1376628,0.15451136231422424
-1.148025,164.53672659,392.25160115,19200.0,0.0,-2.3379100000001074,-10.025904000000024,0.0,47.99999999999472,-305.63327500000526,0.0,0.3182617799999996,-5.0452148,-2.07490247,-0.63789545,0.0,0.0,0.0,0.0,0.0,0.3182617799999996,0.14164674282073975,0.3182617799999996,0.13761373,0.16893546283245087
-1.148025,164.50916839,391.9027762,19200.0,0.0,-1.377909999999929,-17.441247499999974,0.0,48.00000000000893,-370.7671749999975,0.0,0.3187012199999995,-5.05239255,-2.18955088,-0.63702388,0.0,0.0,0.0,0.0,0.0,0.31870121999999956,0.14753493666648865,0.3187012199999995,0.21191952,0.1912882924079895
-1.148025,164.50026619,391.41930271,19200.0,0.0,-0.4451099999999997,-24.17367450000029,0.0,46.63999999999646,-336.6213500000157,0.0,0.3196777799999996,-5.022851559999999,-1.88095712,-0.6377929099999999,0.0,0.0,0.0,0.0,0.0,0.3196777799999996,0.16214172542095184,0.3196777799999996,0.29327005,0.2153397500514984
-1.148025,164.50001,390.85240030000006,19200.0,0.0,-0.0128094999999461,-28.345120500000007,0.0,21.615025000002674,-208.572299999986,0.0,0.3212891099999996,-4.87548827,-1.26455085,-0.63722894,0.0,0.0,0.0,0.0,0.0,0.3212891099999996,0.15937446057796478,0.3212891099999996,0.3194626,0.21746401488780975
-1.148025,164.50001,390.25778534,19200.0,0.0,0.0,-29.730747999999775,0.0,0.6404749999973092,-69.28137499998857,0.0,0.3220703499999995,-4.88798824,-1.00288093,-0.6371776899999999,0.0,0.0,0.0,0.0,0.0,0.32207034999999956,0.1700257956981659,0.3220703499999995,0.27109987,0.1976606547832489
-1.148025,164.50081459,389.65817189,19200.0,0.0,0.0402294999999242,-29.980672499999912,0.0,2.01147499999621,-12.496225000006712,0.0,0.3227050899999996,-4.9451659800000005,-0.90078132,-0.63656245,0.0,0.0,0.0,0.0,0.0,0.3227050899999996,0.17903508245944977,0.3227050899999996,0.18370661,0.16699263453483582
-1.148025,164.508821,389.05817189,19200.0,0.0,0.4003204999999354,-30.0,0.0,18.004550000000563,-0.9663750000044274,0.0,0.3244140399999995,-5.15463864,-0.8520508300000001,-0.63640864,0.0,0.0,0.0,0.0,0.0,0.32441403999999957,0.17920030653476715,0.3244140399999995,0.12885447,0.16393084824085236
-1.148025,164.5345501,388.45869456,19200.0,0.0,1.2864549999999042,-29.97386649999981,0.0,44.30672499999844,1.306675000009227,0.0,0.3250487799999996,-5.250976539999999,-0.8031250400000001,-0.63543452,0.0,0.0,0.0,0.0,0.0,0.3250487799999996,0.18784278631210327,0.3250487799999996,0.11217276,0.16992470622062683
-1.148025,164.5794792,387.87377789,19200.0,0.0,2.2464550000000827,-29.24583350000006,0.0,48.00000000000893,36.40164999998772,0.0,0.3244140199999996,-5.37031247,-0.3448731100000001,-0.63589595,0.0,0.0,0.0,0.0,0.0,0.3244140199999996,0.19036883115768433,0.3244140199999996,0.12152596,0.18358981609344482
-1.148025,164.64360829999998,387.35204266,19200.0,0.0,3.206454999999977,-26.08676150000008,0.0,47.99999999999472,157.953599999999,0.0,0.3250975999999995,-5.47475584,0.36040035,-0.63553707,0.0,0.0,0.0,0.0,0.0,0.32509759999999954,0.18318626284599304,0.3250975999999995,0.1514205,0.18847277760505676
-1.148025,164.7269374,386.95256074,19200.0,0.0,4.166455000000013,-19.97409599999997,0.0,48.00000000000182,305.63327500000526,0.0,0.3256346899999995,-5.57402344,0.75253905,-0.63574215,0.0,0.0,0.0,0.0,0.0,0.32563468999999956,0.16693156957626343,0.3256346899999995,0.123088375,0.19200477004051208
-1.148025,164.8294665,386.70138569000005,19200.0,0.0,5.126454999999908,-12.558752500000026,0.0,47.99999999999472,370.7671749999975,0.0,0.3261718099999996,-5.67827149,0.8493652199999999,-0.63676754,0.0,0.0,0.0,0.0,0.0,0.3261718099999996,0.1375657618045807,0.3261718099999996,0.0363543,0.16868720948696136
-1.148025,164.9511956,386.58485918,19200.0,0.0,6.086454999999944,-5.826325499999712,0.0,48.00000000000182,336.6213500000157,0.0,0.3269042199999996,-5.77329102,0.52436523,-0.6367675500000001,0.0,0.0,0.0,0.0,0.0,0.3269042199999996,0.09757159650325775,0.3269042199999996,-0.06394489,0.12139058113098145
-1.148025,165.0921247,386.55176159,19200.0,0.0,7.04645499999998,-1.6548794999999927,0.0,48.00000000000182,208.57229999998597,0.0,0.3265624299999995,-5.86489261,-0.10717774,-0.63697263,0.0,0.0,0.0,0.0,0.0,0.32656242999999957,0.07408596575260162,0.3265624299999995,-0.12503687,0.07282435894012451
-1.148025,165.2522538,386.54637655,19200.0,0.0,8.006454999999875,-0.2692520000002218,0.0,47.99999999999472,69.28137499998854,0.0,0.3267088999999996,-5.95371098,-0.38291019,-0.6371264200000001,0.0,0.0,0.0,0.0,0.0,0.3267088999999996,0.050438571721315384,0.3267088999999996,-0.08585957,0.04262084513902664
-1.148025,165.43077831,386.54599,19200.0,0.0,8.926225500000129,-0.019327500000088,0.0,45.98852500001272,12.496225000006689,0.0,0.3264159299999996,-5.99218754,-0.49760744,-0.63789547,0.0,0.0,0.0,0.0,0.0,0.3264159299999996,0.048325058072805405,0.3264159299999996,0.02024581,0.022722085937857628
-1.148025,165.621301,386.54599,19200.0,0.0,9.526134500000012,0.0,0.0,29.99544999999415,0.9663750000044048,0.0,0.3252440699999995,-5.87602542,-0.5571289500000001,-0.6371777100000001,0.0,0.0,0.0,0.0,0.0,0.32524406999999955,0.03755650669336319,0.3252440699999995,0.085438356,0.006517484784126282
-1.148025,165.813301,386.54599,19200.0,0.0,9.60000000000008,0.0,0.0,3.693275000003383,0.0,0.0,0.3249999299999995,-5.88017582,-0.58105472,-0.63769039,0.0,0.0,0.0,0.0,0.0,0.32499992999999955,0.02717500552535057,0.3249999299999995,0.09371607,-0.007192258723080158
-1.148025,166.00530099999995,386.54599,19200.0,0.0,9.599999999999936,0.0,0.0,-7.105427357601002e-12,0.0,0.0,0.3255370599999995,-5.86098638,-0.57871096,-0.6368700700000001,0.0,0.0,0.0,0.0,0.0,0.32553705999999955,0.025086823850870132,0.3255370599999995,0.090583295,-0.013218040578067303
-1.148025,166.197301,386.54599,19200.0,0.0,9.60000000000008,0.0,0.0,7.105427357601002e-12,0.0,0.0,0.3249999599999996,-5.85786137,-0.5739746200000001,-0.6367675399999999,0.0,0.0,0.0,0.0,0.0,0.3249999599999996,0.02240370213985443,0.3249999599999996,0.083778456,-0.015094876289367676
-1.148025,166.389301,386.54599,19200.0,0.0,9.59999999999994,0.0,0.0,-7.105427357601002e-12,0.0,0.0,0.3246581899999995,-5.85673831,-0.5611328400000001,-0.63579341,0.0,0.0,0.0,0.0,0.0,0.32465818999999957,0.022042443975806236,0.3246581899999995,0.082718134,-0.015240369364619255
-1.148025,166.581301,386.54599,19200.0,0.0,9.600000000000223,0.0,0.0,1.4210854715202004e-11,0.0,0.0,0.3246093799999995,-5.8527344,-0.5470703200000001,-0.63543451,0.0,0.0,0.0,0.0,0.0,0.3246093799999995,0.022042443975806236,0.3246093799999995,0.082718134,-0.01510386448353529
-1.148025,166.773301,386.54599,19200.0,0.0,9.59999999999994,0.0,0.0,-1.4210854715202009e-11,0.0,0.0,0.3242187899999996,-5.85434574,-0.53383789,-0.63451166,0.0,0.0,0.0,0.0,0.0,0.3242187899999996,0.022042443975806236,0.3242187899999996,0.082718134,-0.015333689749240875
-1.148025,166.965301,386.54599,19200.0,0.0,9.59999999999994,0.0,0.0,-2.584939414228212e-27,0.0,0.0,0.3240723099999996,-5.85966799,-0.52138674,-0.6346654700000001,0.0,0.0,0.0,0.0,0.0,0.3240723099999996,0.022042443975806236,0.3240723099999996,0.082718134,-0.015105238184332848
-1.148025,167.15730100000002,386.54599,19200.0,0.0,9.60000000000008,0.0,0.0,7.105427357601e-12,0.0,0.0,0.3237305499999995,-5.86220706,-0.50976561,-0.63451166,0.0,0.0,0.0,0.0,0.0,0.32373054999999956,0.022042443975806236,0.3237305499999995,0.082718134,-0.01531130075454712
-1.148025,167.349301,386.54599,19200.0,0.0,9.59999999999994,0.0,0.0,-7.105427357601004e-12,0.0,0.0,0.3235840899999995,-5.85776371,-0.49921873,-0.63435785,0.0,0.0,0.0,0.0,0.0,0.32358408999999955,0.022042443975806236,0.3235840899999995,0.082718134,-0.015139535069465637
-1.148025,167.541301,386.54599,19200.0,0.0,9.60000000000008,0.0,0.0,7.105427357601e-12,0.0,0.0,0.3233888099999996,-5.86889653,-0.490039,-0.6349730800000001,0.0,0.0,0.0,0.0,0.0,0.3233888099999996,0.022042443975806236,0.3233888099999996,0.082718134,-0.015277435071766376
-1.148025,167.733301,386.54599,19200.0,0.0,9.599999999999936,0.0,0.0,-7.105427357601004e-12,0.0,0.0,0.3232911699999996,-5.87119145,-0.48232413,-0.63522944,0.0,0.0,0.0,0.0,0.0,0.32329116999999963,0.022042443975806236,0.3232911699999996,0.082718134,-0.015168813057243824
-1.148025,167.92530100000002,386.54599,19200.0,0.0,9.599999999999936,0.0,0.0,-2.584939414228212e-27,0.0,0.0,0.3217286699999996,-5.87338871,-0.47539054,-0.63794672,0.0,0.0,0.0,0.0,0.0,0.3217286699999996,0.022042443975806236,0.3217286699999996,0.082718134,-0.015253919176757336
-1.148025,168.117301,386.54599,19200.0,0.0,9.599999999999936,0.0,0.0,-2.584939414228212e-27,0.0,0.0,0.3081055999999996,-5.88735356,-0.4663085199999999,-0.6592235700000001,0.0,0.0,0.0,0.0,0.0,0.3081055999999996,0.022042443975806236,0.3081055999999996,0.082718134,-0.015186930075287819
-1.148025,168.30930099999998,386.54599,19200.0,0.0,9.599999999999936,0.0,0.0,-2.584939414228212e-27,0.0,0.0,0.2783692499999995,-5.91079105,-0.45288078,-0.7104931,0.0,0.0,0.0,0.0,0.0,0.27836924999999957,0.022042443975806236,0.2783692499999995,0.082718134,-0.015240112319588661
-1.148025,168.50130099999998,386.54599,19200.0,0.0,9.599999999999795,0.0,0.0,-7.105427357601004e-12,0.0,0.0,0.2355469799999995,-5.9253906700000005,-0.43593744,-0.78626948,0.0,0.0,0.0,0.0,0.0,0.23554697999999957,0.022042443975806236,0.2355469799999995,0.082718134,-0.01519747357815504
-1.148025,168.693301,386.54599,19200.0,0.0,9.60000000000008,0.0,0.0,1.4210854715202004e-11,0.0,0.0,0.1829590699999995,-5.944921890000001,-0.41611324,-0.88419428,0.0,0.0,0.0,0.0,0.0,0.18295906999999959,0.028362134471535683,0.1829590699999995,0.076823324,-0.038804519921541214
-1.148025,168.88530099999997,386.54599,19200.0,0.0,9.60000000000008,0.0,0.0,0.0,0.0,0.0,0.1235352299999995,-5.96547854,-0.39414056,-0.99760248,0.0,0.0,0.0,0.0,0.0,0.12353522999999958,0.03870214894413948,0.1235352299999995,0.047843013,-0.05836843326687813
-1.148025,169.07730099999998,386.54599,19200.0,0.0,9.60000000000008,0.0,0.0,0.0,0.0,0.0,0.0596680099999995,-5.99746096,-0.37070307,-1.12454586,50.61281032091794,59.704873823596486,16.742647577782783,78.27086639914492,0.2160000000032596,0.05966800999999957,0.04936860129237175,0.0596680099999995,0.015879732,-0.048219360411167145
-1.148025,169.26930099999998,386.54599,19200.0,0.0,9.599999999999936,0.0,0.0,-7.105427357601002e-12,0.0,0.0,-0.0091796500000004,-6.02309573,-0.34624019,-1.2626147099999998,101.22562064183364,119.40974764718644,33.4852951555643,156.54173279828342,0.8400000000023283,-0.009179650000000423,0.07763077318668365,-0.0091796500000004,0.059290525,0.04741450399160385
-1.148025,169.461301,386.54599,19200.0,0.0,9.60000000000008,0.0,0.0,7.105427357601002e-12,0.0,0.0,-0.0809082000000004,-6.04262697,-0.32065427,-1.41160397,151.83843096275382,179.11462147078947,50.22794273334834,234.8125991974348,1.9680000000051223,-0.08090820000000043,0.1011435016989708,-0.0809082000000004,0.057594176,0.11166234314441681
-1.148025,169.653301,386.54599,19200.0,0.0,9.60000000000008,0.0,0.0,0.0,0.0,0.0,-0.1559082000000004,-6.06909179,-0.29414064,-1.56869381,202.4512412836695,238.81949529437935,66.97059031112987,313.08346559657326,3.648000000009779,-0.1559082000000004,0.10132230818271637,-0.1559082000000004,0.056409072,0.08603111654520035
-1.148025,169.845301,386.54599,19200.0,0.0,9.60000000000008,0.0,0.0,0.0,0.0,0.0,-0.2316894800000004,-6.10419922,-0.26704103,-1.73291011,253.06405160458743,298.5243691179759,83.71323788891264,391.35433199571816,6.024000000010711,-0.23168948000000045,0.08944585919380188,-0.2316894800000004,0.076282516,0.04566168040037155
-1.148025,170.037301,386.54599,19200.0,0.0,9.599999999999936,0.0,0.0,-7.105427357601002e-12,0.0,0.0,-0.2973632900000004,-6.11889649,-0.24204104,-1.88630855,303.67686192550315,358.2292429415658,100.45588546669416,469.6251983948567,9.120000000012803,-0.2973632900000004,0.03257838264107704,-0.2973632900000004,0.06545032,-0.15373310446739197
-1.148025,170.22930100000002,386.54599,19200.0,0.0,9.60000000000008,0.0,0.0,7.105427357601002e-12,0.0,0.0,-0.3488281200000004,-6.12832032,-0.22163088,-2.0178149000000003,354.2896722464211,417.9341167651624,117.19853304447696,547.8960647940016,12.936000000016064,-0.3488281200000004,-0.01013549230992794,-0.3488281200000004,0.038089663,-0.16683006286621094
-1.148025,170.421301,386.54599,19200.0,0.0,9.60000000000008,0.0,0.0,0.0,0.0,0.0,-0.3885742400000004,-6.14604493,-0.20546878,-2.13071041,404.902482567339,477.6389905887588,133.94118062225974,626.1669311931465,17.592000000015833,-0.3885742400000004,-0.048222869634628296,-0.3885742400000004,0.0045307763,-0.29169008135795593
