pos_x,pos_y,pos_z,v_sp,v_x,v_y,v_z,a_x,a_y,a_z,a_sp,curr_x,curr_y,curr_z,curr_sp,f_x_sim,f_y_sim,f_z_sim,f_sp_sim,materialremoved_sim,y_ground_truth,Neural_Net_Old,Neural_Net_New,Random_Forest_Old,Random_Forest_New
-14.76340833,314.499981,386.77999,22800.0,5.833333500000002,0.0,0.0,-4.469221704956478e-13,0.0,0.0,0.0,-0.7180175799999999,-5.50185545,-0.3371094,-1.33459718,117.87653232017108,-198.94278539704047,72.15378691714616,231.24253227588235,103.03200000000652,-0.7180175799999999,-0.6901270747184753,-0.685467004776001,-0.6927572845999996,-0.6930805614000002
-14.64674167,314.499981,386.77999,22800.0,5.833332999999996,0.0,0.0,-2.500000029498296e-05,0.0,0.0,0.0,-0.7160644299999999,-5.49775389,-0.3382324599999999,-1.3396216,117.87652423720874,-198.9427867612198,72.1537853709934,231.242529329202,106.17600000000677,-0.7160644299999999,-0.68962562084198,-0.6855737566947937,-0.6901205537999999,-0.6973139589000003
-14.530075,314.499981,386.77999,22800.0,5.833333500000011,0.0,0.0,2.500000073340704e-05,0.0,0.0,0.0,-0.7164061999999999,-5.4911620800000005,-0.3356445799999999,-1.34910646,117.87653232017124,-198.94278539704044,72.1537869171462,231.2425322758824,109.39200000001,-0.7164061999999999,-0.6891306042671204,-0.6856177449226379,-0.7004662714999997,-0.6941459839000002
-14.41340833,314.499981,386.77999,22800.0,5.833333499999993,0.0,0.0,-8.910121718132964e-13,0.0,0.0,0.0,-0.7195800299999998,-5.49213866,-0.3334961199999999,-1.35592529,117.87653232017094,-198.9427853970405,72.15378691714615,231.2425322758823,112.68000000001048,-0.7195800299999998,-0.6886293292045593,-0.6856433153152466,-0.6905048371999997,-0.6931371801000002
-14.296741669999998,314.499981,386.77999,22800.0,5.833333000000015,0.0,0.0,-2.499999896271454e-05,0.0,0.0,0.0,-0.7152831599999999,-5.4956543,-0.3354980799999999,-1.35730958,117.87652423720904,-198.9427867612197,72.15378537099346,231.2425293292021,116.0640000000072,-0.7152831599999999,-0.6881219148635864,-0.6856398582458496,-0.6890917429999999,-0.6934360083500002
-14.180075,314.499981,386.77999,22800.0,5.833333499999993,0.0,0.0,2.4999998957045453e-05,0.0,0.0,0.0,-0.7071288599999999,-5.49091797,-0.33564456,-1.36094973,117.87653232017094,-198.9427853970405,72.15378691714614,231.2425322758823,119.47200000000302,-0.7071288599999999,-0.6876146793365479,-0.6856353878974915,-0.6901972158999997,-0.6928867021000003
-14.06340833,314.499981,386.77999,22800.0,5.833333500000011,0.0,0.0,8.853446621659433e-13,0.0,0.0,0.0,-0.7075683399999998,-5.484667969999999,-0.3323242199999999,-1.36469242,117.87653232017124,-198.9427853970404,72.15378691714619,231.24253227588235,122.95200000000186,-0.7075683399999998,-0.6870838403701782,-0.6856274604797363,-0.6948720259999996,-0.6868466744000001
-13.94674167,314.499981,386.77999,22800.0,5.833332999999978,0.0,0.0,-2.5000001627251388e-05,0.0,0.0,0.0,-0.7069335599999998,-5.4861328,-0.3309570099999999,-1.36448733,117.87652423720849,-198.94278676121985,72.15378537099336,231.2425293292019,126.4320000000007,-0.7069335599999998,-0.6865503191947937,-0.6856151819229126,-0.6934682124999996,-0.6927499896000001
-13.830075,314.499981,386.77999,22800.0,5.833333500000011,0.0,0.0,2.500000162157861e-05,0.0,0.0,0.0,-0.7024901999999998,-5.48701171,-0.33315427,-1.36525637,117.87653232017124,-198.94278539704044,72.1537869171462,231.2425322758824,129.95999999999768,-0.7024901999999998,-0.6860121488571167,-0.6856062412261963,-0.7032822004999998,-0.6821113211000001
-13.713408329999998,314.499981,386.77999,22800.0,5.833333499999993,0.0,0.0,-8.910190185500157e-13,0.0,0.0,0.0,-0.7064452799999998,-5.480810539999999,-0.3325195099999999,-1.37192141,117.87653232017097,-198.9427853970405,72.15378691714615,231.2425322758823,133.5359999999986,-0.7064452799999998,-0.685470461845398,-0.6855970025062561,-0.6970155888999997,-0.6835634825000003
-13.59674167,314.499981,386.77999,22800.0,5.833332999999996,0.0,0.0,-2.4999999850899807e-05,0.0,0.0,0.0,-0.7099120899999998,-5.47705079,-0.3294921799999999,-1.3777661499999998,117.87652423720874,-198.9427867612198,72.15378537099342,231.242529329202,137.15999999999767,-0.7099120899999998,-0.6849557161331177,-0.6856124997138977,-0.6948446908999997,-0.6911386720000002
-13.480075,314.499981,386.77999,22800.0,5.833333500000011,0.0,0.0,2.5000000733400195e-05,0.0,0.0,0.0,-0.6990722799999999,-5.48212891,-0.3296386499999999,-1.37838138,117.8765323201712,-198.94278539704044,72.1537869171462,231.24253227588235,140.83199999999488,-0.6990722799999999,-0.684418261051178,-0.6856023073196411,-0.7042514484999998,-0.6854384927000001
-13.363408330000002,314.499981,386.77999,22800.0,5.833333499999993,0.0,0.0,-8.910182216614187e-13,0.0,0.0,0.0,-0.6966797199999999,-5.48266603,-0.3314940899999999,-1.37766362,117.87653232017094,-198.9427853970405,72.15378691714615,231.2425322758823,144.33599999998697,-0.6966797199999999,-0.683879017829895,-0.685583770275116,-0.6944672519999997,-0.6858530197000002
-13.24674167,314.499981,386.77999,22800.0,5.833332999999996,0.0,0.0,-2.499999985089901e-05,0.0,0.0,0.0,-0.7027343999999999,-5.47675781,-0.3298339499999999,-1.3778174399999998,117.87652423720871,-198.9427867612198,72.15378537099342,231.24252932920197,147.83999999998483,-0.7027343999999999,-0.683397650718689,-0.6856041550636292,-0.6939985100999999,-0.6961801627
-13.130075,314.499981,386.77999,22800.0,5.833333499999993,0.0,0.0,2.499999984522099e-05,0.0,0.0,0.0,-0.7015136999999999,-5.4757324,-0.3271972299999999,-1.37597172,117.87653232017094,-198.9427853970405,72.15378691714615,231.24253227588224,151.31999999998953,-0.7015136999999999,-0.6829398274421692,-0.6856058835983276,-0.6933920753999996,-0.6956982482
-13.01340833,314.499981,386.77999,22800.0,5.833333500000002,0.0,0.0,4.412517822915269e-13,0.0,0.0,0.0,-0.7019531599999999,-5.4802734,-0.3286620799999999,-1.37140872,117.8765323201711,-198.94278539704047,72.15378691714618,231.2425322758823,154.53599999999278,-0.7019531599999999,-0.6825109124183655,-0.6855879426002502,-0.6957729274999996,-0.69735058555
