pos_x,pos_y,pos_z,v_sp,v_x,v_y,v_z,a_x,a_y,a_z,a_sp,curr_x,curr_y,curr_z,curr_sp,f_x_sim,f_y_sim,f_z_sim,f_sp_sim,materialremoved_sim,Neural_Net_AL_2007_T4_Plate_Normal_3,Random_Forest_AL_2007_T4_Plate_Normal_3
-1.148045,165.19165164999998,392.77999,22800.0,0.0,-5.833335000000517,0.0,0.0,-0.0001249999925789,0.0,0.0,0.3220214000000001,-4.8051757,-0.4001468,-0.6044678,0.0,0.0,0.0,0.0,0.0,,
-1.148045,165.074985,392.77999,22800.0,0.0,-5.833332499999244,0.0,0.0,0.0001250000636332,0.0,0.0,0.3215331000000001,-4.77270505,-0.4003908499999999,-0.6062622,0.0,0.0,0.0,0.0,0.0,,
-1.148045,164.95831835,392.77999,22800.0,0.0,-5.833332499999955,0.0,0.0,-3.5527150015271514e-11,0.0,0.0,0.3212889500000001,-4.74780275,-0.40112315,-0.5962645499999999,0.0,0.0,0.0,0.0,0.0,,
-1.148045,164.84165165,392.77999,22800.0,0.0,-5.833335000000517,0.0,0.0,-0.0001250000281061,0.0,0.0,0.3222655500000001,-4.7299804,-0.40112325,-0.5816527,0.0,0.0,0.0,0.0,0.0,,
-1.148045,164.724985,392.77999,22800.0,0.0,-5.833332499999244,0.0,0.0,0.0001250000636332,0.0,0.0,0.3232421500000001,-4.809814299999999,-0.4001468,-0.5872923999999999,0.0,0.0,0.0,0.0,0.0,,
-1.148045,164.60946760000002,392.77999,22800.0,0.0,-5.775870000000083,0.0,0.0,2.873124999958065,0.0,0.0,0.3210448500000001,-4.92114255,-0.4003909,-0.6062622500000001,0.0,0.0,0.0,0.0,0.0,,
-1.148045,164.5265251,392.77999,22800.0,0.0,-4.147125000000784,0.0,0.0,81.43724999996493,0.0,0.0,0.3205565500000001,-5.410156349999999,-0.40112325,-0.6139527,0.0,0.0,0.0,0.0,0.0,,
-1.148045,164.50037385000002,392.77999,22800.0,0.0,-1.3075624999999036,0.0,0.0,141.97812500004403,0.0,0.0,0.3186035000000001,-5.356201199999999,-0.40063485,-0.60831305,0.0,0.0,0.0,0.0,0.0,,
-1.148045,164.499981,392.77999,22800.0,0.0,-0.0196424999998612,0.0,0.0,64.39600000000212,0.0,0.0,0.3200683500000001,-4.89160155,-0.3981933999999999,-0.60882575,0.0,0.0,0.0,0.0,0.0,,
-1.148045,164.499981,392.77987,22800.0,0.0,0.0,-0.0060000000004833,0.0,0.9821249999930616,-0.3000000000241698,0.0,0.3239746000000001,-4.9038086,-0.3974609999999999,-0.6070312,0.0,0.0,0.0,0.0,0.0,,
-1.148045,164.499981,392.75238665,22800.0,0.0,0.0,-1.374167499999146,0.0,0.0,-68.40837499993313,0.0,0.32226565,-4.8669434,-1.78076175,-0.5906249,0.0,0.0,0.0,0.0,0.0,,
-1.148045,164.499981,392.5266424,22800.0,0.0,0.0,-11.287212500000976,0.0,0.0,-495.6522500000915,0.0,0.3198242500000001,-4.8588867,-5.0288085,-0.58472895,0.0,0.0,0.0,0.0,0.0,,
-1.148045,164.499981,391.8228385,22800.0,0.0,0.0,-35.19019499999985,0.0,0.0,-1195.1491249999435,0.0,0.3186035500000002,-4.869628799999999,-6.542968699999999,-0.6001099000000001,0.0,0.0,0.0,0.0,0.0,,
-1.148045,164.499981,390.60410115,22800.0,0.0,0.0,-60.93686749999847,0.0,0.0,-1287.333624999931,0.0,0.3137206500000001,-4.88208,-4.560547,-0.61344005,0.0,0.0,0.0,0.0,0.0,,
-1.148045,164.499981,389.16638935,22800.0,0.0,0.0,-71.88559000000083,0.0,0.0,-547.4361250001181,0.0,0.31738275,-4.89746095,-0.9921876,-0.6111329000000001,0.0,0.0,0.0,0.0,0.0,,
-1.148045,164.499981,387.90423645,22800.0,0.0,0.0,-63.10764499999948,0.0,0.0,438.8972500000676,0.0,0.3237304500000001,-4.9147949,3.001709,-0.60626225,0.0,0.0,0.0,0.0,0.0,,
-1.148045,164.499981,387.1322012,22800.0,0.0,0.0,-38.6017625000008,0.0,0.0,1225.294124999934,0.0,0.3198242000000001,-4.93334955,4.37670905,-0.60703125,0.0,0.0,0.0,0.0,0.0,,
-1.148045,164.50068894999998,386.8460008,22800.0,0.0,0.0353975000003004,-14.310020000000634,0.0,1.76987500001502,1214.5871250000084,0.0,0.3200683500000001,-4.99267575,2.3569336,-0.5970336,0.0,0.0,0.0,0.0,0.0,,
-1.148045,164.5188341,386.78704375,22800.0,0.0,0.907257500000469,-2.947852500000181,0.0,43.59300000000843,568.1083750000226,0.0,0.3239746000000001,-5.626709,0.7421874500000001,-0.58293445,0.0,0.0,0.0,0.0,0.0,,
-1.148045,164.587449,386.77999865,22800.0,0.0,3.430744999999291,-0.3522549999999569,0.0,126.17437499994112,129.7798750000112,0.0,0.3186035500000001,-6.0605469,0.08544925,-0.5888305,0.0,0.0,0.0,0.0,0.0,,
-1.148045,164.69696,386.77999,22800.0,0.0,5.475549999999885,-0.0004324999991922,0.0,102.24025000002968,17.591125000038232,0.0,0.3164063000000001,-5.97875975,-0.3532713999999999,-0.6083130000000001,0.0,0.0,0.0,0.0,0.0,,
-1.148045,164.81362665,386.77999,22800.0,0.0,5.833332500000665,0.0,0.0,17.889125000039034,0.0216249999596129,0.0,0.3232422000000001,-5.94824215,-0.47631825,-0.61600345,0.0,0.0,0.0,0.0,0.0,,
-1.148045,164.93029335,386.77999,22800.0,0.0,5.833334999999806,0.0,0.0,0.0001249999570518,0.0,0.0,0.3225098500000001,-5.825683549999999,-0.60327145,-0.60856935,0.0,0.0,0.0,0.0,0.0,,
-1.148045,165.04696,386.77999,22800.0,0.0,5.833332499999955,0.0,0.0,-0.0001249999925789,0.0,0.0,0.3195801000000001,-5.812499949999999,-0.6655273500000001,-0.6072875999999999,0.0,0.0,0.0,0.0,0.0,,
-1.148045,165.16362665000003,386.77999,22800.0,0.0,5.833332500000665,0.0,0.0,3.552714998816646e-11,0.0,0.0,0.3212890000000001,-5.8203125,-0.65747065,-0.6036986499999999,0.0,0.0,0.0,0.0,0.0,,
-1.148045,165.28029335000002,386.77999,22800.0,0.0,5.833334999999806,0.0,0.0,0.0001249999570518,0.0,0.0,0.3210449000000001,-5.8205567,-0.6464843499999999,-0.5878050499999999,0.0,0.0,0.0,0.0,0.0,,
-1.148045,165.39695999999998,386.77999,22800.0,0.0,5.833332499999244,0.0,0.0,-0.000125000028106,0.0,0.0,0.3186035000000001,-5.8518066,-0.63696295,-0.5834471999999999,0.0,0.0,0.0,0.0,0.0,,
-1.148045,165.51362665,386.77999,22800.0,0.0,5.833332499999955,0.0,0.0,3.5527150015271514e-11,0.0,0.0,0.3190918000000001,-5.87353515,-0.6206056500000001,-0.5998535500000001,0.0,0.0,0.0,0.0,0.0,,
-1.148045,165.63029335,386.77999,22800.0,0.0,5.833335000000517,0.0,0.0,0.000125000028106,0.0,0.0,0.3188476000000001,-5.8627929000000005,-0.6049806,-0.6139527,0.0,0.0,0.0,0.0,0.0,,
