pos_x,pos_y,pos_z,v_sp,v_x,v_y,v_z,a_x,a_y,a_z,a_sp,curr_x,curr_y,curr_z,curr_sp,f_x_sim,f_y_sim,f_z_sim,f_sp_sim,materialremoved_sim,Neural_Net_AL_2007_T4_Gear_Normal_3,Random_Forest_AL_2007_T4_Gear_Normal_3
-53.648016,209.482,391.92970065,22800.0,0.0,0.0,-5.833334999999806,0.0,0.0,-0.0001249999570518,0.0,0.3061524,-5.541259800000001,-0.6633300999999998,-0.6231812,0.0,0.0,0.0,0.0,0.0,,
-53.648016,209.482,391.813034,22800.0,0.0,0.0,-5.833332499999244,0.0,0.0,0.000125000028106,0.0,0.30493175,-5.5402833000000005,-0.6662596999999998,-0.61959235,0.0,0.0,0.0,0.0,0.0,,
-53.648016,209.482,391.69636735,22800.0,0.0,0.0,-5.833332500002086,0.0,0.0,-1.4210854999805074e-10,0.0,0.30517585,-5.541015700000001,-0.6640624499999999,-0.5960083,0.0,0.0,0.0,0.0,0.0,,
-53.648016,209.482,391.57970065,22800.0,0.0,0.0,-5.833334999999806,0.0,0.0,-0.0001249998859975,0.0,0.3061524,-5.54272455,-0.6572264999999999,-0.58703605,0.0,0.0,0.0,0.0,0.0,,
-53.648016,209.482,391.463034,22800.0,0.0,0.0,-5.833332499997823,0.0,0.0,0.0001250000991603,0.0,0.30639655,-5.54248035,-0.6530761999999999,-0.5985716999999999,0.0,0.0,0.0,0.0,0.0,,
-53.648016,209.482,391.34636735,22800.0,0.0,0.0,-5.833332500000665,0.0,0.0,-1.4210854999805074e-10,0.0,0.3056640999999999,-5.5405272,-0.6584472499999998,-0.6036986999999999,0.0,0.0,0.0,0.0,0.0,,
-53.648016,209.482,391.22970065,22800.0,0.0,0.0,-5.833334999999806,0.0,0.0,-0.0001249999570518,0.0,0.3049317499999999,-5.541503800000001,-0.6625975999999998,-0.6013916499999999,0.0,0.0,0.0,0.0,0.0,,
-53.648016,209.482,391.113034,22800.0,0.0,0.0,-5.833332499999244,0.0,0.0,0.000125000028106,0.0,0.3051759,-5.54418945,-0.6604003999999999,-0.61472175,0.0,0.0,0.0,0.0,0.0,,
-53.648016,209.482,390.99636735,22800.0,0.0,0.0,-5.833332500002086,0.0,0.0,-1.4210854999805074e-10,0.0,0.3046875999999999,-5.54418945,-0.6630859499999999,-0.6231812000000001,0.0,0.0,0.0,0.0,0.0,,
-53.648016,209.482,390.87970065,22800.0,0.0,0.0,-5.833334999999806,0.0,0.0,-0.0001249998859975,0.0,0.3059082999999999,-5.5422363500000005,-0.6623534499999999,-0.6060059,0.0,0.0,0.0,0.0,0.0,,
-53.648016,209.482,390.763034,22800.0,0.0,0.0,-5.833332499999244,0.0,0.0,0.000125000028106,0.0,0.3059082499999999,-5.542968800000001,-0.6674803999999999,-0.58549805,0.0,0.0,0.0,0.0,0.0,,
-53.648016,209.482,390.64636735,22800.0,0.0,0.0,-5.833332500000665,0.0,0.0,-7.105424999461277e-11,0.0,0.3063964999999999,-5.54394525,-0.6755370999999999,-0.5898559000000001,0.0,0.0,0.0,0.0,0.0,,
-53.648016,209.482,390.52970065,22800.0,0.0,0.0,-5.833334999999806,0.0,0.0,-0.0001249999570518,0.0,0.3044434,-5.5419921,-0.6821288499999998,-0.60164785,0.0,0.0,0.0,0.0,0.0,,
-53.648016,209.482,390.413034,22800.0,0.0,0.0,-5.833332499999244,0.0,0.0,0.0001250000281061,0.0,0.3024902499999999,-5.5407714,-0.6936034999999998,-0.59908445,0.0,0.0,0.0,0.0,0.0,,
-53.648016,209.482,390.29636735,22800.0,0.0,0.0,-5.833332500000665,0.0,0.0,-7.105424999461277e-11,0.0,0.30297855,-5.5424804,-0.6953124999999998,-0.60523685,0.0,0.0,0.0,0.0,0.0,,
-53.648016,209.482,390.17970065,22800.0,0.0,0.0,-5.833334999999806,0.0,0.0,-0.0001249999570518,0.0,0.3032226999999999,-5.5437012,-0.6850585999999999,-0.6211304,0.0,0.0,0.0,0.0,0.0,,
-53.648016,209.482,390.063034,22800.0,0.0,0.0,-5.833332499999244,0.0,0.0,0.000125000028106,0.0,0.3037109999999999,-5.5422364,-0.6760253999999999,-0.6170288500000001,0.0,0.0,0.0,0.0,0.0,,
-53.648016,209.482,389.94636735,22800.0,0.0,0.0,-5.833332500002086,0.0,0.0,-1.4210854999805074e-10,0.0,0.3039551,-5.54223635,-0.6804198999999999,-0.5947266,0.0,0.0,0.0,0.0,0.0,,
-53.648016,209.482,389.82970065,22800.0,0.0,0.0,-5.833334999999806,0.0,0.0,-0.0001249998859975,0.0,0.30419915,-5.54541015,-0.6831054999999999,-0.5860107,0.0,0.0,0.0,0.0,0.0,,
-53.648016,209.482,389.713034,22800.0,0.0,0.0,-5.833332499997823,0.0,0.0,0.0001250000991603,0.0,0.30346685,-5.545166,-0.6770020499999998,-0.59831535,0.0,0.0,0.0,0.0,0.0,,
-53.648016,209.482,389.59636735,22800.0,0.0,0.0,-5.833332499999244,0.0,0.0,-7.105430000343797e-11,0.0,0.3032228,-5.542724550000001,-0.6926269999999999,-0.60318605,0.0,0.0,0.0,0.0,0.0,,
-53.648016,209.482,389.47970065,22800.0,0.0,0.0,-5.833334999999806,0.0,0.0,-0.0001250000281061,0.0,0.30346695,-5.5437011,-0.7014160499999998,-0.6011352999999999,0.0,0.0,0.0,0.0,0.0,,
-53.648016,209.482,389.363034,22800.0,0.0,0.0,-5.833332500002086,0.0,0.0,0.0001249998859975,0.0,0.3046875999999999,-5.545166,-0.6855469499999999,-0.6147217,0.0,0.0,0.0,0.0,0.0,,
-53.648016,209.482,389.24636735,22800.0,0.0,0.0,-5.833332500000665,0.0,0.0,7.105430000343797e-11,0.0,0.3044433999999999,-5.5441895,-0.6811523999999998,-0.6224121,0.0,0.0,0.0,0.0,0.0,,
-53.648016,209.482,389.12970065,22800.0,0.0,0.0,-5.833334999998385,0.0,0.0,-0.0001249998859975,0.0,0.30419925,-5.5429688,-0.6816406499999998,-0.6065185499999999,0.0,0.0,0.0,0.0,0.0,,
-53.648016,209.482,389.013034,22800.0,0.0,0.0,-5.833332500000665,0.0,0.0,0.0001249998859975,0.0,0.3041992,-5.54541015,-0.6838378499999999,-0.5880615,0.0,0.0,0.0,0.0,0.0,,
-53.648016,209.482,388.89636735,22800.0,0.0,0.0,-5.833332500000665,0.0,0.0,0.0,0.0,0.30541985,-5.5471191,-0.7011717999999998,-0.5926757,0.0,0.0,0.0,0.0,0.0,,
-53.648016,209.482,388.77970065,22800.0,0.0,0.0,-5.833334999999806,0.0,0.0,-0.0001249999570518,0.0,0.3044434,-5.5444335,-0.7165526499999998,-0.6021606500000001,0.0,0.0,0.0,0.0,0.0,,
-53.648016,209.482,388.663034,22800.0,0.0,0.0,-5.833332500000665,0.0,0.0,0.0001249999570518,0.0,0.3029786499999999,-5.54296865,-0.7075195499999998,-0.59959725,0.0,0.0,0.0,0.0,0.0,,
-53.648016,209.482,388.54636735,22800.0,0.0,0.0,-5.833332499999244,0.0,0.0,7.105424999461277e-11,0.0,0.3024902999999999,-5.545166,-0.6955566499999999,-0.60677495,0.0,0.0,0.0,0.0,0.0,,
-53.648016,209.482,388.42970065,22800.0,0.0,0.0,-5.833334999998385,0.0,0.0,-0.0001249999570518,0.0,0.3027343999999999,-5.546386699999999,-0.7026366,-0.6216431,0.0,0.0,0.0,0.0,0.0,,
-53.648016,209.482,388.313034,22800.0,0.0,0.0,-5.833332500000665,0.0,0.0,0.0001249998859975,0.0,0.3034667999999999,-5.5444336,-0.7124022999999999,-0.61600345,0.0,0.0,0.0,0.0,0.0,,
