pos_x,pos_y,pos_z,v_sp,v_x,v_y,v_z,a_x,a_y,a_z,a_sp,curr_x,curr_y,curr_z,curr_sp,f_x_sim,f_y_sim,f_z_sim,f_sp_sim,materialremoved_sim
63.20011480000001,276.34840799999995,441.7980525,19200.0,-599.9984099999992,-600.0000000000028,-190.0005000000021,0.0012500000650561,-2.842170943040401e-10,0.0004999998282073,0.0,1.7617188,-3.9462889,-1.0078124000000002,-0.6659912,0.0,0.0,0.0,0.0,0.0
51.200146200000006,264.348408,437.9980425,19200.0,-599.9984300000001,-599.9999999999972,-190.0004999999993,-0.0010000000429499,2.842170943040401e-10,1.4210854715202004e-10,0.0,1.5039062,-4.0341796,-0.9746093,-0.6659913,0.0,0.0,0.0,0.0,0.0
39.200435,252.3486653,434.19811390000007,19200.0,-599.9855600000003,-599.9871350000006,-189.9964299999965,0.6434999999896718,0.643249999825457,0.2035000001399112,0.0,1.6079103,-3.9614258,-0.9648437,-0.6613768,0.0,0.0,0.0,0.0,0.0
27.2561471,240.4043457,430.4157359,19200.0,-597.214395,-597.2159800000014,-189.1189000000054,138.55825000001687,138.5577499999613,43.87649999955556,0.0,-0.7099609,-6.2070313,-0.3374023,-0.6649659,0.0,0.0,0.0,0.0,0.0
15.657087900000002,228.8052563,426.7426811,19200.0,-579.9529599999998,-579.954469999997,-183.65273999999656,863.071750000006,863.0755000002239,273.30800000044064,0.0,-5.9233399,-9.9404298,1.012207,-0.6670167,0.0,0.0,0.0,0.0,0.0
4.800398100000001,217.9485375,423.3047109,19200.0,-542.8344900000001,-542.835940000002,-171.89850999999976,1855.9234999999887,1855.926499999748,587.7114999998412,0.0,-9.9165039,-14.047851499999998,2.3613282,-0.6624023,0.0,0.0,0.0,0.0,0.0
-4.9489527,208.1991612,420.2174001,19200.0,-487.46754,-487.4688149999997,-154.36554000000058,2768.3475000000044,2768.356250000113,876.6484999999591,0.0,-14.4174803,-16.7426757,3.1933593,-0.6644532,0.0,0.0,0.0,0.0,0.0
-13.4448783,199.7032132,417.5270095,19200.0,-424.79628,-424.7973999999999,-134.51953000000287,3133.563000000001,3133.57074999999,992.3004999998852,0.0,-13.3847656,-17.4082031,3.3408203,-0.6583008,0.0,0.0,0.0,0.0,0.0
-20.6808074,192.4672653,415.23561980000005,19200.0,-361.796455,-361.79739499999926,-114.56948499999557,3149.991249999999,3150.0002500000337,997.502250000366,0.0,-15.4873047,-17.9999999,3.5966797,-0.6654785,0.0,0.0,0.0,0.0,0.0
-26.6567396,186.491317,413.3432313,19200.0,-298.7966100000001,-298.79741500000137,-94.61942500000193,3149.992249999994,3149.9989999998943,997.502999999682,0.0,-14.951660199999996,-18.296875,3.5883789,-0.6670166,0.0,0.0,0.0,0.0,0.0
-31.372675500000003,181.775369,411.8498437,19200.0,-235.7967950000001,-235.79739999999845,-74.66938000000027,3149.990750000001,3150.0007500001457,997.502250000082,0.0,-15.511230500000002,-18.4106444,3.709961,-0.6654785000000001,0.0,0.0,0.0,0.0,0.0
-34.8286144,178.319421,410.75545729999993,19200.0,-172.7969449999998,-172.79740000000032,-54.71932000000379,3149.992500000015,3149.9999999999063,997.5029999998242,0.0,-15.6010741,-18.5722656,3.8061524,-0.6618896999999999,0.0,0.0,0.0,0.0,0.0
-37.0336593,176.1143703,410.0571894,19200.0,-110.25224499999986,-110.25253500000076,-34.913394999998104,3127.234999999997,3127.243249999978,990.2962500002844,0.0,-15.188964899999998,-18.1469726,3.6225587,-0.6675291999999999,0.0,0.0,0.0,0.0,0.0
-38.1510709,174.9969557,409.7033404,19200.0,-55.8705800000002,-55.87072999999947,-17.692449999998416,2719.083249999983,2719.0902500000648,861.0472499999844,0.0,-10.8671874,-14.641601599999998,2.5151367,-0.6567628,0.0,0.0,0.0,0.0,0.0
-38.5529361,174.59508939999998,409.5760825,19200.0,-20.0932599999998,-20.093315000001155,-6.36289500000089,1788.86600000002,1788.8707499999157,566.4777499998763,0.0,-6.7099609,-10.9296875,1.3310547,-0.6618897,0.0,0.0,0.0,0.0,0.0
-38.634447,174.5161602,409.5505158,19200.0,-4.075545000000247,-3.946459999998808,-1.278335000000652,800.8857499999777,807.3427500001173,254.2280000000119,0.0,-1.965332,-7.289550800000001,0.0981444,-0.6536864,0.0,0.0,0.0,0.0,0.0
-38.6626687,174.53475500000002,409.5460283000001,19200.0,-1.411084999999801,0.9297400000008338,-0.2243749999962574,133.2230000000223,243.8099999999821,52.698000000219736,0.0,-1.0908205,-6.8637694,-0.1210938,-0.6567627,0.0,0.0,0.0,0.0,0.0
-38.733919,174.7003155,409.545971,19200.0,-3.5625150000001327,8.278024999998479,-0.0028650000018615,-107.57150000001658,367.4142499998823,11.075499999719796,0.0,1.8085937,-9.3173827,-0.4799806,-0.6480468,0.0,0.0,0.0,0.0,0.0
-39.0024386,175.3265394,409.545971,19200.0,-13.425979999999882,31.31119500000068,0.0,-493.1732499999874,1151.65850000011,0.1432500000930758,0.0,3.7036132,-13.4370117,-0.5214844999999999,-0.6541992000000001,0.0,0.0,0.0,0.0,0.0
-39.639255000000006,176.81167979999998,409.545971,19200.0,-31.84082000000039,74.25701999999887,0.0,-920.7420000000254,2147.2912499999097,0.0,0.0,6.449706900000001,-17.665527400000002,-0.5942384,-0.6495849,0.0,0.0,0.0,0.0,0.0
-40.7787746,179.4691919,409.545971,19200.0,-56.97597999999964,132.87560500000097,0.0,-1256.7579999999623,2930.9292500001047,0.0,0.0,7.0009766,-19.0742188,-0.6088868,-0.6526611,0.0,0.0,0.0,0.0,0.0
