pos_x,pos_y,pos_z,v_sp,v_x,v_y,v_z,a_x,a_y,a_z,a_sp,curr_x,curr_y,curr_z,curr_sp,f_x_sim,f_y_sim,f_z_sim,f_sp_sim,materialremoved_sim
-56.15,209.48199,395.096246,19200.0,0.0,0.0,-9.600000000003206,0.0,0.0,-2.842170943040401e-10,0.0,0.3349608,-5.5180663,-0.6635742,-0.6690673,0.0,0.0,0.0,0.0,0.0
-56.15,209.48199,394.904246,19200.0,0.0,0.0,-9.599999999997522,0.0,0.0,2.842170943040401e-10,0.0,0.3354491,-5.5190429000000005,-0.6762695,-0.6608643,0.0,0.0,0.0,0.0,0.0
-56.15,209.48199,394.712246,19200.0,0.0,0.0,-9.600000000000364,0.0,0.0,-1.4210854715202004e-10,0.0,0.336914,-5.5180663,-0.6933592,-0.6695802000000001,0.0,0.0,0.0,0.0,0.0
-56.15,209.48199,394.520246,19200.0,0.0,0.0,-9.600000000000364,0.0,0.0,0.0,0.0,0.336914,-5.5151365,-0.7119139999999999,-0.6629149,0.0,0.0,0.0,0.0,0.0
-56.15,209.48199,394.328246,19200.0,0.0,0.0,-9.600000000000364,0.0,0.0,0.0,0.0,0.3364257,-5.5170897000000005,-0.6733396,-0.6670166,0.0,0.0,0.0,0.0,0.0
-56.15,209.48199,394.136246,19200.0,0.0,0.0,-9.599999999997522,0.0,0.0,1.4210854715202004e-10,0.0,0.3378906,-5.5200195,-0.6791992,-0.6629149,0.0,0.0,0.0,0.0,0.0
-56.15,209.48199,393.944246,19200.0,0.0,0.0,-9.600000000000364,0.0,0.0,-1.4210854715202004e-10,0.0,0.3325193,-5.5190429,-0.6782227000000001,-0.6721435,0.0,0.0,0.0,0.0,0.0
-56.15,209.48199,393.752246,19200.0,0.0,0.0,-9.600000000000364,0.0,0.0,0.0,0.0,0.3315427,-5.5214844,-0.6884763,-0.6629151,0.0,0.0,0.0,0.0,0.0
-56.15,209.48199,393.560246,19200.0,0.0,0.0,-9.600000000000364,0.0,0.0,0.0,0.0,0.3330076,-5.5209961,-0.6948242,-0.6670164999999999,0.0,0.0,0.0,0.0,0.0
-56.15,209.48199,393.368246,19200.0,0.0,0.0,-9.600000000000364,0.0,0.0,0.0,0.0,0.3339842,-5.517578,-0.677246,-0.6675293999999999,0.0,0.0,0.0,0.0,0.0
