pos_x,pos_y,pos_z,v_sp,v_x,v_y,v_z,a_x,a_y,a_z,a_sp,curr_x,curr_y,curr_z,curr_sp,f_x_sim,f_y_sim,f_z_sim,f_sp_sim,materialremoved_sim,y_ground_truth,Neural_Net,Recurrent_Neural_Net,GRU,y_ground_truth.1,Neural_Net.1,Recurrent_Neural_Net.1,Sequential_Neural_Net,LSTM,GRU.1,y_ground_truth.2
-53.648016,209.482,398.57970067,22800.0,0.0,0.0,-5.833332999999925,0.0,0.0,2.4999991410368293e-05,0.0,0.31142578,-5.53784179,-0.6639159999999998,-0.6053393699999999,0.0,0.0,0.0,0.0,0.0,0.31142578,0.24466021358966827,0.26837581396102905,0.22898507118225098,0.31142578,0.2650903,0.2650903,0.26494458317756653,0.2747868597507477,0.2650903,0.31142578
-53.648016,209.482,398.463034,22800.0,0.0,0.0,-5.833333500000322,0.0,0.0,-2.5000019832071702e-05,0.0,0.31113281,-5.537890620000001,-0.6613769299999999,-0.60739015,0.0,0.0,0.0,0.0,0.0,0.31113281,0.24466021358966827,0.27132630348205566,0.22810807824134827,0.31113281,0.26509035,0.26509035,0.2679802179336548,0.2757267355918884,0.26509035,0.31113281
-53.648016,209.482,398.34636733,22800.0,0.0,0.0,-5.833333499999753,0.0,0.0,2.8421707722785583e-11,0.0,0.31123046,-5.53759765,-0.6563964599999998,-0.60498048,0.0,0.0,0.0,0.0,0.0,0.31123046,0.24466021358966827,0.2737220227718353,0.22773361206054688,0.31123046,0.26509035,0.26509035,0.27035149931907654,0.27663689851760864,0.26509035,0.31123046
-53.648016,209.482,398.22970067,22800.0,0.0,0.0,-5.833333000000209,0.0,0.0,2.499997719950829e-05,0.0,0.31054687,-5.53808594,-0.6499511499999999,-0.6001098600000001,0.0,0.0,0.0,0.0,0.0,0.31054687,0.24466021358966827,0.2756214737892151,0.227698415517807,0.31054687,0.2650903,0.2650903,0.2721395790576935,0.27751579880714417,0.2650903,0.31054687
-53.648016,209.482,398.113034,22800.0,0.0,0.0,-5.8333335000000375,0.0,0.0,-2.4999991410361703e-05,0.0,0.3107422,-5.53862305,-0.6476073899999999,-0.5995458800000001,0.0,0.0,0.0,0.0,0.0,0.3107422,0.24466021358966827,0.27707117795944214,0.22786009311676025,0.3107422,0.26509035,0.26509035,0.273436963558197,0.27834877371788025,0.26509035,0.3107422
-53.648016,209.482,397.99636733,22800.0,0.0,0.0,-5.833333499999753,0.0,0.0,1.4210858293069171e-11,0.0,0.3105468899999999,-5.5383789100000005,-0.6454101399999999,-0.6012377799999999,0.0,0.0,0.0,0.0,0.0,0.31054688999999996,0.24466021358966827,0.27813953161239624,0.22813470661640167,0.3105468899999999,0.26509035,0.26509035,0.2743298411369324,0.279120534658432,0.26509035,0.3105468899999999
-53.648016,209.482,397.87970067,22800.0,0.0,0.0,-5.833332999999925,0.0,0.0,2.4999991410368865e-05,0.0,0.3104980799999999,-5.53759766,-0.6435546699999999,-0.60164795,0.0,0.0,0.0,0.0,0.0,0.31049807999999995,0.24466021358966827,0.27889204025268555,0.22846195101737976,0.3104980799999999,0.2650903,0.2650903,0.2749008536338806,0.2798261046409607,0.2650903,0.3104980799999999
-53.648016,209.482,397.763034,22800.0,0.0,0.0,-5.833333500000322,0.0,0.0,-2.500001983206113e-05,0.0,0.31015629,-5.537695309999999,-0.6453124699999998,-0.60231446,0.0,0.0,0.0,0.0,0.0,0.31015629,0.24466021358966827,0.27940112352371216,0.22880546748638153,0.31015629,0.26509035,0.26509035,0.2752257287502289,0.2804660201072693,0.26509035,0.31015629
-53.648016,209.482,397.64636733,22800.0,0.0,0.0,-5.833333499999753,0.0,0.0,2.8421718293756768e-11,0.0,0.31020512,-5.537890620000001,-0.6456542699999999,-0.60508301,0.0,0.0,0.0,0.0,0.0,0.31020512,0.24466021358966827,0.2797306776046753,0.22914119064807892,0.31020512,0.26509035,0.26509035,0.27536091208457947,0.281038761138916,0.26509035,0.31020512
-53.648016,209.482,397.52970067,22800.0,0.0,0.0,-5.833333000000209,0.0,0.0,2.4999977199518863e-05,0.0,0.30996097,-5.537744160000001,-0.6443847399999998,-0.60528808,0.0,0.0,0.0,0.0,0.0,0.30996097,0.24466021358966827,0.2799319624900818,0.22945603728294373,0.30996097,0.2650903,0.2650903,0.27535390853881836,0.2815465033054352,0.2650903,0.30996097
-53.648016,209.482,397.413034,22800.0,0.0,0.0,-5.833333500000322,0.0,0.0,-2.5000005621211136e-05,0.0,0.3097168299999999,-5.53754885,-0.6434081699999998,-0.60093017,0.0,0.0,0.0,0.0,0.0,0.30971682999999994,0.24466021358966827,0.28004616498947144,0.2297435998916626,0.3097168299999999,0.26509035,0.26509035,0.2752474844455719,0.2819958031177521,0.26509035,0.3097168299999999
-53.648016,209.482,397.29636733,22800.0,0.0,0.0,-5.833333499999753,0.0,0.0,2.8421718293756768e-11,0.0,0.3098144799999999,-5.53789065,-0.6456542799999998,-0.59800779,0.0,0.0,0.0,0.0,0.0,0.30981447999999995,0.24466021358966827,0.28010299801826477,0.23000097274780273,0.3098144799999999,0.26509035,0.26509035,0.2750687301158905,0.2823890149593353,0.26509035,0.3098144799999999
-53.648016,209.482,397.17970067,22800.0,0.0,0.0,-5.833332999999925,0.0,0.0,2.4999991410368865e-05,0.0,0.3098144899999999,-5.53813479,-0.6471191299999999,-0.5994946,0.0,0.0,0.0,0.0,0.0,0.30981448999999994,0.24466021358966827,0.28012174367904663,0.23022779822349548,0.3098144899999999,0.2650903,0.2650903,0.2748403549194336,0.28273165225982666,0.2650903,0.3098144899999999
-53.648016,209.482,397.063034,22800.0,0.0,0.0,-5.833333499999753,0.0,0.0,-2.4999991410361137e-05,0.0,0.3098145,-5.5374512,-0.6534179599999999,-0.6014428599999999,0.0,0.0,0.0,0.0,0.0,0.3098145,0.24466021358966827,0.28011757135391235,0.2304261028766632,0.3098145,0.26509035,0.26509035,0.27458491921424866,0.2830314040184021,0.26509035,0.3098145
-53.648016,209.482,396.94636733,22800.0,0.0,0.0,-5.833333499999753,0.0,0.0,-1.1384122811097797e-18,0.0,0.30927741,-5.537548849999999,-0.6554199099999999,-0.60154542,0.0,0.0,0.0,0.0,0.0,0.30927741,0.24466021358966827,0.2801005244255066,0.2305975705385208,0.30927741,0.26509035,0.26509035,0.2743131220340729,0.2832910418510437,0.26509035,0.30927741
-53.648016,209.482,396.82970067,22800.0,0.0,0.0,-5.833333000000209,0.0,0.0,2.499997719950886e-05,0.0,0.3092285899999999,-5.5379883,-0.6558593599999998,-0.60385255,0.0,0.0,0.0,0.0,0.0,0.30922858999999997,0.24466021358966827,0.2800753712654114,0.23074495792388916,0.3092285899999999,0.2650903,0.2650903,0.27403464913368225,0.2835152745246887,0.2650903,0.3092285899999999
-53.648016,209.482,396.713034,22800.0,0.0,0.0,-5.8333335000000375,0.0,0.0,-2.4999991410361137e-05,0.0,0.30917975,-5.538281270000001,-0.6564941199999998,-0.6060571299999999,0.0,0.0,0.0,0.0,0.0,0.30917975,0.24466021358966827,0.2800472378730774,0.23087120056152344,0.30917975,0.26509035,0.26509035,0.2737615704536438,0.2837112843990326,0.26509035,0.30917975
-53.648016,209.482,396.59636733,22800.0,0.0,0.0,-5.833333499999753,0.0,0.0,1.4210854145995863e-11,0.0,0.30952153,-5.53808597,-0.6580565999999999,-0.60380127,0.0,0.0,0.0,0.0,0.0,0.30952153,0.24466021358966827,0.2800189256668091,0.23097863793373108,0.30952153,0.26509035,0.26509035,0.2734963595867157,0.283880352973938,0.26509035,0.30952153
-53.648016,209.482,396.47970067,22800.0,0.0,0.0,-5.833333000000209,0.0,0.0,2.4999977199504718e-05,0.0,0.30957033,-5.53842778,-0.6585448799999998,-0.59887939,0.0,0.0,0.0,0.0,0.0,0.30957033,0.24466021358966827,0.2799907624721527,0.23106959462165833,0.30957033,0.2650903,0.2650903,0.2732418477535248,0.28402620553970337,0.2650903,0.30957033
-53.648016,209.482,396.363034,22800.0,0.0,0.0,-5.8333335000000375,0.0,0.0,-2.4999991410365284e-05,0.0,0.3101562499999999,-5.53876956,-0.6598632299999998,-0.59877684,0.0,0.0,0.0,0.0,0.0,0.31015624999999997,0.24466021358966827,0.2799646854400635,0.23114672303199768,0.3101562499999999,0.26509035,0.26509035,0.27300482988357544,0.28415435552597046,0.26509035,0.3101562499999999
-53.648016,209.482,396.24636733,22800.0,0.0,0.0,-5.833333499999753,0.0,0.0,1.4210854715202004e-11,0.0,0.30986329,-5.5386719,-0.6639647999999998,-0.6011865,0.0,0.0,0.0,0.0,0.0,0.30986329,0.24466021358966827,0.2799413800239563,0.23121175169944763,0.30986329,0.26509035,0.26509035,0.27278369665145874,0.28426486253738403,0.26509035,0.30986329
-53.648016,209.482,396.12970067,22800.0,0.0,0.0,-5.833333000000209,0.0,0.0,2.4999977199505283e-05,0.0,0.3098632899999999,-5.53857424,-0.6635253399999999,-0.60221191,0.0,0.0,0.0,0.0,0.0,0.30986328999999996,0.24466021358966827,0.27991968393325806,0.23126618564128876,0.3098632899999999,0.2650903,0.2650903,0.2725779414176941,0.28436043858528137,0.2650903,0.3098632899999999
-53.648016,209.482,396.013034,22800.0,0.0,0.0,-5.8333335000000375,0.0,0.0,-2.4999991410364715e-05,0.0,0.3094726799999999,-5.53896488,-0.6643065599999998,-0.6030835,0.0,0.0,0.0,0.0,0.0,0.30947267999999994,0.24466021358966827,0.2799006402492523,0.23131218552589417,0.3094726799999999,0.26509035,0.26509035,0.2723919451236725,0.2844454050064087,0.26509035,0.3094726799999999
-53.648016,209.482,395.89636733,22800.0,0.0,0.0,-5.8333335000000375,0.0,0.0,5.692061405548898e-19,0.0,0.30971683,-5.53945316,-0.6651366399999998,-0.60595459,0.0,0.0,0.0,0.0,0.0,0.30971683,0.24466021358966827,0.2798844575881958,0.23135057091712952,0.30971683,0.26509035,0.26509035,0.2722221612930298,0.2845189571380615,0.26509035,0.30971683
-53.648016,209.482,395.77970067,22800.0,0.0,0.0,-5.833333000000209,0.0,0.0,2.4999991410360568e-05,0.0,0.3097167999999999,-5.53935552,-0.6675292199999998,-0.6062622,0.0,0.0,0.0,0.0,0.0,0.30971679999999996,0.24466021358966827,0.27986961603164673,0.23138248920440674,0.3097167999999999,0.2650903,0.2650903,0.27206674218177795,0.2845827043056488,0.2650903,0.3097167999999999
-53.648016,209.482,395.663034,22800.0,0.0,0.0,-5.833333499999753,0.0,0.0,-2.499997719950943e-05,0.0,0.3097167899999999,-5.5395508300000005,-0.6691893599999998,-0.60180174,0.0,0.0,0.0,0.0,0.0,0.30971678999999996,0.24466021358966827,0.27985697984695435,0.2314094603061676,0.3097167899999999,0.26509035,0.26509035,0.271928995847702,0.28464049100875854,0.26509035,0.3097167899999999
-53.648016,209.482,395.54636733,22800.0,0.0,0.0,-5.8333335000000375,0.0,0.0,-1.4210859431481454e-11,0.0,0.30952148,-5.540087939999999,-0.6704100699999999,-0.5986743,0.0,0.0,0.0,0.0,0.0,0.30952148,0.24466021358966827,0.2798466086387634,0.2314317226409912,0.30952148,0.26509035,0.26509035,0.27180495858192444,0.2846906781196594,0.26509035,0.30952148
-53.648016,209.482,395.42970067,22800.0,0.0,0.0,-5.833332999999925,0.0,0.0,2.5000005621215283e-05,0.0,0.3094726599999999,-5.540234409999999,-0.6693846799999998,-0.6001611099999999,0.0,0.0,0.0,0.0,0.0,0.30947265999999996,0.24466021358966827,0.2798369824886322,0.23145011067390442,0.3094726599999999,0.2650903,0.2650903,0.27169227600097656,0.28473442792892456,0.2650903,0.3094726599999999
-53.648016,209.482,395.313034,22800.0,0.0,0.0,-5.833333499999753,0.0,0.0,-2.4999991410364715e-05,0.0,0.3093750199999999,-5.53979493,-0.6685545899999997,-0.6021093599999999,0.0,0.0,0.0,0.0,0.0,0.30937501999999995,0.24466021358966827,0.2798290252685547,0.23146557807922363,0.3093750199999999,0.26509035,0.26509035,0.2715941369533539,0.28477492928504944,0.26509035,0.3093750199999999
-53.648016,209.482,395.19636733,22800.0,0.0,0.0,-5.833333499999753,0.0,0.0,-4.716279450311944e-18,0.0,0.30893559,-5.53964845,-0.6695799799999997,-0.60195557,0.0,0.0,0.0,0.0,0.0,0.30893559,0.24466021358966827,0.2798226475715637,0.23147828876972198,0.30893559,0.26509035,0.26509035,0.27150627970695496,0.28481030464172363,0.26509035,0.30893559
-53.648016,209.482,395.07970067,22800.0,0.0,0.0,-5.833333000000209,0.0,0.0,2.4999977199505283e-05,0.0,0.3090820799999999,-5.54018557,-0.6694334999999998,-0.60380128,0.0,0.0,0.0,0.0,0.0,0.3090820799999999,0.24466021358966827,0.27981656789779663,0.2314886599779129,0.3090820799999999,0.2650903,0.2650903,0.2714267373085022,0.28484129905700684,0.2650903,0.3090820799999999
-53.648016,209.482,394.963034,22800.0,0.0,0.0,-5.833333499999753,0.0,0.0,-2.4999977199504718e-05,0.0,0.3087403,-5.54033207,-0.6685057699999998,-0.60574952,0.0,0.0,0.0,0.0,0.0,0.3087403,0.24466021358966827,0.2798116207122803,0.2314974069595337,0.3087403,0.26509035,0.26509035,0.27135857939720154,0.28487080335617065,0.26509035,0.3087403
-53.648016,209.482,394.84636733,22800.0,0.0,0.0,-5.833333500000322,0.0,0.0,-2.8421704144918417e-11,0.0,0.30888677,-5.54013675,-0.6690917299999998,-0.60369874,0.0,0.0,0.0,0.0,0.0,0.30888677,0.24466021358966827,0.279807984828949,0.23150451481342316,0.30888677,0.26509035,0.26509035,0.27129775285720825,0.28489670157432556,0.26509035,0.30888677
-53.648016,209.482,394.72970067,22800.0,0.0,0.0,-5.833333000000209,0.0,0.0,2.500000562122057e-05,0.0,0.30864261,-5.54042971,-0.6638182899999998,-0.59908447,0.0,0.0,0.0,0.0,0.0,0.30864261,0.24466021358966827,0.27980417013168335,0.2315102368593216,0.30864261,0.2650903,0.2650903,0.27124232053756714,0.2849194407463074,0.2650903,0.30864261
-53.648016,209.482,394.613034,22800.0,0.0,0.0,-5.8333335000000375,0.0,0.0,-2.499999141035943e-05,0.0,0.30893558,-5.54077149,-0.6584472099999998,-0.59893065,0.0,0.0,0.0,0.0,0.0,0.30893558,0.24466021358966827,0.2798011898994446,0.2315150797367096,0.30893558,0.26509035,0.26509035,0.27119582891464233,0.28494182229042053,0.26509035,0.30893558
-53.648016,209.482,394.49636733,22800.0,0.0,0.0,-5.8333335000000375,0.0,0.0,5.692061405548898e-19,0.0,0.30864261,-5.54042968,-0.6571776999999999,-0.60113525,0.0,0.0,0.0,0.0,0.0,0.30864261,0.24466021358966827,0.27979907393455505,0.2315189391374588,0.30864261,0.26509035,0.26509035,0.2711543142795563,0.2849613428115845,0.26509035,0.30864261
-53.648016,209.482,394.37970067,22800.0,0.0,0.0,-5.833332999999925,0.0,0.0,2.500000562122057e-05,0.0,0.3085449699999999,-5.53999023,-0.6578124699999999,-0.60210938,0.0,0.0,0.0,0.0,0.0,0.3085449699999999,0.24466021358966827,0.27979665994644165,0.23152191936969757,0.3085449699999999,0.2650903,0.2650903,0.27111607789993286,0.2849786579608917,0.2650903,0.3085449699999999
-53.648016,209.482,394.263034,22800.0,0.0,0.0,-5.8333335000000375,0.0,0.0,-2.500000562121943e-05,0.0,0.3079590399999999,-5.540234379999999,-0.6563476299999997,-0.60303224,0.0,0.0,0.0,0.0,0.0,0.30795903999999996,0.24466021358966827,0.2797947824001312,0.23152461647987366,0.3079590399999999,0.26509035,0.26509035,0.2710847854614258,0.2849962115287781,0.26509035,0.3079590399999999
-53.648016,209.482,394.14636733,22800.0,0.0,0.0,-5.833333500000322,0.0,0.0,-1.4210854145995863e-11,0.0,0.3078125599999999,-5.540625029999999,-0.6545409899999998,-0.60615968,0.0,0.0,0.0,0.0,0.0,0.30781255999999996,0.24466021358966827,0.27979376912117004,0.23152664303779602,0.3078125599999999,0.26509035,0.26509035,0.27105674147605896,0.2850115895271301,0.26509035,0.3078125599999999
-53.648016,209.482,394.02970067,22800.0,0.0,0.0,-5.833333000000209,0.0,0.0,2.500000562121585e-05,0.0,0.3075195799999999,-5.540576199999999,-0.6514648399999998,-0.60631348,0.0,0.0,0.0,0.0,0.0,0.30751957999999996,0.24466021358966827,0.2797921299934387,0.2315281182527542,0.3075195799999999,0.2650903,0.2650903,0.271030455827713,0.2850251793861389,0.2650903,0.3075195799999999
-53.648016,209.482,393.913034,22800.0,0.0,0.0,-5.833333499999753,0.0,0.0,-2.4999977199514147e-05,0.0,0.3073730799999999,-5.54028322,-0.6467773499999998,-0.60231445,0.0,0.0,0.0,0.0,0.0,0.30737307999999997,0.24466021358966827,0.27979105710983276,0.23152954876422882,0.3073730799999999,0.26509035,0.26509035,0.2710096538066864,0.2850394546985626,0.26509035,0.3073730799999999
-53.648016,209.482,393.79636733,22800.0,0.0,0.0,-5.833333500000322,0.0,0.0,-2.8421718862962908e-11,0.0,0.3072754099999999,-5.54052734,-0.6437499999999998,-0.5996484200000001,0.0,0.0,0.0,0.0,0.0,0.30727540999999997,0.24466021358966827,0.27979058027267456,0.23153047263622284,0.3072754099999999,0.26509035,0.26509035,0.27099084854125977,0.28505194187164307,0.26509035,0.3072754099999999
-53.648016,209.482,393.67970067,22800.0,0.0,0.0,-5.833332999999641,0.0,0.0,2.5000034042920566e-05,0.0,0.3071777599999999,-5.54057616,-0.6418945199999999,-0.60103269,0.0,0.0,0.0,0.0,0.0,0.30717775999999997,0.24466021358966827,0.279789537191391,0.23153118789196014,0.3071777599999999,0.2650903,0.2650903,0.27097269892692566,0.28506287932395935,0.2650903,0.3071777599999999
-53.648016,209.482,393.563034,22800.0,0.0,0.0,-5.833333499999753,0.0,0.0,-2.500000562121943e-05,0.0,0.3066894799999999,-5.54003905,-0.6419921799999998,-0.6030834899999999,0.0,0.0,0.0,0.0,0.0,0.30668947999999996,0.24466021358966827,0.2797888219356537,0.23153190314769745,0.3066894799999999,0.26509035,0.26509035,0.2709590792655945,0.28507477045059204,0.26509035,0.3066894799999999
-53.648016,209.482,393.44636733,22800.0,0.0,0.0,-5.8333335000000375,0.0,0.0,-1.4210854145995863e-11,0.0,0.3062500499999999,-5.5401367100000005,-0.6432616899999999,-0.60333985,0.0,0.0,0.0,0.0,0.0,0.30625004999999994,0.24466021358966827,0.2797887921333313,0.23153236508369446,0.3062500499999999,0.26509035,0.26509035,0.2709466516971588,0.28508517146110535,0.26509035,0.3062500499999999
-53.648016,209.482,393.32970067,22800.0,0.0,0.0,-5.833332999999925,0.0,0.0,2.500000562121585e-05,0.0,0.30620123,-5.54047853,-0.6419921399999998,-0.60569825,0.0,0.0,0.0,0.0,0.0,0.30620123,0.24466021358966827,0.27978798747062683,0.23153261840343475,0.30620123,0.2650903,0.2650903,0.27093401551246643,0.28509417176246643,0.2650903,0.30620123
-53.648016,209.482,393.213034,22800.0,0.0,0.0,-5.833333500000322,0.0,0.0,-2.5000019832074145e-05,0.0,0.3061035599999999,-5.54072267,-0.6379882299999998,-0.60785157,0.0,0.0,0.0,0.0,0.0,0.30610355999999994,0.24466021358966827,0.279787540435791,0.2315329611301422,0.3061035599999999,0.26509035,0.26509035,0.27092522382736206,0.2851043939590454,0.26509035,0.3061035599999999
-53.648016,209.482,393.09636733,22800.0,0.0,0.0,-5.8333335000000375,0.0,0.0,1.4210855284408144e-11,0.0,0.3063965299999999,-5.54042969,-0.6366698799999998,-0.60549317,0.0,0.0,0.0,0.0,0.0,0.30639652999999994,0.24466021358966827,0.27978771924972534,0.23153309524059296,0.3063965299999999,0.26509035,0.26509035,0.27091696858406067,0.28511321544647217,0.26509035,0.3063965299999999
-53.648016,209.482,392.97970067,22800.0,0.0,0.0,-5.833332999999925,0.0,0.0,2.500000562122e-05,0.0,0.3061035499999999,-5.540869120000001,-0.6380370799999998,-0.60062256,0.0,0.0,0.0,0.0,0.0,0.30610354999999995,0.24466021358966827,0.2797871232032776,0.23153305053710938,0.3061035499999999,0.2650903,0.2650903,0.27090805768966675,0.28512081503868103,0.2650903,0.3061035499999999
-53.648016,209.482,392.863034,22800.0,0.0,0.0,-5.8333335000000375,0.0,0.0,-2.500000562121e-05,0.0,0.3064453499999999,-5.541406220000001,-0.6409667499999998,-0.6004687400000001,0.0,0.0,0.0,0.0,0.0,0.30644534999999995,0.24466021358966827,0.27978676557540894,0.23153328895568848,0.3064453499999999,0.26509035,0.26509035,0.270902544260025,0.2851296067237854,0.26509035,0.3064453499999999
-53.648016,209.482,392.74636733,22800.0,0.0,0.0,-5.8333335000000375,0.0,0.0,1.0001765041178778e-17,0.0,0.3060547299999999,-5.541259720000001,-0.6443847099999999,-0.6022119100000001,0.0,0.0,0.0,0.0,0.0,0.30605472999999994,0.24466021358966827,0.2797870635986328,0.2315332442522049,0.3060547299999999,0.26509035,0.26509035,0.27089717984199524,0.28513723611831665,0.26509035,0.3060547299999999
-53.648016,209.482,392.62970067,22800.0,0.0,0.0,-5.833332999999641,0.0,0.0,2.500001983208472e-05,0.0,0.3062500499999999,-5.54082027,-0.6481933299999999,-0.60287843,0.0,0.0,0.0,0.0,0.0,0.30625004999999994,0.24466021358966827,0.27978652715682983,0.23153313994407654,0.3062500499999999,0.2650903,0.2650903,0.27089083194732666,0.2851436734199524,0.2650903,0.3062500499999999
-53.648016,209.482,392.513034,22800.0,0.0,0.0,-5.833333500000322,0.0,0.0,-2.500003404291528e-05,0.0,0.3060547399999999,-5.54101559,-0.6499511699999998,-0.6036987500000001,0.0,0.0,0.0,0.0,0.0,0.30605473999999994,0.24466021358966827,0.2797863483428955,0.2315332591533661,0.3060547399999999,0.26509035,0.26509035,0.27088743448257446,0.28515148162841797,0.26509035,0.3060547399999999
-53.648016,209.482,392.39636733,22800.0,0.0,0.0,-5.8333335000000375,0.0,0.0,1.4210864147760904e-11,0.0,0.3062500599999999,-5.54125974,-0.6520995899999998,-0.60667238,0.0,0.0,0.0,0.0,0.0,0.30625005999999994,0.24466021358966827,0.2797866463661194,0.23153316974639893,0.3062500599999999,0.26509035,0.26509035,0.2708840072154999,0.28515809774398804,0.26509035,0.3062500599999999
-53.648016,209.482,392.27970067,22800.0,0.0,0.0,-5.833332999999925,0.0,0.0,2.5000005621228863e-05,0.0,0.3060059199999999,-5.5410156200000005,-0.6547363199999998,-0.60698,0.0,0.0,0.0,0.0,0.0,0.30600591999999993,0.24466021358966827,0.27978622913360596,0.2315330058336258,0.3060059199999999,0.2650903,0.2650903,0.27087926864624023,0.28516364097595215,0.2650903,0.3060059199999999
-53.648016,209.482,392.163034,22800.0,0.0,0.0,-5.833333500000322,0.0,0.0,-2.500001983206113e-05,0.0,0.30605474,-5.54096678,-0.6563964799999998,-0.6028784300000001,0.0,0.0,0.0,0.0,0.0,0.30605474,0.24466021358966827,0.27978605031967163,0.23153309524059296,0.30605474,0.26509035,0.26509035,0.2708774209022522,0.2851705849170685,0.26509035,0.30605474
-53.648016,209.482,392.04636733,22800.0,0.0,0.0,-5.833333499999753,0.0,0.0,2.8421718293756768e-11,0.0,0.3059571,-5.54130856,-0.6587890599999998,-0.60000732,0.0,0.0,0.0,0.0,0.0,0.3059571,0.24466021358966827,0.27978649735450745,0.23153305053710938,0.3059571,0.26509035,0.26509035,0.2708752155303955,0.2851763665676117,0.26509035,0.3059571
