pos_x,pos_y,pos_z,v_sp,v_x,v_y,v_z,a_x,a_y,a_z,a_sp,curr_x,curr_y,curr_z,curr_sp,f_x_sim,f_y_sim,f_z_sim,f_sp_sim,materialremoved_sim,y_ground_truth,Neural_Net,Recurrent_Neural_Net,Neural_Net.1,Recurrent_Neural_Net.1,Sequential_Neural_Net,LSTM,GRU,y_ground_truth.1
-53.648025,209.482,390.855026,19200.0,0.0,0.0,-9.599999999999415,0.0,0.0,4.7369515717340015e-11,0.0,0.3196617000000004,-5.533203266666667,-0.6595052,-0.639331,0.0,0.0,0.0,0.0,0.0,0.3196617000000004,0.18123690783977509,-0.32749003171920776,0.18091097,0.18091097,-0.23067179322242737,-0.22504620254039764,-0.40620774030685425,0.3196617000000004
-53.648025,209.482,390.759026,19200.0,0.0,0.0,-9.599999999999651,0.0,0.0,3.552713678800501e-11,0.0,0.3199465500000003,-5.53259295,-0.66406245,-0.637792925,0.0,0.0,0.0,0.0,0.0,0.31994655000000033,0.18123690783977509,0.0944008082151413,0.18091097,0.18091097,0.04584649205207825,0.060111962258815765,0.08439312130212784,0.3199465500000003
-53.648025,209.482,390.663026,19200.0,0.0,0.0,-9.599999999999795,0.0,0.0,2.8421709430404007e-11,0.0,0.3200197800000003,-5.53242204,-0.6685546199999999,-0.63820308,0.0,0.0,0.0,0.0,0.0,0.3200197800000003,0.18123690783977509,0.20198290050029755,0.18091097,0.18091097,0.15375953912734985,0.1878627985715866,0.17137877643108368,0.3200197800000003
-53.648025,209.482,390.567026,19200.0,0.0,0.0,-9.599999999999415,0.0,0.0,4.7369515717340015e-11,0.0,0.3199872333333337,-5.532470866666666,-0.6704914999999999,-0.6382201666666667,0.0,0.0,0.0,0.0,0.0,0.3199872333333337,0.18123690783977509,0.1923183649778366,0.18091097,0.18091097,0.1932140439748764,0.21042120456695557,0.18264245986938477,0.3199872333333337
-53.648025,209.482,390.471026,19200.0,0.0,0.0,-9.599999999999552,0.0,0.0,2.030122102171715e-11,0.0,0.3198244714285718,-5.532715014285714,-0.6688057714285713,-0.6383056285714286,0.0,0.0,0.0,0.0,0.0,0.3198244714285718,0.18123690783977509,0.16583529114723206,0.18091097,0.18091097,0.19344604015350342,0.1927889585494995,0.1710892766714096,0.3198244714285718
-53.648025,209.482,390.375026,19200.0,0.0,0.0,-9.599999999999651,0.0,0.0,1.7763568394002505e-11,0.0,0.3197634375000003,-5.5330201625,-0.6679076749999999,-0.6385619625,0.0,0.0,0.0,0.0,0.0,0.31976343750000036,0.18123690783977509,0.15777678787708282,0.18091097,0.18091097,0.19365379214286804,0.1782900094985962,0.1634913682937622,0.3197634375000003
-53.648025,209.482,390.279026,19200.0,0.0,0.0,-9.599999999999731,0.0,0.0,1.578983857244667e-11,0.0,0.3197702222222225,-5.533149022222222,-0.6671006555555555,-0.6388752888888889,0.0,0.0,0.0,0.0,0.0,0.31977022222222257,0.18123690783977509,0.1558864712715149,0.18091097,0.18091097,0.19571025669574738,0.17102931439876556,0.1621399223804474,0.3197702222222225
-53.648025,209.482,390.183026,19200.0,0.0,0.0,-9.599999999999795,0.0,0.0,1.4210854715202004e-11,0.0,0.3197756400000003,-5.53320328,-0.66674801,-0.63912594,0.0,0.0,0.0,0.0,0.0,0.31977564000000036,0.18123690783977509,0.15740326046943665,0.18091097,0.18091097,0.19822867214679718,0.16598832607269287,0.16405224800109863,0.3197756400000003
-53.648025,209.482,389.991026,19200.0,0.0,0.0,-9.60000000000008,0.0,0.0,-1.4210854715202004e-11,0.0,0.3196779900000003,-5.533300939999999,-0.6685546499999999,-0.6393310299999999,0.0,0.0,0.0,0.0,0.0,0.31967799000000036,0.18123690783977509,0.1600366234779358,0.18091097,0.18091097,0.2004990577697754,0.16265110671520233,0.16623660922050476,0.3196779900000003
-53.648025,209.482,389.799026,19200.0,0.0,0.0,-9.60000000000008,0.0,0.0,0.0,0.0,0.3195315000000003,-5.533545080000001,-0.6672851399999999,-0.64025389,0.0,0.0,0.0,0.0,0.0,0.31953150000000036,0.18123690783977509,0.16280865669250488,0.18091097,0.18091097,0.202477365732193,0.16061317920684814,0.16785474121570587,0.3195315000000003
