pos_x,pos_y,pos_z,v_sp,v_x,v_y,v_z,a_x,a_y,a_z,a_sp,curr_x,curr_y,curr_z,curr_sp,f_x_sim,f_y_sim,f_z_sim,f_sp_sim,materialremoved_sim,Neural_Net_AL_2007_T4_Gear_Normal_3,PiNN_Erd_AL_2007_T4_Gear_Normal_3,Physical_Model_AL_2007_T4_Gear_Normal_3
-53.648016,209.482,397.7047007,22800.0,0.0,0.0,-5.833330000001524,0.0,0.0,0.0002499997719951,0.0,0.3090819999999999,-5.5419922,-0.6249999999999998,-0.5793456,0.0,0.0,0.0,0.0,0.0,,,
-53.648016,209.482,397.588034,22800.0,0.0,0.0,-5.833334999999806,0.0,0.0,-0.0002499999141036,0.0,0.3129883,-5.538574199999999,-0.6372069999999999,-0.5993407,0.0,0.0,0.0,0.0,0.0,,,
-53.648016,209.482,397.4713673,22800.0,0.0,0.0,-5.833334999999806,0.0,0.0,0.0,0.0,0.3100585999999999,-5.5356446,-0.6494140999999998,-0.6013916,0.0,0.0,0.0,0.0,0.0,,,
-53.648016,209.482,397.3547007,22800.0,0.0,0.0,-5.833329999998682,0.0,0.0,0.0002500000562122,0.0,0.3110352,-5.5341797,-0.6440428999999999,-0.5962647000000001,0.0,0.0,0.0,0.0,0.0,,,
-53.648016,209.482,397.238034,22800.0,0.0,0.0,-5.8333350000026485,0.0,0.0,-0.0002500001983207,0.0,0.3076173,-5.5395508,-0.6538085999999999,-0.6136963,0.0,0.0,0.0,0.0,0.0,,,
-53.648016,209.482,397.1213673,22800.0,0.0,0.0,-5.833334999996964,0.0,0.0,2.842170943040401e-10,0.0,0.3090822,-5.5380859,-0.6684570999999998,-0.6265137000000001,0.0,0.0,0.0,0.0,0.0,,,
-53.648016,209.482,397.0047007,22800.0,0.0,0.0,-5.833330000001524,0.0,0.0,0.0002499997719951,0.0,0.3066407,-5.537109500000001,-0.6425779999999999,-0.6044677999999999,0.0,0.0,0.0,0.0,0.0,,,
-53.648016,209.482,396.888034,22800.0,0.0,0.0,-5.8333350000026485,0.0,0.0,-0.0002500000562122,0.0,0.3100585999999999,-5.538086,-0.6337889999999998,-0.5808838,0.0,0.0,0.0,0.0,0.0,,,
-53.648016,209.482,396.7713673,22800.0,0.0,0.0,-5.833334999996964,0.0,0.0,2.842170943040401e-10,0.0,0.3100585999999999,-5.5400391,-0.6689452999999999,-0.5885741,0.0,0.0,0.0,0.0,0.0,,,
-53.648016,209.482,396.6547007,22800.0,0.0,0.0,-5.833329999998682,0.0,0.0,0.0002499999141036,0.0,0.3115234,-5.5380859,-0.6479492999999998,-0.6044677,0.0,0.0,0.0,0.0,0.0,,,
-53.648016,209.482,396.538034,22800.0,0.0,0.0,-5.833334999999806,0.0,0.0,-0.0002500000562122,0.0,0.3090821,-5.535156300000001,-0.6879882999999999,-0.5988282,0.0,0.0,0.0,0.0,0.0,,,
-53.648016,209.482,396.4213673,22800.0,0.0,0.0,-5.833334999999806,0.0,0.0,0.0,0.0,0.3076174,-5.5395507,-0.6572264999999998,-0.6003663,0.0,0.0,0.0,0.0,0.0,,,
-53.648016,209.482,396.3047007,22800.0,0.0,0.0,-5.833330000004366,0.0,0.0,0.0002499997719951,0.0,0.3095704,-5.5400391,-0.6538085999999999,-0.6244628999999999,0.0,0.0,0.0,0.0,0.0,,,
-53.648016,209.482,396.188034,22800.0,0.0,0.0,-5.833334999996964,0.0,0.0,-0.0002499996298865,0.0,0.3105467999999999,-5.5371094,-0.6503904999999999,-0.6183105,0.0,0.0,0.0,0.0,0.0,,,
-53.648016,209.482,396.0713673,22800.0,0.0,0.0,-5.833334999999806,0.0,0.0,-1.4210854715202004e-10,0.0,0.3110351,-5.5375978,-0.6694333999999997,-0.5911377,0.0,0.0,0.0,0.0,0.0,,,
-53.648016,209.482,395.9547007,22800.0,0.0,0.0,-5.833330000001524,0.0,0.0,0.0002499999141036,0.0,0.3095702,-5.541504,-0.6733398999999999,-0.5772948999999999,0.0,0.0,0.0,0.0,0.0,,,
-53.648016,209.482,395.838034,22800.0,0.0,0.0,-5.833334999999806,0.0,0.0,-0.0002499999141036,0.0,0.3124999,-5.5405273,-0.6557614999999999,-0.6034423,0.0,0.0,0.0,0.0,0.0,,,
-53.648016,209.482,395.7213673,22800.0,0.0,0.0,-5.833334999999806,0.0,0.0,0.0,0.0,0.307129,-5.5371094,-0.6748046999999998,-0.6049804,0.0,0.0,0.0,0.0,0.0,,,
-53.648016,209.482,395.6047007,22800.0,0.0,0.0,-5.833330000001524,0.0,0.0,0.0002499999141036,0.0,0.3100585999999999,-5.539062499999999,-0.6645506999999998,-0.5988282,0.0,0.0,0.0,0.0,0.0,,,
-53.648016,209.482,395.488034,22800.0,0.0,0.0,-5.833334999996964,0.0,0.0,-0.0002499997719951,0.0,0.3076173,-5.5419923,-0.6557614999999999,-0.6131835999999999,0.0,0.0,0.0,0.0,0.0,,,
-53.648016,209.482,395.3713673,22800.0,0.0,0.0,-5.833334999999806,0.0,0.0,-1.4210854715202004e-10,0.0,0.3115236,-5.5400391,-0.6962890999999998,-0.6275391,0.0,0.0,0.0,0.0,0.0,,,
-53.648016,209.482,395.2547007,22800.0,0.0,0.0,-5.833330000001524,0.0,0.0,0.0002499999141036,0.0,0.3076171,-5.5385743000000005,-0.6811522999999997,-0.6034423999999999,0.0,0.0,0.0,0.0,0.0,,,
-53.648016,209.482,395.138034,22800.0,0.0,0.0,-5.833334999999806,0.0,0.0,-0.0002499999141036,0.0,0.3095702999999999,-5.5419922,-0.6704099999999998,-0.5798583,0.0,0.0,0.0,0.0,0.0,,,
-53.648016,209.482,395.0213673,22800.0,0.0,0.0,-5.833334999999806,0.0,0.0,0.0,0.0,0.3085936999999999,-5.5424805,-0.6625975999999998,-0.5870361,0.0,0.0,0.0,0.0,0.0,,,
-53.648016,209.482,394.9047007,22800.0,0.0,0.0,-5.833329999998682,0.0,0.0,0.0002500000562122,0.0,0.3105469,-5.5390625,-0.6591794999999998,-0.6060057999999999,0.0,0.0,0.0,0.0,0.0,,,
-53.648016,209.482,394.788034,22800.0,0.0,0.0,-5.833334999999806,0.0,0.0,-0.0002500000562122,0.0,0.3085938,-5.5371092,-0.6650389999999998,-0.5967774,0.0,0.0,0.0,0.0,0.0,,,
-53.648016,209.482,394.6713673,22800.0,0.0,0.0,-5.833334999999806,0.0,0.0,0.0,0.0,0.3081056,-5.5390625,-0.6660153999999998,-0.6019044,0.0,0.0,0.0,0.0,0.0,,,
-53.648016,209.482,394.5547007,22800.0,0.0,0.0,-5.833330000004366,0.0,0.0,0.0002499997719951,0.0,0.3085939,-5.542480599999999,-0.6733398999999998,-0.6234375,0.0,0.0,0.0,0.0,0.0,,,
-53.648016,209.482,394.438034,22800.0,0.0,0.0,-5.833334999996964,0.0,0.0,-0.0002499996298865,0.0,0.3066408,-5.5405275,-0.6552733999999998,-0.6183105999999999,0.0,0.0,0.0,0.0,0.0,,,
-53.648016,209.482,394.3213673,22800.0,0.0,0.0,-5.8333350000026485,0.0,0.0,-2.842170943040401e-10,0.0,0.3090819999999999,-5.5400391,-0.6616210999999999,-0.5926758000000001,0.0,0.0,0.0,0.0,0.0,,,
-53.648016,209.482,394.2047007,22800.0,0.0,0.0,-5.833329999998682,0.0,0.0,0.0002500001983207,0.0,0.3090819999999999,-5.542968699999999,-0.6435546999999999,-0.5813963999999999,0.0,0.0,0.0,0.0,0.0,,,
-53.648016,209.482,394.088034,22800.0,0.0,0.0,-5.833334999999806,0.0,0.0,-0.0002500000562122,0.0,0.3105468,-5.5419921,-0.6274414999999999,-0.6019042,0.0,0.0,0.0,0.0,0.0,,,
-53.648016,209.482,393.9713673,22800.0,0.0,0.0,-5.833334999999806,0.0,0.0,0.0,0.0,0.3066406,-5.5385741,-0.6577148999999999,-0.6019043,0.0,0.0,0.0,0.0,0.0,,,
-53.648016,209.482,393.8547007,22800.0,0.0,0.0,-5.833329999998682,0.0,0.0,0.0002500000562122,0.0,0.3076173,-5.538085999999999,-0.6689452999999999,-0.5967774,0.0,0.0,0.0,0.0,0.0,,,
-53.648016,209.482,393.738034,22800.0,0.0,0.0,-5.833334999999806,0.0,0.0,-0.0002500000562122,0.0,0.3046875999999999,-5.541504000000001,-0.6445310999999998,-0.6152344000000001,0.0,0.0,0.0,0.0,0.0,,,
-53.648016,209.482,393.6213673,22800.0,0.0,0.0,-5.8333350000026485,0.0,0.0,-1.4210854715202004e-10,0.0,0.307129,-5.541015700000001,-0.6469725999999998,-0.6280517999999999,0.0,0.0,0.0,0.0,0.0,,,
-53.648016,209.482,393.5047007,22800.0,0.0,0.0,-5.833329999998682,0.0,0.0,0.0002500001983207,0.0,0.3051758,-5.5385742,-0.6352538999999998,-0.6034423999999999,0.0,0.0,0.0,0.0,0.0,,,
-53.648016,209.482,393.388034,22800.0,0.0,0.0,-5.833334999999806,0.0,0.0,-0.0002500000562122,0.0,0.3071289,-5.5395508,-0.6264649999999998,-0.5834471999999999,0.0,0.0,0.0,0.0,0.0,,,
-53.648016,209.482,393.2713673,22800.0,0.0,0.0,-5.8333350000026485,0.0,0.0,-1.4210854715202004e-10,0.0,0.3056641,-5.542968699999999,-0.6249998999999998,-0.5916503000000001,0.0,0.0,0.0,0.0,0.0,,,
-53.648016,209.482,393.1547007,22800.0,0.0,0.0,-5.83332999999584,0.0,0.0,0.0002500003404293,0.0,0.3081055,-5.5405273,-0.6430662999999999,-0.6065185000000001,0.0,0.0,0.0,0.0,0.0,,,
-53.648016,209.482,393.038034,22800.0,0.0,0.0,-5.833334999999806,0.0,0.0,-0.0002500001983207,0.0,0.3041991999999999,-5.5375976,-0.6445312999999999,-0.6019044,0.0,0.0,0.0,0.0,0.0,,,
-53.648016,209.482,392.9213673,22800.0,0.0,0.0,-5.8333350000026485,0.0,0.0,-1.4210854715202004e-10,0.0,0.3061524999999999,-5.5429687,-0.6401365999999997,-0.6044678,0.0,0.0,0.0,0.0,0.0,,,
-53.648016,209.482,392.8047007,22800.0,0.0,0.0,-5.833329999998682,0.0,0.0,0.0002500001983207,0.0,0.3061523999999999,-5.5419923,-0.6450193999999999,-0.6254883,0.0,0.0,0.0,0.0,0.0,,,
-53.648016,209.482,392.688034,22800.0,0.0,0.0,-5.8333350000026485,0.0,0.0,-0.0002500001983207,0.0,0.3066406,-5.5405274,-0.6289061999999997,-0.6183106,0.0,0.0,0.0,0.0,0.0,,,
-53.648016,209.482,392.5713673,22800.0,0.0,0.0,-5.833334999996964,0.0,0.0,2.842170943040401e-10,0.0,0.3076173,-5.5385742,-0.6313475999999999,-0.5916504,0.0,0.0,0.0,0.0,0.0,,,
-53.648016,209.482,392.4547007,22800.0,0.0,0.0,-5.833330000001524,0.0,0.0,0.0002499997719951,0.0,0.3041992,-5.54541,-0.6606445999999998,-0.5793457,0.0,0.0,0.0,0.0,0.0,,,
-53.648016,209.482,392.338034,22800.0,0.0,0.0,-5.833334999999806,0.0,0.0,-0.0002499999141036,0.0,0.3085938,-5.5439452000000005,-0.6645505999999999,-0.6019042,0.0,0.0,0.0,0.0,0.0,,,
-53.648016,209.482,392.2213673,22800.0,0.0,0.0,-5.833334999999806,0.0,0.0,0.0,0.0,0.3032226999999999,-5.5380858,-0.6606445999999998,-0.6008789,0.0,0.0,0.0,0.0,0.0,,,
-53.648016,209.482,392.1047007,22800.0,0.0,0.0,-5.833329999998682,0.0,0.0,0.0002500000562122,0.0,0.3076173,-5.5385742,-0.6630860999999998,-0.5983155,0.0,0.0,0.0,0.0,0.0,,,
-53.648016,209.482,391.988034,22800.0,0.0,0.0,-5.8333350000026485,0.0,0.0,-0.0002500001983207,0.0,0.3061524,-5.5424805,-0.6606446999999999,-0.6147217,0.0,0.0,0.0,0.0,0.0,,,
-53.648016,209.482,391.8713673,22800.0,0.0,0.0,-5.833334999996964,0.0,0.0,2.842170943040401e-10,0.0,0.3061524,-5.5400391,-0.6660154999999999,-0.6316406999999999,0.0,0.0,0.0,0.0,0.0,,,
-53.648016,209.482,391.7547007,22800.0,0.0,0.0,-5.833330000001524,0.0,0.0,0.0002499997719951,0.0,0.3037111,-5.5405275000000005,-0.6665038999999997,-0.607544,0.0,0.0,0.0,0.0,0.0,,,
-53.648016,209.482,391.638034,22800.0,0.0,0.0,-5.8333350000026485,0.0,0.0,-0.0002500000562122,0.0,0.3066406,-5.5415039,-0.6616209999999999,-0.5844726,0.0,0.0,0.0,0.0,0.0,,,
-53.648016,209.482,391.5213673,22800.0,0.0,0.0,-5.833334999996964,0.0,0.0,2.842170943040401e-10,0.0,0.3056642,-5.5439452,-0.6528319999999999,-0.5895995,0.0,0.0,0.0,0.0,0.0,,,
-53.648016,209.482,391.4047007,22800.0,0.0,0.0,-5.833329999998682,0.0,0.0,0.0002499999141036,0.0,0.3071289,-5.541015499999999,-0.6533203999999998,-0.6075438999999999,0.0,0.0,0.0,0.0,0.0,,,
-53.648016,209.482,391.288034,22800.0,0.0,0.0,-5.8333350000026485,0.0,0.0,-0.0002500001983207,0.0,0.3041992999999999,-5.540038900000001,-0.6635740999999998,-0.5998534999999999,0.0,0.0,0.0,0.0,0.0,,,
-53.648016,209.482,391.1713673,22800.0,0.0,0.0,-5.833334999996964,0.0,0.0,2.842170943040401e-10,0.0,0.3056642,-5.5429687,-0.6616210999999999,-0.6029298,0.0,0.0,0.0,0.0,0.0,,,
-53.648016,209.482,391.0547007,22800.0,0.0,0.0,-5.833330000001524,0.0,0.0,0.0002499997719951,0.0,0.3046876,-5.5454102,-0.6591796999999998,-0.6265137000000001,0.0,0.0,0.0,0.0,0.0,,,
-53.648016,209.482,390.938034,22800.0,0.0,0.0,-5.8333350000026485,0.0,0.0,-0.0002500000562122,0.0,0.3046875999999999,-5.5429687,-0.6669921999999999,-0.6198487,0.0,0.0,0.0,0.0,0.0,,,
-53.648016,209.482,390.8213673,22800.0,0.0,0.0,-5.833334999996964,0.0,0.0,2.842170943040401e-10,0.0,0.307129,-5.541504000000001,-0.6577146999999999,-0.5921630999999999,0.0,0.0,0.0,0.0,0.0,,,
-53.648016,209.482,390.7047007,22800.0,0.0,0.0,-5.833330000001524,0.0,0.0,0.0002499997719951,0.0,0.3046874999999999,-5.5444336,-0.6772460999999999,-0.578833,0.0,0.0,0.0,0.0,0.0,,,
-53.648016,209.482,390.588034,22800.0,0.0,0.0,-5.833334999999806,0.0,0.0,-0.0002499999141036,0.0,0.3081055,-5.5434569,-0.6738280999999998,-0.6008788,0.0,0.0,0.0,0.0,0.0,,,
-53.648016,209.482,390.4713673,22800.0,0.0,0.0,-5.833334999999806,0.0,0.0,0.0,0.0,0.3007813,-5.5405273,-0.6904295999999998,-0.6024168999999999,0.0,0.0,0.0,0.0,0.0,,,
-53.648016,209.482,390.3547007,22800.0,0.0,0.0,-5.833329999998682,0.0,0.0,0.0002500000562122,0.0,0.3041992,-5.541015499999999,-0.6967773999999999,-0.5957520000000001,0.0,0.0,0.0,0.0,0.0,,,
-53.648016,209.482,390.238034,22800.0,0.0,0.0,-5.8333350000026485,0.0,0.0,-0.0002500001983207,0.0,0.3017579,-5.5439453,-0.6938475999999998,-0.6147216999999999,0.0,0.0,0.0,0.0,0.0,,,
-53.648016,209.482,390.1213673,22800.0,0.0,0.0,-5.833334999996964,0.0,0.0,2.842170943040401e-10,0.0,0.3046874999999999,-5.5434571,-0.6762695999999998,-0.6275391,0.0,0.0,0.0,0.0,0.0,,,
-53.648016,209.482,390.0047007,22800.0,0.0,0.0,-5.833330000001524,0.0,0.0,0.0002499997719951,0.0,0.3027345,-5.5410157,-0.6757811999999999,-0.6065186,0.0,0.0,0.0,0.0,0.0,,,
-53.648016,209.482,389.888034,22800.0,0.0,0.0,-5.8333350000026485,0.0,0.0,-0.0002500000562122,0.0,0.3051757,-5.543457,-0.6850585999999999,-0.5829346,0.0,0.0,0.0,0.0,0.0,,,
-53.648016,209.482,389.7713673,22800.0,0.0,0.0,-5.833334999996964,0.0,0.0,2.842170943040401e-10,0.0,0.3032226,-5.5473633,-0.6811523999999999,-0.5890868,0.0,0.0,0.0,0.0,0.0,,,
-53.648016,209.482,389.6547007,22800.0,0.0,0.0,-5.833329999998682,0.0,0.0,0.0002499999141036,0.0,0.3037111,-5.5429687,-0.6728516999999998,-0.6075439,0.0,0.0,0.0,0.0,0.0,,,
-53.648016,209.482,389.538034,22800.0,0.0,0.0,-5.833334999999806,0.0,0.0,-0.0002500000562122,0.0,0.3027345,-5.5424804000000005,-0.7124022999999998,-0.5988282,0.0,0.0,0.0,0.0,0.0,,,
-53.648016,209.482,389.4213673,22800.0,0.0,0.0,-5.833334999999806,0.0,0.0,0.0,0.0,0.3041994,-5.5449218,-0.6904297999999999,-0.6034423999999999,0.0,0.0,0.0,0.0,0.0,,,
-53.648016,209.482,389.3047007,22800.0,0.0,0.0,-5.833330000004366,0.0,0.0,0.0002499997719951,0.0,0.3051757999999999,-5.5454102,-0.6806640999999999,-0.626001,0.0,0.0,0.0,0.0,0.0,,,
-53.648016,209.482,389.188034,22800.0,0.0,0.0,-5.833334999996964,0.0,0.0,-0.0002499996298865,0.0,0.303711,-5.5429688,-0.6816406999999998,-0.6188231999999999,0.0,0.0,0.0,0.0,0.0,,,
-53.648016,209.482,389.0713673,22800.0,0.0,0.0,-5.833334999999806,0.0,0.0,-1.4210854715202004e-10,0.0,0.3046875,-5.5429688,-0.6816405999999998,-0.5942139,0.0,0.0,0.0,0.0,0.0,,,
-53.648016,209.482,388.9547007,22800.0,0.0,0.0,-5.833330000001524,0.0,0.0,0.0002499999141036,0.0,0.3037109,-5.5478515,-0.6860350999999999,-0.5819091000000001,0.0,0.0,0.0,0.0,0.0,,,
-53.648016,209.482,388.838034,22800.0,0.0,0.0,-5.833334999999806,0.0,0.0,-0.0002499999141036,0.0,0.3071288,-5.5463867,-0.7163084999999998,-0.6034423,0.0,0.0,0.0,0.0,0.0,,,
-53.648016,209.482,388.7213673,22800.0,0.0,0.0,-5.833334999999806,0.0,0.0,0.0,0.0,0.301758,-5.542480299999999,-0.7167967999999998,-0.600879,0.0,0.0,0.0,0.0,0.0,,,
-53.648016,209.482,388.6047007,22800.0,0.0,0.0,-5.833330000001524,0.0,0.0,0.0002499999141036,0.0,0.3041992999999999,-5.543457,-0.6982422999999998,-0.5983155,0.0,0.0,0.0,0.0,0.0,,,
-53.648016,209.482,388.488034,22800.0,0.0,0.0,-5.833334999996964,0.0,0.0,-0.0002499997719951,0.0,0.3007813,-5.546875,-0.6928709999999999,-0.6152344000000001,0.0,0.0,0.0,0.0,0.0,,,
-53.648016,209.482,388.3713673,22800.0,0.0,0.0,-5.833334999999806,0.0,0.0,-1.4210854715202004e-10,0.0,0.3046875,-5.5458984,-0.7124021999999999,-0.6280517999999999,0.0,0.0,0.0,0.0,0.0,,,
-53.648016,209.482,388.2547007,22800.0,0.0,0.0,-5.833330000001524,0.0,0.0,0.0002499999141036,0.0,0.3022460999999999,-5.5429688,-0.7124023999999999,-0.6039551,0.0,0.0,0.0,0.0,0.0,,,
-53.648016,209.482,388.138034,22800.0,0.0,0.0,-5.833334999999806,0.0,0.0,-0.0002499999141036,0.0,0.305664,-5.5458984,-0.7119138999999998,-0.5819091000000001,0.0,0.0,0.0,0.0,0.0,,,
-53.648016,209.482,388.0213673,22800.0,0.0,0.0,-5.833334999999806,0.0,0.0,0.0,0.0,0.3056641,-5.5478515,-0.7172852999999998,-0.5875488,0.0,0.0,0.0,0.0,0.0,,,
-53.648016,209.482,387.9047007,22800.0,0.0,0.0,-5.833329999998682,0.0,0.0,0.0002500000562122,0.0,0.3056642,-5.543457,-0.6987305999999999,-0.6085693,0.0,0.0,0.0,0.0,0.0,,,
-53.648016,209.482,387.788034,22800.0,0.0,0.0,-5.833334999999806,0.0,0.0,-0.0002500000562122,0.0,0.3017578,-5.543456999999999,-0.7187500999999998,-0.5988281000000001,0.0,0.0,0.0,0.0,0.0,,,
-53.648016,209.482,387.6713673,22800.0,0.0,0.0,-5.833334999999806,0.0,0.0,0.0,0.0,0.3012696,-5.546386699999999,-0.7099609999999998,-0.6039551999999999,0.0,0.0,0.0,0.0,0.0,,,
-53.648016,209.482,387.5547007,22800.0,0.0,0.0,-5.833330000004366,0.0,0.0,0.0002499997719951,0.0,0.3032227,-5.5458984,-0.7050782999999998,-0.6213867,0.0,0.0,0.0,0.0,0.0,,,
-53.648016,209.482,387.438034,22800.0,0.0,0.0,-5.833334999996964,0.0,0.0,-0.0002499996298865,0.0,0.3027343999999999,-5.5439453,-0.7001952999999999,-0.6177979,0.0,0.0,0.0,0.0,0.0,,,
-53.648016,209.482,387.3213673,22800.0,0.0,0.0,-5.8333350000026485,0.0,0.0,-2.842170943040401e-10,0.0,0.3037109999999999,-5.5429687,-0.7265623999999999,-0.5911377,0.0,0.0,0.0,0.0,0.0,,,
-53.648016,209.482,387.2047007,22800.0,0.0,0.0,-5.833329999998682,0.0,0.0,0.0002500001983207,0.0,0.3032226999999999,-5.546875,-0.7172850999999998,-0.5793457,0.0,0.0,0.0,0.0,0.0,,,
-53.648016,209.482,387.088034,22800.0,0.0,0.0,-5.833334999999806,0.0,0.0,-0.0002500000562122,0.0,0.3061524,-5.5454101,-0.7119138999999999,-0.6013915,0.0,0.0,0.0,0.0,0.0,,,
-53.648016,209.482,386.9713673,22800.0,0.0,0.0,-5.833334999999806,0.0,0.0,0.0,0.0,0.3027345,-5.544433499999999,-0.7285155999999999,-0.6013915,0.0,0.0,0.0,0.0,0.0,,,
-53.648016,209.482,386.8566064,22800.0,0.0,0.0,-5.7380449999982375,0.0,0.0,4.764500000078442,0.0,0.3041992999999999,-5.5444336000000005,-0.6245116999999998,-0.5952393,0.0,0.0,0.0,0.0,0.0,,,
-53.6452806,209.482,386.7900923,22800.0,0.1367699999999416,0.0,-3.325705000000312,6.838499999997083,0.0,120.61699999989628,0.0,0.1181641,-5.547851499999999,0.3437500000000001,-0.6131835999999999,0.0,0.0,0.0,0.0,0.0,,,
-53.6032646,209.482,386.7800001,22800.0,2.100799999999836,0.0,-0.5046100000043907,98.20149999999472,0.0,141.05474999979606,0.0,-1.2680664,-5.5532226,-0.4868162999999997,-0.6265137000000001,0.0,0.0,0.0,0.0,0.0,,,
-53.4968147,209.482,386.78,22800.0,5.32249500000006,0.0,-4.999998282073648e-06,161.0847500000112,0.0,25.230250000305432,0.0,-0.5761718,-5.5600587,-0.6254882999999999,-0.6065186,0.0,0.0,0.0,0.0,0.0,,,
-53.380148,209.482,386.78,22800.0,5.833335000000162,0.0,0.0,25.54200000000506,0.0,0.0002499999141036,0.0,-0.7729489999999999,-5.5502931,-0.6186522999999998,-0.5829345,0.0,0.0,0.0,0.0,0.0,,,
-53.2634813,209.482,386.78,22800.0,5.833334999999806,0.0,0.0,-1.7763568394002505e-11,0.0,0.0,0.0,-0.5830081,-5.5561524,-0.6738281999999999,-0.5901122,0.0,0.0,0.0,0.0,0.0,,,
-53.14681470000001,209.482,386.78,22800.0,5.833329999999748,0.0,0.0,-0.0002500000029215,0.0,0.0,0.0,-0.8837891000000001,-5.5444335,-0.6782226999999998,-0.6075439,0.0,0.0,0.0,0.0,0.0,,,
-53.030148,209.482,386.78,22800.0,5.833335000000517,0.0,0.0,0.0002500000384486,0.0,0.0,0.0,-0.6108397999999999,-5.5424805,-0.6533202999999999,-0.5972901,0.0,0.0,0.0,0.0,0.0,,,
-52.9134813,209.482,386.78,22800.0,5.833334999999806,0.0,0.0,-3.552713678800501e-11,0.0,0.0,0.0,-0.6738281,-5.5463868,-0.6450193999999998,-0.6003662999999999,0.0,0.0,0.0,0.0,0.0,,,
-52.796814700000006,209.482,386.78,22800.0,5.833329999999748,0.0,0.0,-0.0002500000029215,0.0,0.0,0.0,-0.6206055,-5.5478515,-0.6450192999999999,-0.6218994,0.0,0.0,0.0,0.0,0.0,,,
-52.680148,209.482,386.78,22800.0,5.833335000000517,0.0,0.0,0.0002500000384486,0.0,0.0,0.0,-0.6376952,-5.5483398,-0.6352538999999999,-0.6157471,0.0,0.0,0.0,0.0,0.0,,,
