DataSet,DataPath,Model,MAE,StdDev,MAE_Ensemble
Plate_TrainVal,AL_2007_T4_Gear_Normal_3,Neural_Net,0.1726262302218247,0.029511207594483925,0.16798317144217448
Plate_TrainVal,AL_2007_T4_Plate_Normal_3,Neural_Net,0.1347163108446557,0.027647617195666663,0.12680129184250247
Plate_TrainVal,S235JR_Gear_Normal_3,Neural_Net,0.6625491798689007,0.09015553403330541,0.6594469529500927
Plate_TrainVal,S235JR_Plate_Normal_3,Neural_Net,0.6262693937775307,0.07774768896544787,0.6012529873757962
Plate_TrainVal,AL_2007_T4_Gear_Normal_3,Random_Forest,0.10079062610979972,0.007844154122371588,0.10479901356898337
Plate_TrainVal,AL_2007_T4_Plate_Normal_3,Random_Forest,0.09668110915091932,0.0017328257421992666,0.09365105817605132
Plate_TrainVal,S235JR_Gear_Normal_3,Random_Forest,0.3653723177380586,0.029565180762106427,0.3692535069493575
Plate_TrainVal,S235JR_Plate_Normal_3,Random_Forest,0.3381558906060812,0.027761989495006224,0.3279362456631119
PKL_TrainVal,AL_2007_T4_Gear_Normal_3,Neural_Net,0.13331021280321784,0.011595645731713662,0.13231058348290398
PKL_TrainVal,AL_2007_T4_Plate_Normal_3,Neural_Net,0.14449880260013892,0.0140076394807176,0.14292936315713523
PKL_TrainVal,S235JR_Gear_Normal_3,Neural_Net,0.3055410652105857,0.02163350825285246,0.31580355872994115
PKL_TrainVal,S235JR_Plate_Normal_3,Neural_Net,0.31775634775570377,0.02997604145346478,0.3085083745901506
PKL_TrainVal,AL_2007_T4_Gear_Normal_3,Random_Forest,0.0986863475799717,0.005536436383609444,0.10357327602955188
PKL_TrainVal,AL_2007_T4_Plate_Normal_3,Random_Forest,0.10408927301861266,0.0021271308932633137,0.1018416159883845
PKL_TrainVal,S235JR_Gear_Normal_3,Random_Forest,0.3235199046955842,0.027420244855147775,0.3268897307875156
PKL_TrainVal,S235JR_Plate_Normal_3,Random_Forest,0.2879698471981352,0.012338816826377538,0.2804719787902027
