Unnamed: 0,time,pos_x,pos_y,pos_z,pos_sp,cmd_pos_x,cmd_pos_y,cmd_pos_z,cmd_pos_sp,cmd_v_x,cmd_v_y,cmd_v_z,cmd_v_sp,cont_dev_x,cont_dev_y,cont_dev_z,cont_dev_sp,v_x,a_x,v_y,a_y,v_z,a_z,v_sp,a_sp,time_diff,f_x,f_y,f_z,a_p,a_e,phi,curr_x,curr_y,curr_z,curr_sp,f_x_sim,f_y_sim,f_z_sim,f_sp_sim,materialremoved_sim
6363,127.259,-10.5113223,313.902032,393.1600907,762635.0814574,-10.4546018,313.8517005,393.15999,762747.1032809999,4.384099699999999,-3.8479036,-0.0033606999999999,22800.0,-0.0002430999999999,-0.0002741,-0.0001006999999999,0.0,4.3884249999999625,0.8000000000007887,-3.817650000000583,15.44375000008813,0.0283000000024458,-15.562500000143586,22800.35590000043,-124.44375097394804,0.002,0.123089599609375,-0.9935406494140624,-0.5096246337890625,6.0,10.0,180.0,-0.5996094000000001,-4.7148437,-0.2792969,-1.3688966,-1233.2667426360836,-1564.774455651101,720.7665594744867,1993.6060675603744,341.62500000000006
6364,127.279,-10.4234092,313.825239,393.1600225,763091.0798554,-10.366441900000002,313.7752884,393.15999,763203.103281,4.4101412,-3.814559500000001,-0.0010682999999999,22800.0,-0.0004074999999999,-0.000365,-3.24999999999998e-05,0.0,4.373050000000012,6.343750000004077,-3.8049250000000256,-12.449999999830652,-0.0483500000015624,-8.062499999539341,22799.36027499789,-133.0499988397758,0.002,0.0606439208984375,-1.0596722412109374,-0.5222698974609375,6.0,10.0,180.0,-0.5483399000000001,-4.7583009,-0.2817384,-1.3786378,-1225.6498713180415,-1571.6802278255504,720.5892797372434,1993.7405337801872,343.95000000000005
6365,127.299,-10.3348574,313.74893340000006,393.159826,763547.0763304,-10.2776545,313.6996062,393.15999,763659.1032809999,4.4356386,-3.772989400000001,0.005461,22800.0,-0.0005791999999999,-0.0002165,0.000164,0.0,4.46705000000005,-0.5437500000149548,-3.833000000000197,-8.062500000605155,-0.0165999999993005,17.099999999459214,22799.78945000039,193.12500007807392,0.002,0.1212750244140625,-1.0826934814453124,-0.55982666015625,6.0,10.0,180.0,-0.5395507000000002,-4.7119141,-0.274414,-1.4232421,-1215.055435659021,-1578.8541139127751,721.8781398686217,1992.6377668900936,346.87500000000006
6366,127.319,-10.2463142,313.6735665,393.1599394,764003.0781616999,-10.1882462,313.624659,393.15999,764115.1032809999,4.481964199999999,-3.738049900000001,0.0016662,22800.0,-0.0001168999999999,-0.0002745,5.0600000000000166e-05,0.0,4.441149999999982,4.631249999997854,-3.759999999999764,16.16875000074458,0.0476249999991296,5.981250000175464,22800.69922500116,42.91250006652554,0.002,0.139481201171875,-1.0310308837890625,-0.5327325439453126,6.0,10.0,180.0,-0.6254882000000002,-4.7280273,-0.2714842,-1.4381103,-1205.4967178295103,-1586.7580569563877,721.4870699343109,1992.9648834450468,338.7000000000001
6367,127.33899999999998,-10.1562716,313.5992479,393.1601260000001,764459.0815719,-10.0982224,313.550452,393.15999,764571.1032809999,4.498627,-3.7132676,-0.0045324999999999,22800.0,-0.0005351999999999,-0.0006451,-0.0001359999999999,0.0,4.510499999999995,-5.674999999993892,-3.6621250000010255,11.968749999269336,0.0097750000009,-19.168749999920465,22800.08125000168,-180.24375094675344,0.002,0.090421142578125,-1.028843994140625,-0.5117974853515626,6.0,10.0,180.0,-0.5341798000000001,-4.6987305,-0.2734375,-1.4176025,-1184.3258589147554,-1602.8915284781938,721.1505349671554,1993.2489417225236,341.0250000000001
6368,127.359,-10.0661426,313.52529880000003,393.1599757,764915.0803132,-10.0075897,313.47699,393.15999,765027.103281,4.5325504,-3.6758021,0.0004806,22800.0,-0.0004265999999999,-0.0006426,1.430000000000019e-05,0.0,4.526600000000025,6.775000000003294,-3.673349999999687,-18.187499999910983,-0.0478500000014037,-0.4312499996217411,22799.394624997512,-38.62500016104313,0.002,0.0786517333984375,-1.0910235595703126,-0.54163330078125,6.0,10.0,180.0,-0.5419920000000001,-4.6767577000000005,-0.2744141,-1.4211912999999998,-1173.2444294573777,-1610.9912642390968,721.2912674835777,1993.1279708612617,340.3500000000001
6369,127.379,-9.9753175,313.4516795,393.1598361,765371.0783676,-9.916353699999998,313.4042783,393.15999,765483.1032809999,4.5631849,-3.6241937,0.0051355,22800.0,-0.0004070999999999,-0.0002233,0.0001539,0.0,4.551299999999969,4.581250000001967,-3.70799999999889,-1.8250000000108453,-0.0012249999983282,17.337499999570127,22800.11557500111,180.24375094690475,0.002,0.1443609619140625,-1.108250732421875,-0.5602947998046875,6.0,10.0,180.0,-0.5761718000000002,-4.7036132,-0.2685547,-1.4355468,-1168.6627147286888,-1613.6961321195486,721.9886337417888,1992.5354854306308,342.67500000000007
6370,127.399,-9.8838778,313.3790479,393.160003,765827.0783447,-9.824521,313.3323222,393.15999,765939.1032809999,4.593069,-3.5801808,-0.0004309999999999,22800.0,-0.0004010999999999,-3.9500000000001326e-05,-1.2999999999999838e-05,0.0,4.595925000000013,-7.449999999997749,-3.6012999999996964,20.75000000019145,0.0536999999994236,-1.8312499996397944,22800.304425001377,21.462499717093305,0.002,0.1612591552734375,-1.0409185791015625,-0.533857421875,6.0,10.0,180.0,-0.6103516000000002,-4.698730500000001,-0.2661131,-1.4191407,-1151.3803573643445,-1626.1385660597743,721.8508168708944,1992.6517427153155,342.00000000000006
6371,127.419,-9.7921747,313.307792,393.1601319,766283.0801759,-9.732098400000002,313.2611253,393.15999,766395.1032809999,4.633645199999999,-3.556567700000001,-0.0047277999999999,22800.0,-6.439999999999861e-05,-0.0004746,-0.0001418999999999,0.0,4.592524999999981,8.599999999991933,-3.4956000000008203,3.4750000001082526,-0.0131750000008423,-18.67500000010125,22800.02972499642,-214.5812497473497,0.002,0.0802532958984375,-1.039150390625,-0.5120135498046875,6.0,10.0,180.0,-0.6293946000000001,-4.6826172,-0.2705079,-1.3996583,-1132.1646786821725,-1640.6527830298871,720.7349084354472,1993.6013713576576,344.32500000000005
6372,127.439,-9.6991407,313.2371289,393.15992100000005,766739.0765139001,-9.6390912,313.1906937,393.15999,766851.103281,4.6491776,-3.5270819,0.0023034,22800.0,-0.0004705999999999,-0.0007412,6.900000000000019e-05,0.0,4.666750000000031,-0.4812499999951164,-3.5341999999999985,-16.23124999987624,-0.0471249999989709,7.568749999720126,22799.325950001366,102.9937498970714,0.002,0.0556109619140625,-1.10332275390625,-0.5527606201171875,6.0,10.0,180.0,-0.5708008000000001,-4.6762696,-0.2705077999999999,-1.4217041,-1119.323339341086,-1648.7613915149436,721.4609542177236,1992.9836856788288,339.8250000000001
6373,127.459,-9.6059657,313.1667423,393.1598652,767195.0761474001,-9.545506,313.1210317,393.15999,767307.1032809999,4.679090199999999,-3.4810175,0.0041589,22800.0,-0.0004350999999999,-0.000517,0.0001249,0.0,4.676774999999944,4.9437499999971255,-3.545649999999512,2.2499999996483666,0.0224500000001626,15.924999999938905,22800.27007500176,128.74375024701584,0.002,0.1179632568359375,-1.090203857421875,-0.55591796875,6.0,10.0,180.0,-0.5800780000000001,-4.6879882,-0.265625,-1.4611815,-1113.1241696705429,-1652.4396957574718,722.0474771088618,1992.4853428394144,339.07500000000005
6374,127.479,-9.5123672,313.0969042,393.16005860000007,767651.0794889999,-9.4513496,313.052144,393.15999,767763.1032809999,4.7137409,-3.4272969000000004,-0.0022863999999999,22800.0,-0.0002480999999999,-7.070000000000131e-05,-6.859999999999982e-05,0.0,4.695050000000035,-6.168750000012947,-3.4577750000011065,22.218750000035925,0.0454250000004208,-9.94999999974766,22800.493249998544,-81.53125017990241,0.002,0.106383056640625,-1.04952392578125,-0.5274932861328125,6.0,10.0,180.0,-0.6328124000000002,-4.8125001,-0.2651368,-1.4524657,-1099.0110848352715,-1662.126847878736,721.7562385544309,1992.7321714197076,341.40000000000003
6375,127.49899999999998,-9.417864300000002,313.0285428,393.1601124,768107.0821441,-9.356627800000002,312.9840354,393.15999,768219.1032809999,4.7369096,-3.3966977,-0.0040767999999999,22800.0,-0.0003956999999999,-0.0003248,-0.0001223999999999,0.0,4.728050000000027,5.131250000023334,-3.339074999999525,-4.262500000251634,-0.0351500000007831,-14.524999999920851,22799.875274999067,-150.20625069147792,0.002,0.0316888427734375,-1.0588330078125,-0.519232177734375,6.0,10.0,180.0,-0.5795898000000002,-4.7421875,-0.2719726999999999,-1.4299072,-1075.836542417636,-1677.873923939368,720.9501192772154,1993.4175857098537,340.7250000000001
6376,127.51899999999998,-9.323119,312.9611759,393.1598915,768563.0797181,-9.2613478,312.916711,393.15999,768675.103281,4.7704653,-3.3729862000000006,0.0032799,22800.0,-0.0002228999999999,-0.0007924,9.85000000000002e-05,0.0,4.756324999999961,2.93125000000448,-3.376474999998891,-15.875000000065144,-0.0342000000003395,12.943749999294596,22799.54910000088,94.41874935881351,0.002,0.0507257080078125,-1.116171875,-0.554000244140625,6.0,10.0,180.0,-0.5859375000000002,-4.648437599999999,-0.2685547,-1.4391356,-1065.6642712088178,-1684.169461969684,721.2410596386078,1993.169792854927,343.05000000000007
6377,127.53900000000002,-9.2276082,312.8941972,393.1599043,769019.0791459,-9.1655153,312.8501741,393.15999,769131.1032809999,4.796662599999999,-3.3358171,0.0028568,22800.0,-0.0002594999999999,-0.0008631,8.570000000000021e-05,0.0,4.801525000000018,1.4624999999823678,-3.372550000001695,11.843750000295472,0.0395500000010429,11.77500000046905,22800.33872500062,158.78125122988712,0.002,0.0939971923828125,-1.0728411865234375,-0.5515966796875,6.0,10.0,180.0,-0.5883789000000001,-4.6469725,-0.2661132,-1.4273438,-1055.8441356044088,-1689.724230984842,721.9190298193039,1992.5938964274635,346.05000000000007
6378,127.559,-9.1317947,312.8276974,393.1601074,769475.0813201,-9.069137,312.78443070000003,393.15999,769587.1032809999,4.8307804,-3.288047700000001,-0.0039141999999999,22800.0,-4.899999999999861e-05,-0.0006228,-0.0001173999999999,0.0,4.788575000000028,-3.4812499999925657,-3.2863999999989346,15.868750000080922,0.0266249999981482,-15.381249999890656,22800.33875000081,-154.49375059680898,0.002,0.0513201904296875,-1.032491455078125,-0.51921630859375,6.0,10.0,180.0,-0.6269530000000001,-4.7177735,-0.2680664,-1.4109375,-1042.5605678022043,-1698.528615492421,721.3330149096519,1993.091948213732,350.6250000000001
6379,127.579,-9.034997,312.76213970000003,393.1600527,769931.078688,-8.97222,312.719484,393.15999,770043.1032809999,4.8499139,-3.2449863000000008,-0.0020911999999999,22800.0,-0.0002791999999999,-0.0005303,-6.269999999999976e-05,0.0,4.868649999999964,5.124999999994705,-3.2189750000014783,-11.168749999868057,-0.0475999999991927,-7.687499999775582,22799.343124998268,-90.11874935814994,0.002,-0.0315625,-1.086075439453125,-0.527889404296875,6.0,10.0,180.0,-0.5815430000000001,-4.7163087,-0.2734376,-1.4211912999999998,-1020.6677839011022,-1711.498307746211,721.4910074548259,1992.9569741068656,347.8500000000001
6380,127.599,-8.937824299999999,312.697419,393.1598642,770387.0770858,-8.8747703,312.6553396,393.15999,770499.103281,4.8740812,-3.202978400000001,0.0041913,22800.0,-0.0003478999999999,-0.0004759,0.0001258,0.0,4.855950000000009,3.849999999994123,-3.248299999999915,-7.387500000177738,-0.0151500000001192,16.299999999702663,22799.943900000653,184.53125012464005,0.002,0.0373858642578125,-1.125625,-0.5619512939453125,6.0,10.0,180.0,-0.6010742000000001,-4.6396485,-0.2690431,-1.4509277,-1014.2818919505512,-1715.244653873105,721.652503727413,1992.819487053433,347.7750000000001
6381,127.619,-8.8401563,312.6335254,393.159959,770843.0793976,-8.7767951,312.5920008,393.15999,770955.1032809999,4.899091299999999,-3.1615471000000004,0.0010338,22800.0,-0.0003815999999999,-0.0004452,3.1000000000000225e-05,0.0,4.915299999999956,-2.443749999991875,-3.199225000000183,14.949999999913643,0.0495499999999538,4.631250000031173,22800.664924999,34.33124948067707,0.002,0.0652191162109375,-1.071622314453125,-0.5423956298828125,6.0,10.0,180.0,-0.6132813000000001,-4.6113281,-0.2666015,-1.45708,-999.9154459752756,-1723.2328269365526,722.0802518637065,1992.456243526717,344.55000000000007
6382,127.639,-8.7420986,312.5704911,393.1601347,771299.0825332,-8.678300400000001,312.5294728,393.15999,771411.1032809999,4.9282217,-3.1216267000000006,-0.0048254999999999,22800.0,-0.0002811999999999,-0.0004665,-0.0001446999999999,0.0,4.904525000000026,1.0999999999983117,-3.089349999999058,13.425000000211185,0.0066000000003896,-18.5562500000458,22800.08125000168,-154.49375059680898,0.002,-0.0095660400390625,-1.0220196533203123,-0.5129541015625,6.0,10.0,180.0,-0.6054687000000001,-4.7026365000000006,-0.2700194999999999,-1.4406737,-980.7687229876378,-1734.9554134682762,721.2366259318533,1993.1736217633584,354.2250000000001
6383,127.659,-8.6432344,312.50843840000005,393.1599931,771755.0827851,-8.5792933,312.4677595,393.15999,771867.1032809999,4.9473602,-3.0871431,-0.0001053999999999,22800.0,-0.0004708999999999,-0.0006572,-3.099999999999772e-06,0.0,4.952649999999982,2.0125000000037345,-3.0647000000001867,-16.95625000017742,-0.0529499999998961,1.1062500000491582,22799.44609999948,-55.78749842235702,0.002,-0.0640478515625,-1.106171875,-0.534329833984375,6.0,10.0,180.0,-0.5771485000000001,-4.6992189,-0.2749024,-1.4319579,-963.809861493819,-1744.419706734138,721.2518129659267,1993.160810881679,356.6250000000001
6384,127.679,-8.54413,312.4470274,393.1598468,772211.0808396,-8.4797804,312.40686500000004,393.15999,772323.103281,4.975157599999999,-3.0466386000000005,0.0047774,22800.0,-0.0003904999999999,-0.0006734,0.0001432,0.0,4.977275000000025,6.050000000001875,-3.1062000000005696,-3.731249999816555,0.0043750000003228,17.268749999743704,22800.064099999145,197.41249852821343,0.002,0.01122802734375,-1.1234112548828126,-0.56276611328125,6.0,10.0,180.0,-0.5888672,-4.640624900000001,-0.2709962,-1.446826,-958.0684307469096,-1747.035353367069,721.9139064829633,1992.5979054408397,356.92500000000007
6385,127.699,-8.4442919,312.3859727,393.1600233,772667.0816406,-8.3797687,312.3467929,393.15999,772779.1032809999,4.9949497,-2.9904649,-0.0011144999999999,22800.0,-0.0005398999999999,-0.0002256,-3.329999999999976e-05,0.0,4.998550000000002,-8.618750000022336,-3.034424999998464,21.118749999970987,0.0524999999996111,-3.2937499995000508,22800.390224999865,-8.587499905767618,0.002,0.0324072265625,-1.0558380126953124,-0.5344940185546875,6.0,10.0,180.0,-0.6074220000000001,-4.7563476,-0.2661133,-1.4222168,-944.6367153734548,-1754.2956766835346,721.9469532414817,1992.56995272042,353.55000000000007
6386,127.719,-8.344561500000001,312.3262559,393.1601426,773123.0828537,-8.279264600000001,312.2875487,393.15999,773235.1032809999,5.0345583000000005,-2.9512025,-0.0050859999999999,22800.0,-8.58999999999986e-05,-0.0002915,-0.0001525999999999,0.0,4.992675000000002,8.006250000014413,-2.909424999999999,3.6000000001479293,-0.0173500000002491,-18.50000000018781,22800.02974999952,-188.82499934981465,0.002,-0.047276611328125,-1.0469757080078126,-0.513017578125,6.0,10.0,180.0,-0.6411134000000002,-4.759765799999999,-0.2739258999999999,-1.405298,-922.9828576867274,-1766.6833383417672,720.8924766207408,1993.4669763602096,350.4000000000001
6387,127.739,-8.243641499999999,312.2675497,393.1599335,773579.0798782001,-8.1782754,312.2291353,393.15999,773691.1032809999,5.0504485,-2.9178111000000007,0.0018941,22800.0,-0.0003310999999999,-0.0005397,5.650000000000025e-05,0.0,5.062999999999995,-0.6124999999857067,-2.9240750000013804,-16.22500000024729,-0.0449250000002621,8.243749999792271,22799.411800000235,102.99999994466198,0.002,-0.065050048828125,-1.1126153564453125,-0.5493048095703125,6.0,10.0,180.0,-0.6132813,-4.6982421,-0.2758790999999999,-1.4211914,-907.7424288433637,-1774.0891691708837,721.4272383103704,1993.011988180105,353.7750000000001
