DataSet,DataPath,Reference_Model,Compared_Model,Improvement_Percent
ST_Plate_Notch,DMC60H_AL2007T4_Gear_Normal_3,Random_Forest,Recurrent_Neural_Net,-19.869641239670425
ST_Plate_Notch,DMC60H_AL2007T4_Plate_Normal_3,Random_Forest,Recurrent_Neural_Net,55.759813061495755
ST_Plate_Notch,DMC60H_S235JR_Gear_Normal_3,Random_Forest,Recurrent_Neural_Net,-18.36458898250616
ST_Plate_Notch,DMC60H_S235JR_Plate_Normal_3,Random_Forest,Recurrent_Neural_Net,27.12652889670502
ST_Plate_Notch_Measurements,DMC60H_AL2007T4_Gear_Normal_3,Random_Forest,Recurrent_Neural_Net,-59.662629669943826
ST_Plate_Notch_Measurements,DMC60H_AL2007T4_Plate_Normal_3,Random_Forest,Recurrent_Neural_Net,57.19785076924558
ST_Plate_Notch_Measurements,DMC60H_S235JR_Gear_Normal_3,Random_Forest,Recurrent_Neural_Net,-26.869201232922375
ST_Plate_Notch_Measurements,DMC60H_S235JR_Plate_Normal_3,Random_Forest,Recurrent_Neural_Net,31.94342031784658
