Unnamed: 0,time,pos_x,pos_y,pos_z,pos_sp,cmd_pos_x,cmd_pos_y,cmd_pos_z,cmd_pos_sp,cmd_v_x,cmd_v_y,cmd_v_z,cmd_v_sp,cont_dev_x,cont_dev_y,cont_dev_z,cont_dev_sp,v_x,a_x,v_y,a_y,v_z,a_z,v_sp,a_sp,time_diff,a_p,a_e,phi,curr_x,curr_y,curr_z,curr_sp,f_x_sim,f_y_sim,f_z_sim,f_sp_sim,materialremoved_sim
6632,132.63899999999998,-3.6499854000000007,164.8623603,386.159999,827960.0467362001,-3.64999,164.7371635,386.16,828055.9680000001,-0.0001758999999996,-9.6113672,4.559999999999521e-05,19200.0,-4.599999999996531e-06,-0.0003976999999999,1.0000000000062826e-06,0.0,-0.0004749999999997,-0.1875000000011967,-9.563450000000271,-4.212499999844965,0.000225000000853,-0.1187500000554564,19200.0159999996,38.624999433709306,0.002,6.0,10.0,180.0,0.3051754999999995,-4.7392578,-0.4482424,-0.6654785000000001,-4.369646429664532e-36,7.720823353670054e-36,1.96524518999138e-36,8.871582803984743e-36,0.0
6633,132.659,-3.6500206,164.67509760000002,386.1600088,828344.0468504999,-3.64999,164.5671806,386.16,828439.968,0.0010171000000003,-6.1245709,-0.0003451,19200.0,3.060000000000347e-05,-0.0044573999999999,-8.799999999993717e-06,0.0,0.0,1.093750000000258,-8.176525000000368,293.9437499998476,0.0005000000001587,-0.4875000001902663,19199.895875001675,47.21250079474412,0.002,6.0,10.0,180.0,0.3022458999999996,-5.9697267,-0.4482424,-0.6659911999999999,-2.184823214832266e-36,3.860411676835027e-36,9.8262259499569e-37,4.435791401992372e-36,0.0
6634,132.679,-3.6499561,164.5758349,386.1602385,828728.047377,-3.64999,164.50627630000002,386.1651821,828823.968,-0.0011256999999996,-2.4757102,0.9689705,19200.0,-3.389999999999653e-05,-0.0417151999999999,-0.0002009999999999,0.0,-0.0112249999999924,-0.2374999999970832,-2.7377999999991687,88.68125000009996,0.1310999999986961,49.00624999990555,19200.136199998087,64.3624996884726,0.002,6.0,10.0,180.0,0.3105467999999996,-5.3120118,-0.0361329,-0.6644531,-1.092411607416133e-36,1.9302058384175132e-36,4.9131129749784496e-37,2.2178957009961858e-36,0.0
6635,132.699,-3.6499707,164.536578,386.1866386,829112.0476288,-3.64999,164.499981,386.228787,829207.968,-0.0006430999999996,-1.1777365,6.723437100000001,19200.0,-1.929999999999653e-05,-0.0353319999999999,-0.0111017999999999,0.0,0.01000000000001,-0.6750000000027251,-1.177000000000561,49.568750000084094,3.26267500000057,323.73125000049185,19200.06750000175,-12.86875049099326,0.002,6.0,10.0,180.0,0.3037108999999996,-5.056640700000001,2.1596679,-0.6665037999999999,-5.462058037080665e-37,9.651029192087568e-37,2.4565564874892248e-37,1.1089478504980929e-36,0.0
6636,132.719,-3.6499999,164.51724910000002,386.3794179,829496.0481553,-3.64999,164.499981,386.5673236,829591.9680000001,0.0003391000000003,-0.5756133,27.370383500000003,19200.0,9.900000000003464e-06,-0.0172682999999999,-0.0816930999999999,0.0,0.0024499999999982,1.468750000002715,-0.6845749999996542,25.568749999926865,19.482925000001217,1275.699999999702,19199.998875000165,12.874999811360611,0.002,6.0,10.0,180.0,0.3032223999999995,-4.9462891,6.2895506,-0.6670165000000001,-2.7310290185403325e-37,4.825514596043784e-37,1.2282782437446124e-37,5.5447392524904644e-37,0.0
6637,132.73899999999998,-3.6499307,164.50793760000002,387.0650175,829880.0472396,-3.64999,164.499981,387.5658601,829975.968,-0.0019777999999996,-0.2652292,65.0016162,19200.0,-5.929999999999654e-05,-0.0079568999999999,-0.2427561999999999,0.0,0.0024249999999947,-1.1000000000010683,-0.2998000000005163,6.649999999908118,51.683349999999,2050.725000000142,19200.239149999103,4.287501360708848,0.002,6.0,10.0,180.0,0.3081052999999996,-4.8657226,10.0307618,-0.661377,-1.3655145092701665e-37,2.412757298021892e-37,6.141391218723062e-38,2.7723696262452322e-37,0.0
6638,132.759,-3.6499963,164.503537,388.5801475,830264.04859,-3.64999,164.499981,389.6075634,830359.968,0.0002031000000003,-0.1185495,118.2884463,19200.0,6.200000000003466e-06,-0.0035565999999999,-0.4336514,0.0,0.0053749999999963,-0.1749999999994493,-0.1405999999995799,6.356249999939223,102.87182499999972,2890.3124999999363,19199.93020000111,34.33124948078766,0.002,6.0,10.0,180.0,0.3051756999999996,-4.8540039,13.857910100000002,-0.6695800000000001,-6.827572546350831e-38,1.206378649010946e-37,3.070695609361531e-38,1.3861848131226161e-37,0.0
6639,132.779,-3.6499658,164.5015968,391.2130332,830648.0482925001,-3.64999,164.499981,392.8924332,830743.968,-0.0008597999999996,-0.0538685,175.82630790000002,19200.0,-2.419999999999654e-05,-0.0016159999999999,-0.5975156,0.0,-0.0073250000000024,0.5375000000002226,-0.0730000000004338,3.837500000081208,160.43945000000122,2928.524999999737,19200.222024999675,-60.07500051036477,0.002,6.0,10.0,180.0,0.3120117999999996,-4.8417968,14.2451172,-0.6572754,-3.4137862731754156e-38,6.03189324505473e-38,1.5353478046807655e-38,6.930924065613081e-38,0.0
6640,132.799,-3.64996,164.5006123,395.0218818,831032.0490936,-3.64999,164.499981,397.4373029,831127.9680000001,-0.0010223999999996,-0.0210560999999999,236.0603451,19200.0,-2.999999999999653e-05,-0.0006316999999999,-0.6804945,0.0,-0.0007250000000014,0.0624999999976658,-0.0224750000000995,3.606249999954514,220.80297499999944,3022.093749999755,19199.878700001864,-47.20624929158949,0.002,6.0,10.0,180.0,0.3115233999999995,-4.854980599999999,14.904297,-0.6639405,-1.7068931365877076e-38,3.015946622527365e-38,7.676739023403826e-39,3.4654620328065403e-38,0.0
6641,132.81900000000002,-3.649964900000001,164.50024119999998,400.0448475,831416.0491396,-3.64999,164.499981,403.2421726,831511.968,-0.0008326999999996,-0.0086862,297.8238137,19200.0,-2.509999999999653e-05,-0.0002605999999999,-0.7175903,0.0,0.0002500000000016,-0.2999999999974925,-0.0248999999996613,-1.037499999867464,281.80639999999926,3126.475000000184,19200.221999999485,-25.75000107735396,0.002,6.0,10.0,180.0,0.3139648999999996,-4.8569336,15.3593748,-0.659326,-8.534465682938538e-39,1.5079733112636822e-38,3.838369511701914e-39,1.73273101640327e-38,0.0
