Unnamed: 0,time,pos_x,pos_y,pos_z,pos_sp,cmd_pos_x,cmd_pos_y,cmd_pos_z,cmd_pos_sp,cmd_v_x,cmd_v_y,cmd_v_z,cmd_v_sp,cont_dev_x,cont_dev_y,cont_dev_z,cont_dev_sp,v_x,a_x,v_y,a_y,v_z,a_z,v_sp,a_sp,time_diff,a_p,a_e,phi,curr_x,curr_y,curr_z,curr_sp,f_x_sim,f_y_sim,f_z_sim,f_sp_sim,materialremoved_sim
2312,46.239,-3.65,164.59882929999998,398.160001,826879.1575302,-3.64999,164.5121843,398.16,826975.968,0.0003064999999999,-3.1637306,-5.22000000000019e-05,19200.0,1.0000000000002793e-05,-0.0176816,-9.999999999999112e-07,0.0,0.0043999999999932,0.850000000002239,-5.28662499999939,441.2812500000029,0.0012249999997493,0.6750000000721457,19200.136175000807,55.78749987762421,0.002,6.0,10.0,180.0,0.3164063999999998,-6.6923828,-0.3374023,-0.6649659,-1.0958518475853184e-36,1.9300713317631348e-36,4.916805601112112e-37,2.219473998319585e-36,0.0
2313,46.259,-3.6500323,164.5519268,398.1600207,827263.1575759,-3.64999,164.499981,398.16,827359.968,0.0014075999999999,-1.667614,-0.0006706,19200.0,4.23000000000028e-05,-0.0500283999999999,-2.069999999999991e-05,0.0,-0.0092749999999974,1.7687499999946574,-1.4409499999999298,-36.743749999956776,0.0024500000009197,-1.9000000001767603,19199.86152500205,-21.45624966942705,0.002,6.0,10.0,180.0,0.3178710999999998,-4.7236329,-0.3354491,-0.6670165,-5.4792592379265934e-37,9.650356658815674e-37,2.458402800556056e-37,1.1097369991597926e-36,0.0
2314,46.279,-3.6499386,164.5242568,398.1599638,827647.1565230001,-3.64999,164.499981,398.16,827743.9680000001,-0.0017445,-0.809207,0.0012043999999999,19200.0,-5.13999999999972e-05,-0.0242763,3.620000000000009e-05,0.0,0.0,-1.699999999996148,-0.93040000000002,37.90625000004155,0.0019499999993399,2.875000000202021,19200.06749999884,94.41249931114726,0.002,6.0,10.0,180.0,0.3188476999999998,-4.999999900000001,-0.3383789,-0.6700927,-2.7396296189632963e-37,4.825178329407837e-37,1.229201400278028e-37,5.548684995798963e-37,0.0
2315,46.299,-3.649995,164.5111329,398.1600166,745231.1585601999,-3.64999,164.499981,398.16,745327.968,0.0001705999999999,-0.3717395,-0.0005534,19200.0,5.000000000002793e-06,-0.0111521999999999,-1.659999999999991e-05,0.0,0.0097499999999972,0.9062499999962232,-0.442625000000163,16.418749999935756,-0.0029499999996573,-1.2812500003178684,-41380799.81227501,-5175000072.950001,0.002,6.0,10.0,180.0,0.3139648999999999,-4.8725587,-0.3388672,-0.6690672999999999,-1.369814809481648e-37,2.4125891647039185e-37,6.14600700139014e-38,2.774342497899481e-37,0.0
2316,46.319,-3.6500255,164.5051681,398.1600205,415.1570954,-3.64999,164.499981,398.15976,511.968,0.0011526999999999,-0.1729116,-0.1406900999999999,19200.0,3.5500000000002794e-05,-0.0051872999999999,-2.049999999999991e-05,0.0,-0.0046249999999914,1.412500000003148,-0.1994750000001488,3.5999999999702936,-0.0004750000002218,-2.318749999830061,19199.94735,5175000098.706251,0.002,6.0,10.0,180.0,0.3188477999999998,-4.8315428,-0.3359374,-0.6675291999999999,-6.849074047408241e-38,1.2062945823519592e-37,3.07300350069507e-38,1.3871712489497408e-37,0.0
2317,46.339,-3.6499863,164.5023214,398.148791,799.1577589999999,-3.64999,164.499981,398.1050333,895.9680000000001,-0.0001224,-0.0780221,-7.8124786,19200.0,-3.699999999997206e-06,-0.0023406999999999,0.0071254,0.0,-0.0022000000000077,-1.1687500000023825,-0.0998250000002087,2.931250000060004,-2.825199999999484,-527.4687500001818,19200.10185,-21.456250000403816,0.002,6.0,10.0,180.0,0.3164063999999998,-4.8300782,-3.0878905,-0.6670166,-3.4245370237041204e-38,6.031472911759796e-38,1.536501750347535e-38,6.935856244748704e-38,0.0
2318,46.359,-3.6499962,164.5010344,397.9165333,1183.1593841,-3.64999,164.499981,397.7082715,1279.9679999999998,0.0001820999999999,-0.0351187,-31.0151054,19200.0,6.200000000002792e-06,-0.0010534999999999,0.1078669,0.0,0.0048999999999965,-1.8874999999973767,-0.0537249999993605,0.7312499999301281,-23.10425000000152,-1344.056249999781,19199.998825,38.61875000073924,0.002,6.0,10.0,180.0,0.3115233999999998,-4.8237306,-6.8720704,-0.6654785000000001,-1.7122685118520602e-38,3.015736455879898e-38,7.682508751737673e-39,3.467928122374352e-38,0.0
2319,46.379000000000005,-3.6500438,164.5003458,397.1637226,1567.1584685,-3.64999,164.499981,396.6974255,1663.968,0.0018038999999999,-0.0121694,-55.49030260000001,19200.0,5.3800000000002805e-05,-0.0003650999999999,0.2600155,0.0,0.0092749999999974,1.4687499999999083,-0.0173500000002491,3.356250000052796,-51.61987499999867,-1143.6125000003017,19200.307875,-4.2875000018400895,0.002,6.0,10.0,180.0,0.3085936999999998,-4.840820299999999,-6.1992188,-0.6588135,-8.561342559260301e-39,1.507868227939949e-38,3.8412543758688365e-39,1.733964061187176e-38,0.0
2320,46.399,-3.6500448,164.50004570000002,395.9681406,1951.1596818,-3.64999,164.499981,395.2707968,2047.968,0.0018306999999999,-0.0021698999999999,-66.6219229,19200.0,5.48000000000028e-05,-6.52999999999986e-05,0.2569557999999999,0.0,-0.0136749999999907,2.431249999998442,-0.0041500000001803,2.449999999853958,-65.7221750000005,-447.6374999995869,19199.844350000003,-25.75624999946085,0.002,6.0,10.0,180.0,0.3095704999999998,-4.8564453,-2.9077149,-0.6644531,-4.280671279630151e-39,7.539341139699744e-39,1.9206271879344183e-39,8.66982030593588e-39,0.0
2321,46.419,-3.6498829,164.49999409999998,394.6154197,2335.1586975,-3.64999,164.499981,393.8220019,2431.968,-0.0035728,-0.0004505,-62.02398480000001,19200.0,-0.0001070999999999,-1.3599999999998614e-05,0.1306847,0.0,-0.0083249999999979,-2.9812500000003785,-0.0178249999997603,-0.2499999999017177,-66.31712499999907,467.28124999972914,19200.153375,-60.08124999808642,0.002,6.0,10.0,180.0,0.3188474999999998,-4.8569336,0.9814454,-0.6577879,-2.1403356398150752e-39,3.7696705698498726e-39,9.603135939672091e-40,4.33491015296794e-39,0.0
