DataSet,DataPath,Model,MAE,StdDev,MAE_Ensemble
ohne y-1,AL_2007_T4_Gear_Normal_3,Recurrent_Neural_Net,0.1603537000017178,0.013788429524610225,0.14406459247847228
ohne y-1,AL_2007_T4_Plate_Normal_3,Recurrent_Neural_Net,0.1738701680530193,0.006636382023701652,0.16198092985917786
ohne y-1,S235JR_Gear_Normal_3,Recurrent_Neural_Net,0.12318899348389323,0.01308542321619966,0.12133623112210441
ohne y-1,S235JR_Plate_Normal_3,Recurrent_Neural_Net,0.13031585043043567,0.002264597353413315,0.12856806946619626
ohne y-1,AL_2007_T4_Gear_Normal_3,Random_Forest,0.12242443817462076,2.237726045655905e-17,0.12351883165215956
ohne y-1,AL_2007_T4_Plate_Normal_3,Random_Forest,0.19293814008212604,1.7554167342883506e-17,0.19247059779195624
ohne y-1,S235JR_Gear_Normal_3,Random_Forest,0.10109615742987703,0.0,0.10057958843746213
ohne y-1,S235JR_Plate_Normal_3,Random_Forest,0.10038014671922117,2.0110825152671374e-17,0.09954485144696187
mit y-1,AL_2007_T4_Gear_Normal_3,Recurrent_Neural_Net,0.10638195667976871,0.03250238048343427,0.09475943367902594
mit y-1,AL_2007_T4_Plate_Normal_3,Recurrent_Neural_Net,0.09701540149504367,0.037438242968247507,0.08440754811428088
mit y-1,S235JR_Gear_Normal_3,Recurrent_Neural_Net,0.07202863042637345,0.0027649572430901064,0.06719575588849573
mit y-1,S235JR_Plate_Normal_3,Recurrent_Neural_Net,0.04470838408908536,0.0017405351049467228,0.042340181689827124
mit y-1,AL_2007_T4_Gear_Normal_3,Random_Forest,0.04925377531109786,6.582812753581314e-18,0.04903859020024239
mit y-1,AL_2007_T4_Plate_Normal_3,Random_Forest,0.047567651664587055,6.938893903907228e-18,0.04735602098613151
mit y-1,S235JR_Gear_Normal_3,Random_Forest,0.08095328508307584,1.2412670766236365e-17,0.08007352502775562
mit y-1,S235JR_Plate_Normal_3,Random_Forest,0.048115161855294755,4.9065389333867974e-18,0.047782381635747495
