DataSet,DataPath,Reference_Model,Compared_Model,Improvement_Percent
Reference,DMC60H_AL2007T4_Gear_Normal_3,Random_Forest,Random_Forest_TPESampler,-16.6929654433112
Reference,DMC60H_AL2007T4_Gear_Normal_3,Random_Forest,Random_Forest_RandomSampler,-13.360559536443894
Reference,DMC60H_AL2007T4_Gear_Normal_3,Random_Forest,Random_Forest_GridSampler,-17.4424345267782
Reference,DMC60H_AL2007T4_Plate_Normal_3,Random_Forest,Random_Forest_TPESampler,-3.343504076860114
Reference,DMC60H_AL2007T4_Plate_Normal_3,Random_Forest,Random_Forest_RandomSampler,-1.5654260223725043
Reference,DMC60H_AL2007T4_Plate_Normal_3,Random_Forest,Random_Forest_GridSampler,-3.3804377030636266
Reference,DMC60H_S235JR_Gear_Normal_3,Random_Forest,Random_Forest_TPESampler,-1.85798602835933
Reference,DMC60H_S235JR_Gear_Normal_3,Random_Forest,Random_Forest_RandomSampler,-1.7279114935468403
Reference,DMC60H_S235JR_Gear_Normal_3,Random_Forest,Random_Forest_GridSampler,0.03518925965000879
Reference,DMC60H_S235JR_Plate_Normal_3,Random_Forest,Random_Forest_TPESampler,2.047555843412904
Reference,DMC60H_S235JR_Plate_Normal_3,Random_Forest,Random_Forest_RandomSampler,0.6017955190741591
Reference,DMC60H_S235JR_Plate_Normal_3,Random_Forest,Random_Forest_GridSampler,2.023483389348309
