,time,pos_x,pos_y,pos_z,pos_sp,cmd_pos_x,cmd_pos_y,cmd_pos_z,cmd_pos_sp,cmd_v_x,cmd_v_y,cmd_v_z,cmd_v_sp,cont_dev_x,cont_dev_y,cont_dev_z,cont_dev_sp,v_x,a_x,v_y,a_y,v_z,a_z,v_sp,a_sp,time_diff,f_x,f_y,f_z,a_p,a_e,phi,curr_x,curr_y,curr_z,curr_sp,f_x_sim,f_y_sim,f_z_sim,f_sp_sim,materialremoved_sim
1882,37.639,-19.952041,234.5230411,395.1599639,149654.37705840002,-19.8490984,234.5931992,395.16001,149748.768,7.967972899999999,5.340864399999999,0.0015379,19200.0,-0.0008037,0.0007921999999999,4.609999999999437e-05,0.0,7.933825000000107,8.850000000015871,5.374999999999375,-6.656249999892339,-0.0388000000000943,9.218750000172804,19199.655525000708,-64.36875009987997,0.002,-4.521801147460938,-1.710394287109375,-0.8132440185546875,6.0,10.0,180.0,-1.6513671000000003,-5.5834962,-0.0629880999999999,-3.7026857,778.3470254937729,-73.46928993607067,167.3284008105016,782.208111709821,577.8750000000001
1883,37.659,-19.7923575,234.6298603,395.1599502,150038.37579959998,-19.6887699,234.6988321,395.16001,150132.768,8.013912,5.2640449,0.0019934,19200.0,-0.0007234,0.0004580999999999,5.979999999999439e-05,0.0,8.03737499999988,6.043749999995545,5.332025000000584,-9.4000000002481,-0.0117249999988189,12.631249999728311,19199.930174999463,55.775000146035744,0.002,-4.481011962890625,-1.7732110595703126,-0.7768731689453126,6.0,10.0,180.0,-1.5991212,-5.5014648,-0.0576170999999999,-3.7134522,778.8960127468865,-82.30514496803534,167.5782004052508,783.4815558549105,579.6000000000001
1884,37.679,-19.6317422,234.7351454,395.1599501,150422.3790725,-19.5275811,234.803148,395.16001,150516.76799999998,8.0571646,5.194267599999999,0.0019934,19200.0,-0.0007079,0.0003457999999999,5.98999999999944e-05,0.0,8.024875000000087,2.325000000014204,5.198499999999484,-8.543749999923023,-0.0014750000005392,10.381250000435216,19199.913049999304,-72.95000014003162,0.002,-4.473250732421875,-1.7308905029296875,-0.78178466796875,6.0,10.0,180.0,-1.6372069,-5.4643554000000005,-0.0551757999999999,-3.6873048,776.6770063734432,-91.46857248401767,167.3316002026254,782.2252779274553,579.9750000000001
1885,37.699,-19.4705938,234.8386104,395.159921,150806.37795100003,-19.365543,234.9061397,395.16001,150900.76799999998,8.110650099999999,5.140829999999999,0.00297,19200.0,-0.0003689,0.0007339999999999,8.899999999999438e-05,0.0,8.147225000000002,6.468749999966133,5.153575000000643,-2.499999999905356,0.0009750000003805,7.556250000106957,19199.26070000074,38.631249844706325,0.002,-4.44246337890625,-1.7707965087890625,-0.7887445068359376,6.0,10.0,180.0,-1.652832,-5.4672852,-0.0561522999999999,-3.699096700000001,776.8725031867216,-99.78578624200884,167.5598001013127,783.3886389637277,579.9750000000001
1886,37.719,-19.3077188,234.94119730000003,395.1599364,151190.37236630003,-19.2026669,235.0078001,395.16001,151284.768,8.1342133,5.072094599999999,0.0024491,19200.0,-0.0009113,0.0006734999999999,7.359999999999439e-05,0.0,8.131824999999893,-4.768749999972594,5.108849999999876,-7.206249999924807,0.0143999999991706,3.731249999816555,19200.35934999978,60.08125019413856,0.002,-4.369432373046875,-1.7883685302734376,-0.787110595703125,6.0,10.0,180.0,-1.6293945,-5.4882812,-0.0517576999999999,-3.7601073,775.9172515933608,-105.34989312100441,167.50790005065636,783.1238194818638,579.9750000000001
1887,37.739,-19.1448261,235.042704,395.1599961,151574.3770813,-19.0389629,235.108123,395.16001,151668.768,8.1844708,4.9945779,0.0004636,19200.0,-0.0006366,0.0003597999999999,1.3899999999994383e-05,0.0,8.183600000000093,0.5562499999945671,5.019049999999936,-9.275000000208422,0.0202749999999696,-0.6062500002457227,19200.084675000107,64.36874973567174,0.002,-4.404734497070312,-1.8932598876953124,-0.77185302734375,6.0,10.0,180.0,-1.638672,-5.4370118,-0.0512693999999999,-3.7196046,774.7421257966804,-112.3264465605022,167.46745002532816,782.9184097409319,577.9500000000002
1888,37.759,-18.9807851,235.14225290000005,395.1599854,151958.380011,-18.8744428,235.2071014,395.16001,152052.76799999998,8.2233377,4.9373187,0.0008215,19200.0,-0.000687,0.0006640999999999,2.45999999999944e-05,0.0,8.220224999999994,-0.4874999999903437,4.923099999999892,-9.706249999652528,0.0053750000006402,2.318750000540604,19200.18767500005,17.162500261997046,0.002,-4.367728881835937,-1.904703979492188,-0.7911822509765625,6.0,10.0,180.0,-1.5839843,-5.505371,-0.0561524999999999,-3.6878175,773.0650628983402,-119.9802232802511,167.3652250126641,782.3972048704659,576.0750000000002
1889,37.779,-18.8160652,235.2404608,395.1599766000001,152342.3788896,-18.7091172,235.304728,395.16001,152436.76799999998,8.2661181,4.879526799999999,0.0011146,19200.0,-0.0006033,0.0009620999999999,3.339999999999434e-05,0.0,8.26097499999996,-0.4937500000189729,4.854250000000349,-4.143750000196178,0.0190250000002834,3.656250000005912,19200.033200000325,51.50625001967855,0.002,-4.327069702148438,-1.9443255615234376,-0.7989886474609375,6.0,10.0,180.0,-1.6030273999999998,-5.491211,-0.0581053999999999,-3.7026856,771.6805314491701,-127.02511164012554,167.31411250633204,782.1371024352329,582.0750000000002
1890,37.799,-18.6501876,235.3378828,395.159999,152726.3816133,-18.5429972,235.40099730000003,395.16001,152820.768,8.2964584,4.8024672,0.000366,19200.0,-0.0008764,0.0006925999999999,1.099999999999431e-05,0.0,8.325700000000058,0.4874999999905086,4.845699999999908,-1.7125000001172452,0.0315000000000509,4.6437499999996135,19200.34219999943,68.65624982290174,0.002,-4.3616650390625,-1.990592041015625,-0.7673907470703125,6.0,10.0,180.0,-1.527832,-5.4418945,-0.0610351999999999,-3.6673096,771.931265724585,-131.90655582006278,167.517056253166,783.1705512176164,580.1250000000001
1891,37.819,-18.4841153,235.43389660000005,395.1600899,153110.3838562,-18.3760942,235.4959022,395.16001,153204.768,8.3460994,4.7267432,-0.0026613999999999,19200.0,-0.0005533,0.0004711999999999,-7.990000000000566e-05,0.0,8.265124999999962,-3.5999999999924155,4.715600000000109,1.9562500002123784,0.0226999999995314,-1.162500000262412,19199.758524999925,1.816937583498657e-07,0.002,-4.32438232421875,-1.9994537353515625,-0.7597119140625,6.0,10.0,180.0,-1.5883791,-5.4633789,-0.0659178999999999,-3.6585937,768.6526328622925,-138.2062779100314,167.097528126583,781.0332756088083,578.2500000000001
1892,37.839,-18.3171457,235.5283243,395.1600927,153494.3802627,-18.2084192,235.5894367,395.16001,153588.76799999998,8.3912432,4.6579978,-0.0027589999999999,19200.0,-0.0003486,0.0004694999999999,-8.270000000000567e-05,0.0,8.423099999999994,1.900000000021412,4.699449999999672,5.437499999771944,0.0366249999999013,-8.543750000100658,19200.44517499992,21.45625003301975,0.002,-4.378366088867187,-2.0094537353515625,-0.766080322265625,6.0,10.0,180.0,-1.5595702,-5.3872069,-0.0654298999999999,-3.6929443,769.4008164311463,-144.4536389550157,167.4622640632915,782.8941378044042,575.2500000000001
1893,37.859,-18.1491534,235.6212823,395.1601035,153878.3823685,-18.0399835,235.6815941,395.16001,153972.76799999998,8.427342300000001,4.592167399999999,-0.0031171999999999,19200.0,-0.0003981,0.0005645999999999,-9.350000000000566e-05,0.0,8.346675000000037,3.65624999998379,4.610600000000176,8.4750000000966,0.0039250000000379,-12.75625000012326,19199.96450000035,-128.74374988334748,0.002,-4.359423217773437,-2.069025268554688,-0.782691650390625,6.0,10.0,180.0,-1.5932617,-5.4013671,-0.0717773999999999,-3.6816651,766.8234082155732,-149.67231947750784,167.15763203164576,781.3390689022021,573.5250000000001
1894,37.879000000000005,-17.9803418,235.7129757,395.1601193,154262.3814528,-17.870798200000003,235.77236850000003,395.16001,154356.768,8.460790999999999,4.5222128,-0.0036379999999999,19200.0,-0.0005104,0.0005454999999999,-0.0001093,0.0,8.515624999999982,3.1062500000179343,4.579100000000125,-0.6125000000523073,-0.0051499999997872,-16.906249999948386,19200.084700000298,8.587499905638106,0.002,-4.372097778320312,-2.1237725830078125,-0.7601861572265625,6.0,10.0,180.0,-1.5463867,-5.4345703,-0.0693359999999999,-3.6837158,767.8307041077866,-156.06515973875392,167.59631601582288,783.576534451101,578.0250000000001
1895,37.899,-17.8107256,235.80331070000005,395.1601357,154646.38191080003,-17.7008749,235.8617535,395.16001,154740.768,8.491710600000001,4.451066899999999,-0.0041912999999999,19200.0,-0.0006819,0.0004989999999999,-0.0001257,0.0,8.42944999999995,4.881249999977382,4.493174999999638,-4.0874999998052886,-0.0397999999989906,-11.231249999710258,19200.15334999989,-128.75000029473594,0.002,-4.379865112304688,-2.203419799804688,-0.7699951171875,6.0,10.0,180.0,-1.6025390000000002,-5.397460799999999,-0.0732421999999999,-3.695508,765.2403520538933,-161.11757986937695,167.29915800791144,782.0597672255506,576.3750000000001
1896,37.919,-17.640802700000002,235.8919922,395.1600245,155030.37962179998,-17.5302258,235.9497453,395.16001,155124.76799999998,8.5357772,4.389333799999999,-0.0004804999999999,19200.0,-0.0004261,0.0007150999999999,-1.450000000000573e-05,0.0,8.563725000000133,3.725000000010053,4.425275000000539,-1.837500000156922,-0.0419750000020258,-2.87499999984675,19199.84434999933,21.45625021491869,0.002,-4.330857543945313,-2.24268798828125,-0.818773193359375,6.0,10.0,180.0,-1.5898437,-5.3935548,-0.0703123999999999,-3.7001222,764.9581760269466,-168.19228993468846,167.5385790039557,783.2823836127752,581.9250000000001
1897,37.939,-17.469738200000002,235.9795439,395.1599305,155414.3779509,-17.3590129,236.0366403,395.16001,155508.76799999998,8.546675500000001,4.356152499999999,0.0026446,19200.0,-0.0006028,0.0006911999999999,7.95999999999943e-05,0.0,8.535649999999961,4.9437499999972205,4.364999999999242,-5.481249999839122,-0.0424749999979212,8.243749999792271,19199.65555000089,-60.0749999650594,0.002,-4.303068237304688,-2.20159912109375,-0.7972845458984374,6.0,10.0,180.0,-1.6259766,-5.4516601,-0.0688475999999999,-3.7237059,763.1805880134733,-173.53314496734424,167.42578950197785,782.7071918063875,580.5000000000001
