DataSet,DataPath,Model,MAE,StdDev,MAE_Ensemble
Standard,AL_2007_T4_Gear_Normal_3,Recurrent_Neural_Net,0.15125334842793675,0.010074112654360257,0.14471888028605878
Standard,AL_2007_T4_Plate_Normal_3,Recurrent_Neural_Net,0.15998905725306378,0.006445276586944343,0.1557624817628502
Standard,S235JR_Gear_Normal_3,Recurrent_Neural_Net,0.13970607812300634,0.004459927968361048,0.1383384468130894
Standard,S235JR_Plate_Normal_3,Recurrent_Neural_Net,0.12960400806273772,0.0016434534592639082,0.12840253203120633
Standard,AL_2007_T4_Gear_Normal_3,Random_Forest,0.1273761506882852,1.2412670766236365e-17,0.12838438469205665
Standard,AL_2007_T4_Plate_Normal_3,Random_Forest,0.19403470924607552,2.482534153247273e-17,0.19352682187339168
Standard,S235JR_Gear_Normal_3,Random_Forest,0.11384923737583455,1.3877787807814457e-17,0.11314250228076314
Standard,S235JR_Plate_Normal_3,Random_Forest,0.09509466492695032,1.7554167342883506e-17,0.09431160422065794
Zusätzlicher Input,AL_2007_T4_Gear_Normal_3,Recurrent_Neural_Net,0.11005226598320952,0.015980372300354536,0.10649226654319191
Zusätzlicher Input,AL_2007_T4_Plate_Normal_3,Recurrent_Neural_Net,0.07926306103318416,0.010979497490187612,0.07402960527477322
Zusätzlicher Input,S235JR_Gear_Normal_3,Recurrent_Neural_Net,0.1199061673339044,0.002336816241498539,0.11967748972104185
Zusätzlicher Input,S235JR_Plate_Normal_3,Recurrent_Neural_Net,0.06958532696179513,0.0014367463537297363,0.06921376035598613
Zusätzlicher Input,AL_2007_T4_Gear_Normal_3,Random_Forest,0.08344668126157809,1.0749688212373146e-17,0.0836083963730425
Zusätzlicher Input,AL_2007_T4_Plate_Normal_3,Random_Forest,0.1019501300164748,1.1610990315520314e-17,0.10172471725591434
Zusätzlicher Input,S235JR_Gear_Normal_3,Random_Forest,0.1149207410638899,1.5202354861220293e-17,0.11387711000153798
Zusätzlicher Input,S235JR_Plate_Normal_3,Random_Forest,0.05421744095730565,5.374844106186573e-18,0.05380643392099554
