Unnamed: 0,f_x,f_y,f_z,pos_x,pos_y,pos_z,pos_sp,curr_x,curr_y,curr_z,curr_sp,v_x,v_y,v_z,v_sp,a_x,a_y,a_z,a_sp,pos_x_sim,pos_y_sim,pos_z_sim,v_x_sim,v_y_sim,v_z_sim,v_sp_sim,a_x_sim,a_y_sim,a_z_sim,a_sp_sim,f_x_sim,f_y_sim,f_z_sim,f_sp_sim,m_sp_sim,materialremoved_sim,F_sim
85,1601.501464863428,-4805.969238340285,533.7524414128095,97.3978544,310.5439395,452.6293145,5768.4768738,1.6420897,-4.0214845,-0.9873048,-0.6726562,-599.8370574999999,-600.0136650000002,-189.9004149999996,19200.038337499973,-1.967125000010128,-1.5863125000237233,-4.008749999933059,-1.8453750004482568,-56.21,-235.99,-338.81,0.0,0.0,124.68,0.0,0.0,0.0,0.2078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,1509.948730487305,-4531.311035211912,503.23486328743456,85.3999335,298.5456818,448.8292588000001,6152.478224299999,1.5712891,-3.946289,-0.9560547,-0.6700929,-599.9254125,-599.9467775000013,-190.0072499999993,19200.0228875,-5.852687500004095,-0.5257500000141135,-3.57850000000326,-0.6009374988025229,-56.21,-235.99,-338.71,0.0,0.0,498.72,0.0,0.0,0.0,0.4156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,1418.39599611118,-4256.65283208354,472.7172851620599,73.4008379,286.5460684,445.0290245,6536.4777893,1.7954101999999998,-3.9951171,-0.9868163,-0.6726563,-600.0711650000001,-600.0346950000007,-190.0435549999997,19200.01430000002,-1.8267499999950587,-0.5084999999752426,-1.8421875000029784,-0.4291874995942635,-56.21,-235.99,-338.45,0.0,0.0,1122.12,0.0,0.0,0.0,0.6234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,1326.843261735055,-3981.994628955167,442.19970703668514,61.3970869,274.544294,441.22751660000006,6920.4787963,1.4223633,-4.0146483,-0.9946289,-0.6634278,-599.9984824999998,-599.9671175000003,-190.08093749999944,19200.00572000001,7.393875000005323,4.373750000058863,3.0272499999384195,0.1288749990635551,-56.21,-235.99,-337.95,0.0,0.0,1797.31,0.0,0.0,0.0,0.46127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,1235.290527358932,-3707.336425826795,411.68212891131054,49.400898600000005,262.54738369999995,437.425787,7304.478018100001,1.7177734999999998,-3.961914,-0.9677734,-0.6711180999999999,-599.7754099999999,-599.8597449999984,-189.9224650000022,19200.019454999983,98.57893749999108,107.4007500000107,36.805062499993824,0.4721874995993858,-56.21,-235.99,-337.28,0.0,0.0,2226.16,0.0,0.0,0.0,0.25347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,1143.737792982807,-3432.678222698421,381.16455078593566,37.406070500000006,250.54990420000004,433.630618,7688.479574499999,0.1240234999999999,-5.5424805,-0.5830076,-0.6608643,-596.0553250000002,-595.6710874999999,-188.60873499999968,19200.0246075,498.6771249999919,509.98424999992267,157.52381250006664,-0.6436249987018527,-56.21,-235.99,-336.5,0.0,0.0,2405.64,0.0,0.0,0.0,0.04567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,1052.1850586066828,-3158.02001957005,350.6469726605611,25.5586856,238.7205402,429.8814376,8072.4790024,-5.0322266,-9.0737306,0.7836912999999999,-0.6685548,-579.8283250000002,-579.4603750000015,-183.62151249999957,19199.993710000035,1232.5713750000034,1232.34968750003,387.62056249996846,-0.128812500861386,-56.21,-235.99,-335.7,0.0,0.0,2329.74,0.0,0.0,0.0,-0.16213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,960.6323242305598,-2883.361816441678,320.1293945351865,14.2129375,227.3714892,426.2857575,8456.4793229,-8.988281299999999,-13.270507900000002,2.0761719,-0.6608642,-546.75247,-546.3770999999987,-173.10391250000094,19200.01945499996,2051.699312500007,2041.1273750000464,649.1995624999802,0.901062500088301,-56.21,-235.99,-334.97,0.0,0.0,2010.5,0.0,0.0,0.0,-0.36993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,869.0795898544347,-2608.703613313306,289.6118164098117,3.6885868,216.8654562,422.9572811,8840.479780599999,-13.9721678,-16.5214843,3.1196289,-0.6644532,-497.7603524999999,-497.8152799999996,-157.65353000000033,19200.02975250004,2653.500687500001,2632.1496249999755,837.7261250000245,0.472125001851964,-56.21,-235.99,-334.39,0.0,0.0,1441.91,0.0,0.0,0.0,-0.57773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,777.5268554783113,-2334.0454101849327,259.094238284437,-5.6974766,207.458878,419.9796163,9224.480513000002,-13.329589800000004,-17.224609299999997,3.28125,-0.65625,-440.6124425,-441.09111499999966,-139.59486749999996,19200.03834000004,2918.4869999999987,2914.755687499984,927.095125000008,-1.1586875018110732,-56.21,-235.99,-334.03,0.0,0.0,736.0,0.0,0.0,0.0,-0.506939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
