Unnamed: 0,f_x,f_y,f_z,pos_x,pos_y,pos_z,pos_sp,curr_x,curr_y,curr_z,curr_sp,v_x,v_y,v_z,v_sp,a_x,a_y,a_z,a_sp,pos_x_sim,pos_y_sim,pos_z_sim,v_x_sim,v_y_sim,v_z_sim,v_sp_sim,a_x_sim,a_y_sim,a_z_sim,a_sp_sim,f_x_sim,f_y_sim,f_z_sim,f_sp_sim,m_sp_sim,materialremoved_sim,F_sim
0,3743.408203128405,-3740.356445315905,5614.074707036356,261.3519816,474.5000029,504.545962,295.50341660000004,-0.2851561999999999,-5.5986328,0.3032223,0.0,-0.0001550000007455,-0.0002449999954023,0.0003000000020847,0.0034300000010034,0.0137500000363388,0.000124999743889,-0.1457500000157097,-0.0857500000250865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,3682.373046878349,-3679.321289065849,5522.521972661272,261.3519785,474.49999800000006,504.545968,295.50348520000006,-0.2841796,-5.5981445,0.3032223,0.0,0.0001199999999812,-0.0002425000005246,-0.0026149999982294,0.0017150000005017,0.0088125000274885,-0.0018125001233215,0.0576249999184597,-0.2144375000412424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,3621.3378906282937,-3618.286132815792,5430.969238286189,261.3519864,474.4999932,504.5458574000001,295.50348520000006,-0.2841796,-5.5986328,0.3061524999999999,0.0,0.000197500000354,-0.0003175000003352,0.0026049999988231,-0.0051475000006462,-0.0213750000099821,-0.0006874999414208,0.1166874999114497,-0.0429375000265963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3560.302734378238,-3557.250976565741,5339.416503911108,261.3519864,474.4999853000001,504.5460722,295.50327930000003,-0.2827147,-5.600586,0.321289,0.0,-0.000735000000418,-0.0002699999981814,0.0020524999982285,-2.500000562122296e-06,0.0061249999916412,0.0110625000360187,-0.2963749999196352,0.1715624999931719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,3499.267578128184,-3496.215820315684,5247.863769536023,261.351957,474.4999824,504.5459395,295.50348510000003,-0.2836914,-5.6025392,0.3276367,0.0,0.0004425000000196,0.0001250000011054,-0.0092499999979622,0.0017149999990806,0.0385000000235891,0.008062499894379,0.2519375000531454,-0.1285624999880497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,3438.2324218781264,-3435.180664065624,5156.311035160939,261.3520041,474.4999903000001,504.5457022000001,295.5033479,-0.283203,-5.6044924,0.3427734999999999,0.0,0.0008050000005255,5.249999759371349e-05,0.0121300000003543,-0.0051450000000841,-0.059437499970727,-0.0184375000600311,0.8909999998962803,6.250004958019417e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,3377.197265628072,-3374.145507815573,5064.7583007858575,261.3519892,474.4999844999999,504.5464247,295.50327930000003,-0.2836915,-5.6074222,0.3085936999999999,0.0,-0.0019349999988094,-0.0006125000012957,0.0263899999978889,0.0017175000010638,-0.0591250000070431,-0.0112499999005422,-0.1267499999357824,0.2573125000182585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,3316.162109378015,-3313.110351565518,4973.205566410772,261.35192670000004,474.4999658,504.5467578,295.50341660000004,-0.2851564,-5.6098634,0.2211913,0.0,-0.0015599999997562,-0.0003974999984279,0.007060000002923,0.0051475000006462,0.0630624999686801,0.0158750000167628,-0.9174374998721646,-6.250004958019417e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,3255.12695312796,-3252.07519531546,4881.65283203569,261.3519268,474.4999686,504.5467071000001,295.50348520000006,-0.2929686999999999,-5.614746,0.1767578,0.0,0.0005874999999377,2.249999937475877e-05,-0.0103074999969976,0.0017149999990806,0.0846874999993474,0.0234375000118802,-0.4316250001679123,-0.1286875000516829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,3194.091796877905,-3191.040039065403,4790.100097660607,261.35195020000003,474.4999667,504.5463455000001,295.5034852,-0.2944336,-5.6186521,0.1606445,0.0,0.0018275000002176,0.0005400000020472,-0.0102050000037934,-1.4210854715202004e-12,-0.0098125000036475,0.0061875000056943,0.1913124998509374,-0.0857499999540323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
