DataSet,DataPath,Model,MAE,StdDev,MAE_Ensemble
ohne z,DMC_AL2007T4_Gear_Normal_3,Recurrent_Neural_Net,0.17027246484643527,0.03376281071831033,0.1667532888472687
ohne z,DMC_AL2007T4_Plate_Normal_3,Recurrent_Neural_Net,0.17824136819171427,0.026224178348897467,0.1662235243628806
ohne z,DMC_S235JR_Gear_Normal_3,Recurrent_Neural_Net,0.12333586038216482,0.006581822864347999,0.1331182832407949
ohne z,DMC_S235JR_Plate_Normal_3,Recurrent_Neural_Net,0.1334211528567151,0.0019548522410543874,0.13220155221906726
ohne z,DMC_AL2007T4_Gear_Normal_3,Random_Forest,0.1331028106111734,2.6331251014325257e-17,0.13347924771093572
ohne z,DMC_AL2007T4_Plate_Normal_3,Random_Forest,0.17999069566552978,0.0,0.1800156592060812
ohne z,DMC_S235JR_Gear_Normal_3,Random_Forest,0.10854638246648955,0.0,0.10968571235197135
ohne z,DMC_S235JR_Plate_Normal_3,Random_Forest,0.09783361269784485,0.0,0.0970068746423471
mit z,DMC_AL2007T4_Gear_Normal_3,Recurrent_Neural_Net,0.1168765168959311,0.015482160090612285,0.11059358667234621
mit z,DMC_AL2007T4_Plate_Normal_3,Recurrent_Neural_Net,0.09513811894939359,0.019060844650645656,0.08874211839327155
mit z,DMC_S235JR_Gear_Normal_3,Recurrent_Neural_Net,0.10232464422678982,0.004452258760240584,0.10058439407443233
mit z,DMC_S235JR_Plate_Normal_3,Recurrent_Neural_Net,0.07513582049159574,0.0013281451625404771,0.07377199051106452
mit z,DMC_AL2007T4_Gear_Normal_3,Random_Forest,0.09492146003451743,1.1610990315520314e-17,0.09570976250511361
mit z,DMC_AL2007T4_Plate_Normal_3,Random_Forest,0.10436501311805366,1.2412670766236365e-17,0.10399247887020747
mit z,DMC_S235JR_Gear_Normal_3,Random_Forest,0.11432243142335671,2.0584085788909643e-17,0.1148002575932382
mit z,DMC_S235JR_Plate_Normal_3,Random_Forest,0.06061701766832324,8.777083671441753e-18,0.06028555260713126
