pos_x,pos_y,pos_z,v_sp,v_x,v_y,v_z,a_x,a_y,a_z,a_sp,curr_x,curr_y,curr_z,curr_sp,f_x_sim,f_y_sim,f_z_sim,f_sp_sim,materialremoved_sim,CONT_DEV_X,CONT_DEV_Y,CONT_DEV_Z,CONT_DEV_SP
-1.148035,175.960024,393.15999,22800.0,0.0,-5.833335000001227,0.0,0.0,-0.0002500001983207,0.0,0.0,0.3110350999999999,-4.873047,-0.4008791,-0.5952392,0.0,0.0,0.0,0.0,0.0,-2.229999999999653e-05,-5.97000000000014e-05,1.1400000000000096e-05,0.0
-1.148035,175.8433573,393.15999,22800.0,0.0,-5.833334999999806,0.0,0.0,7.105427357601002e-11,0.0,0.0,0.3100585999999999,-4.8266601,-0.4008791,-0.6152344000000001,0.0,0.0,0.0,0.0,0.0,2.7400000000003468e-05,-7.66000000000014e-05,-2.9999999999990194e-07,0.0
-1.148035,175.7266907,393.15999,22800.0,0.0,-5.833330000000103,0.0,0.0,0.0002499999851579,0.0,0.0,0.3076171999999999,-4.8510743,-0.4003909,-0.6065186,0.0,0.0,0.0,0.0,0.0,6.9000000000034695e-06,0.00012769999999999858,-1.2899999999999904e-05,0.0
-1.148035,175.610024,393.15999,22800.0,0.0,-5.833334999999806,0.0,0.0,-0.0002499999851579,0.0,0.0,0.3081054999999999,-4.828125200000001,-0.400391,-0.6095949,0.0,0.0,0.0,0.0,0.0,-5.599999999996531e-06,0.00014249999999999858,1.5400000000000097e-05,0.0
-1.148035,175.4933573,393.15999,22800.0,0.0,-5.833334999999806,0.0,0.0,0.0,0.0,0.0,0.3081055999999998,-4.8754883,-0.3994144,-0.6342041999999999,0.0,0.0,0.0,0.0,0.0,-2.799999999996531e-06,0.0002238999999999986,1.2500000000000097e-05,0.0
-1.148035,175.37669069999998,393.15999,22800.0,0.0,-5.833330000001524,0.0,0.0,0.0002499999141036,0.0,0.0,0.3095701999999999,-4.872558499999999,-0.3999027,-0.6306153,0.0,0.0,0.0,0.0,0.0,-1.369999999999653e-05,0.0001549999999999986,-5.999999999999904e-06,0.0
-1.148035,175.260024,393.15999,22800.0,0.0,-5.833334999999806,0.0,0.0,-0.0002499999141036,0.0,0.0,0.3085936999999999,-4.823730500000001,-0.3994144,-0.6070313,0.0,0.0,0.0,0.0,0.0,5.000000000003469e-06,-6.0600000000001405e-05,-1.3799999999999902e-05,0.0
-1.148035,175.1433573,393.15999,22800.0,0.0,-5.833334999999806,0.0,0.0,0.0,0.0,0.0,0.3095702999999999,-4.8701173,-0.3989261,-0.5926758000000001,0.0,0.0,0.0,0.0,0.0,-6.699999999996531e-06,0.0002385999999999986,1.6300000000000098e-05,0.0
-1.148035,175.0266907,393.15999,22800.0,0.0,-5.833330000000103,0.0,0.0,0.0002499999851579,0.0,0.0,0.3105468999999999,-4.8359375,-0.3989261,-0.6080566000000001,0.0,0.0,0.0,0.0,0.0,7.900000000003468e-06,6.029999999999859e-05,9.600000000000098e-06,0.0
-1.148035,174.910024,393.15999,22800.0,0.0,-5.833334999999806,0.0,0.0,-0.0002499999851579,0.0,0.0,0.3076171999999998,-4.8549805,-0.3994144,-0.6126709,0.0,0.0,0.0,0.0,0.0,-3.699999999996531e-06,9.449999999999858e-05,-1.1999999999999902e-05,0.0
-1.148035,174.7933573,393.15999,22800.0,0.0,-5.833334999999806,0.0,0.0,0.0,0.0,0.0,0.3115233999999999,-4.9301759,-0.3984378,-0.6003663,0.0,0.0,0.0,0.0,0.0,2.060000000000347e-05,0.0005813999999999986,-2.199999999999903e-06,0.0
-1.148035,174.6766907,393.15999,22800.0,0.0,-5.833330000000103,0.0,0.0,0.0002499999851579,0.0,0.0,0.3066405999999999,-4.8378906,-0.3984378,-0.6177979,0.0,0.0,0.0,0.0,0.0,-2.629999999999653e-05,0.00019369999999999858,1.83000000000001e-05,0.0
-1.148035,174.560024,393.15999,22800.0,0.0,-5.833334999999806,0.0,0.0,-0.0002499999851579,0.0,0.0,0.3120116999999999,-4.8598631,-0.3974612,-0.6316406999999999,0.0,0.0,0.0,0.0,0.0,1.5800000000003467e-05,0.00010829999999999854,2.700000000000097e-06,0.0
-1.148035,174.4433573,393.15999,22800.0,0.0,-5.833334999999806,0.0,0.0,0.0,0.0,0.0,0.3085935999999999,-4.8554688,-0.3969729,-0.612671,0.0,0.0,0.0,0.0,0.0,-3.499999999999653e-05,0.00016729999999999856,-1.4899999999999901e-05,0.0
-1.148035,174.3266907,393.15999,22800.0,0.0,-5.833330000000103,0.0,0.0,0.0002499999851579,0.0,0.0,0.3129882999999999,-4.8276367,-0.3974612,-0.585498,0.0,0.0,0.0,0.0,0.0,1.760000000000347e-05,0.0002769999999999986,-2.199999999999903e-06,0.0
-1.148035,174.21002400000003,393.15999,22800.0,0.0,-5.833334999998385,0.0,0.0,-0.0002499999141036,0.0,0.0,0.3110350999999999,-4.871582200000001,-0.3979495,-0.5854979,0.0,0.0,0.0,0.0,0.0,-3.499999999999653e-05,0.00022349999999999858,1.2700000000000097e-05,0.0
-1.148035,174.09335729999998,393.15999,22800.0,0.0,-5.8333350000026485,0.0,0.0,-2.1316282072803008e-10,0.0,0.0,0.3134765999999999,-4.897461000000001,-0.4003909,-0.6008788,0.0,0.0,0.0,0.0,0.0,2.8500000000003468e-05,0.00016539999999999855,-6.099999999999904e-06,0.0
-1.148035,173.9766907,393.15999,22800.0,0.0,-5.833329999998682,0.0,0.0,0.0002500001983207,0.0,0.0,0.3124999999999999,-4.854004099999999,-0.3989261,-0.5931884000000001,0.0,0.0,0.0,0.0,0.0,3.100000000003469e-06,0.0008756999999999986,-2.5499999999999905e-05,0.0
-1.148035,173.860024,393.15999,22800.0,0.0,-5.833334999999806,0.0,0.0,-0.0002500000562122,0.0,0.0,0.3115233999999999,-4.7978516,-0.3994143,-0.5972900999999999,0.0,0.0,0.0,0.0,0.0,-9.699999999996531e-06,0.0004227999999999986,1.83000000000001e-05,0.0
-1.148035,173.7433573,393.15999,22800.0,0.0,-5.833335000001227,0.0,0.0,-7.105427357601002e-11,0.0,0.0,0.3105467999999999,-4.8510744,-0.4013672,-0.6198487,0.0,0.0,0.0,0.0,0.0,-9.399999999996532e-06,0.00029339999999999857,7.600000000000098e-06,0.0
-1.148035,173.6266907,393.15999,22800.0,0.0,-5.833329999998682,0.0,0.0,0.0002500001272665,0.0,0.0,0.3139648999999999,-4.817871,-0.4023438,-0.6188232,0.0,0.0,0.0,0.0,0.0,-6.699999999996531e-06,0.00011589999999999856,-1.97999999999999e-05,0.0
