pos_x,pos_y,pos_z,v_sp,v_x,v_y,v_z,a_x,a_y,a_z,a_sp,curr_x,curr_y,curr_z,curr_sp,f_x_sim,f_y_sim,f_z_sim,f_sp_sim,materialremoved_sim,CONT_DEV_X,CONT_DEV_Y,CONT_DEV_Z,CONT_DEV_SP
57.0978142,272.747978,440.2718818,19200.0,-599.9990599999996,-600.0,-190.00009999999747,3.410605131648481e-11,0.0,0.0010000000827403,0.0,1.7319336,-3.9760742,-1.0117188,-0.7008547,0.0,0.0,0.0,0.0,0.0,0.00173,0.0029297,0.0016629000000000001,0.0
45.0978328,260.747978,436.4718794,19200.0,-599.9990700000002,-600.0,-190.0001199999992,-0.0005000000271593,0.0,-0.0010000000827403,0.0,1.7714843000000002,-3.8427734,-0.9804688,-0.7064940999999999,0.0,0.0,0.0,0.0,0.0,-0.0016497999999999999,0.000997,0.002265,0.0
33.100903,248.751029,432.6728436,19200.0,-599.8464899999998,-599.8474499999986,-189.95179000000348,7.629000000019914,7.627500000069176,2.416499999782218,0.0,1.5825195,-4.088379,-0.9262696,-0.6993165,0.0,0.0,0.0,0.0,0.0,-0.0096887,-0.008686900000000001,-0.0056173,0.0
21.219940200000003,236.8700473,428.9105305,19200.0,-594.04814,-594.0490850000017,-188.11565499999853,289.91749999999,289.918249999846,91.80675000024507,0.0,-2.2626955000000004,-7.242675800000001,0.0864258,-0.7075196,0.0,0.0,0.0,0.0,0.0,-0.10053320000000002,-0.1154299,-0.0350287,0.0
9.8016124,225.4517017,425.294719,19200.0,-570.9163900000002,-570.917279999999,-180.7905750000004,1156.5874999999892,1156.5902500001357,366.2539999999126,0.0,-6.774902399999999,-11.0068361,1.3774415,-0.699829,0.0,0.0,0.0,0.0,0.0,-0.2765058,-0.29022509999999996,-0.0875869,0.0
-0.7553757,214.8946971,421.9516656,19200.0,-527.849405,-527.8502300000014,-167.15267000000154,2153.349250000008,2153.3524999998804,681.8952499999398,0.0,-11.500976599999998,-15.104980400000002,2.7822265,-0.7023925999999999,0.0,0.0,0.0,0.0,0.0,-0.4674708000000001,-0.4946949,-0.1520157,0.0
-10.13229,205.5177681,418.9823029,19200.0,-468.845715,-468.8464499999981,-148.46813499999598,2950.1845000000003,2950.189000000165,934.2267500002775,0.0,-13.9340823,-16.8095705,3.2167968,-0.6947021,0.0,0.0,0.0,0.0,0.0,-0.6249385999999999,-0.6327347999999999,-0.1971564,0.0
-18.2501779,197.3998676,416.4116327,19200.0,-405.894395,-405.8950249999995,-128.5335100000026,3147.5660000000034,3147.571249999928,996.7312499996694,0.0,-14.086914000000002,-17.5058594,3.4599611,-0.6941896,0.0,0.0,0.0,0.0,0.0,-0.6838842,-0.6910653000000001,-0.2188931,0.0
-25.108068,190.5419664,414.239963,19200.0,-342.8945049999999,-342.89506000000074,-108.58348499999975,3149.9945000000025,3149.998249999939,997.5012500001412,0.0,-14.938476599999998,-18.0146485,3.5717775000000005,-0.6957275,0.0,0.0,0.0,0.0,0.0,-0.7198282,-0.7225615999999999,-0.23071640000000002,0.0
-30.70596,184.9440659,412.4672934,19200.0,-279.8945999999999,-279.89502500000043,-88.6334799999986,3149.995250000001,3150.001750000016,997.5002500000584,0.0,-15.345215,-18.203125,3.708007700000001,-0.696753,0.0,0.0,0.0,0.0,0.0,-0.734313,-0.7383042000000001,-0.23634919999999998,0.0
-35.0438542,180.6061647,411.0936239,19200.0,-216.89471000000003,-216.89506000000023,-68.68347500000311,3149.994499999994,3149.99825000001,997.5002499997744,0.0,-15.1542969,-18.3666993,3.6870118,-0.6962404,0.0,0.0,0.0,0.0,0.0,-0.7412493,-0.7435569,-0.2374074,0.0
-38.1217593,177.5282548,410.1189518,19200.0,-153.89525500000013,-153.89549499999902,-48.73360499999819,3149.972749999995,3149.9782500000606,997.493500000246,0.0,-15.6738281,-18.4970704,3.7978515,-0.6947021,0.0,0.0,0.0,0.0,0.0,-0.7456634,-0.7456710999999999,-0.2366863,0.0
-39.9698243,175.680187,409.53373,19200.0,-92.40324999999991,-92.4033900000012,-29.261089999999967,3074.600250000011,3074.605249999891,973.6257499999112,0.0,-14.149902399999998,-17.222168000000003,3.4121093,-0.6988036999999999,0.0,0.0,0.0,0.0,0.0,-0.7042538,-0.6938426,-0.2235626,0.0
-40.8305463,174.8194633,409.2611673,19200.0,-43.03609999999978,-43.036184999999705,-13.62813499999902,2468.357500000007,2468.3602500000743,781.6477500000474,0.0,-9.433593599999998,-13.5507811,2.1513673,-0.6962403,0.0,0.0,0.0,0.0,0.0,-0.5603592,-0.5460762,-0.1764407,0.0
-41.0957314,174.55427809999998,409.1771921,19200.0,-13.25925500000018,-13.25926000000095,-4.198759999999879,1488.84224999998,1488.8462499999378,471.468749999957,0.0,-5.2685548,-9.6777346,0.9570312,-0.6988036999999999,0.0,0.0,0.0,0.0,0.0,-0.3684706,-0.3502244,-0.1151589,0.0
-41.14599080000001,174.5131166,409.1621412,19200.0,-2.512970000000436,-2.0580749999993486,-0.752545000000282,537.3142499999872,560.05925000008,172.31074999997986,0.0,-1.0947266,-7.0771484,-0.0410156,-0.6916261,0.0,0.0,0.0,0.0,0.0,-0.1831449,-0.1871012,-0.0578253,0.0
-41.1754859,174.5594823,409.1600103,19200.0,-1.4747549999995613,2.3182850000011967,-0.1065449999998691,51.91075000004375,218.81800000002727,32.300000000020646,0.0,-0.7148437,-6.7915039,-0.2163086,-0.6977783,0.0,0.0,0.0,0.0,0.0,-0.0795446,-0.1269559,-0.028973299999999997,0.0
