DataSet,DataPath,Reference_Model,Compared_Model,Improvement_Percent
Reference,DMC60H_AL2007T4_Gear_Normal_3,Random_Forest,Random_Forest_TPESampler,-4.704571717942736
Reference,DMC60H_AL2007T4_Gear_Normal_3,Random_Forest,Random_Forest_RandomSampler,-3.5502435827986947
Reference,DMC60H_AL2007T4_Gear_Normal_3,Random_Forest,Random_Forest_GridSampler,-7.7654673535269545
Reference,DMC60H_AL2007T4_Plate_Normal_3,Random_Forest,Random_Forest_TPESampler,0.2554917092921154
Reference,DMC60H_AL2007T4_Plate_Normal_3,Random_Forest,Random_Forest_RandomSampler,1.3852998801438088
Reference,DMC60H_AL2007T4_Plate_Normal_3,Random_Forest,Random_Forest_GridSampler,-0.7853904797871483
Reference,DMC60H_S235JR_Gear_Normal_3,Random_Forest,Random_Forest_TPESampler,2.5167145580645514
Reference,DMC60H_S235JR_Gear_Normal_3,Random_Forest,Random_Forest_RandomSampler,2.602578223961387
Reference,DMC60H_S235JR_Gear_Normal_3,Random_Forest,Random_Forest_GridSampler,1.9209138646941015
Reference,DMC60H_S235JR_Plate_Normal_3,Random_Forest,Random_Forest_TPESampler,2.809594484956452
Reference,DMC60H_S235JR_Plate_Normal_3,Random_Forest,Random_Forest_RandomSampler,2.877487694860585
Reference,DMC60H_S235JR_Plate_Normal_3,Random_Forest,Random_Forest_GridSampler,3.442594849063227
