DataSet,DataPath,Reference_Model,Compared_Model,Improvement_Percent
Reference,DMC60H_AL2007T4_Gear_Normal_3,LSTM,LSTM_TPESampler,-6.113436725608724
Reference,DMC60H_AL2007T4_Gear_Normal_3,LSTM,LSTM_RandomSampler,13.075799817107715
Reference,DMC60H_AL2007T4_Gear_Normal_3,LSTM,LSTM_GridSampler,16.568071272979033
Reference,DMC60H_AL2007T4_Plate_Normal_3,LSTM,LSTM_TPESampler,-31.0725390561783
Reference,DMC60H_AL2007T4_Plate_Normal_3,LSTM,LSTM_RandomSampler,-13.479412683002842
Reference,DMC60H_AL2007T4_Plate_Normal_3,LSTM,LSTM_GridSampler,-11.484811836831327
Reference,DMC60H_S235JR_Gear_Normal_3,LSTM,LSTM_TPESampler,39.152522403862505
Reference,DMC60H_S235JR_Gear_Normal_3,LSTM,LSTM_RandomSampler,32.341768288524634
Reference,DMC60H_S235JR_Gear_Normal_3,LSTM,LSTM_GridSampler,36.78991893158986
Reference,DMC60H_S235JR_Plate_Normal_3,LSTM,LSTM_TPESampler,22.678658756760804
Reference,DMC60H_S235JR_Plate_Normal_3,LSTM,LSTM_RandomSampler,19.45715045794605
Reference,DMC60H_S235JR_Plate_Normal_3,LSTM,LSTM_GridSampler,21.60805378445159
