pos_x,pos_y,pos_z,v_sp,v_x,v_y,v_z,a_x,a_y,a_z,a_sp,curr_x,curr_y,curr_z,curr_sp,f_x_sim,f_y_sim,f_z_sim,f_sp_sim,materialremoved_sim,y_ground_truth,Neural_Net_gear,Random_Forest_gear,y_ground_truth.1,Neural_Net_plate,Random_Forest_plate
-53.648016,209.482,396.94636733,22800.0,0.0,0.0,-5.833333499999753,0.0,0.0,-1.1384122811097797e-18,0.0,0.30927741,-5.537548849999999,-0.6554199099999999,-0.60154542,0.0,0.0,0.0,0.0,0.0,0.30927741,0.3848497271537781,0.0862260036619822,0.30927741,0.2908426821231842,0.3295717847591667
-53.648016,209.482,396.82970066999997,22800.0,0.0,0.0,-5.833333000000209,0.0,0.0,2.499997719950886e-05,0.0,0.30922858999999997,-5.5379883,-0.6558593599999998,-0.60385255,0.0,0.0,0.0,0.0,0.0,0.3092285899999999,0.3848496079444885,0.0862260036619822,0.3092285899999999,0.2908426523208618,0.3295708080591666
-53.648016,209.482,396.713034,22800.0,0.0,0.0,-5.8333335000000375,0.0,0.0,-2.4999991410361137e-05,0.0,0.30917975,-5.538281270000001,-0.6564941199999998,-0.6060571299999999,0.0,0.0,0.0,0.0,0.0,0.30917975,0.3848497271537781,0.0862260036619822,0.30917975,0.2908426821231842,0.3295708080591666
-53.648016,209.482,396.59636732999996,22800.0,0.0,0.0,-5.833333499999753,0.0,0.0,1.4210854145995863e-11,0.0,0.30952153,-5.53808597,-0.6580565999999999,-0.60380127,0.0,0.0,0.0,0.0,0.0,0.30952153,0.3848497271537781,0.0862260036619822,0.30952153,0.2908426821231842,0.3295717847591667
-53.648016,209.482,396.47970067,22800.0,0.0,0.0,-5.833333000000209,0.0,0.0,2.4999977199504714e-05,0.0,0.30957033,-5.53842778,-0.6585448799999998,-0.59887939,0.0,0.0,0.0,0.0,0.0,0.30957033,0.3848496079444885,0.0862260036619822,0.30957033,0.2908426523208618,0.3295708080591666
-53.648016,209.482,396.363034,22800.0,0.0,0.0,-5.8333335000000375,0.0,0.0,-2.4999991410365284e-05,0.0,0.31015624999999997,-5.53876956,-0.6598632299999998,-0.59877684,0.0,0.0,0.0,0.0,0.0,0.3101562499999999,0.3848497271537781,0.0862260036619822,0.3101562499999999,0.2908426821231842,0.3295717847591667
-53.648016,209.482,396.24636733,22800.0,0.0,0.0,-5.833333499999753,0.0,0.0,1.4210854715202004e-11,0.0,0.30986329,-5.5386719,-0.6639647999999998,-0.6011865,0.0,0.0,0.0,0.0,0.0,0.30986329,0.3848497271537781,0.0862260036619822,0.30986329,0.2908426821231842,0.3295717847591667
-53.648016,209.482,396.12970067,22800.0,0.0,0.0,-5.833333000000209,0.0,0.0,2.4999977199505283e-05,0.0,0.30986328999999996,-5.53857424,-0.6635253399999999,-0.60221191,0.0,0.0,0.0,0.0,0.0,0.3098632899999999,0.3848496079444885,0.0862260036619822,0.3098632899999999,0.2908426523208618,0.3295708080591666
-53.648016,209.482,396.01303399999995,22800.0,0.0,0.0,-5.8333335000000375,0.0,0.0,-2.4999991410364715e-05,0.0,0.30947267999999994,-5.53896488,-0.6643065599999998,-0.6030835,0.0,0.0,0.0,0.0,0.0,0.3094726799999999,0.3848497271537781,0.0862260036619822,0.3094726799999999,0.2908426821231842,0.3295717847591667
-53.648016,209.482,395.89636733000003,22800.0,0.0,0.0,-5.8333335000000375,0.0,0.0,5.692061405548898e-19,0.0,0.30971683,-5.53945316,-0.6651366399999998,-0.60595459,0.0,0.0,0.0,0.0,0.0,0.30971683,0.3848497271537781,0.0862260036619822,0.30971683,0.2908426821231842,0.3295717847591667
-53.648016,209.482,395.77970067,22800.0,0.0,0.0,-5.833333000000209,0.0,0.0,2.4999991410360568e-05,0.0,0.30971679999999996,-5.53935552,-0.6675292199999998,-0.6062622,0.0,0.0,0.0,0.0,0.0,0.3097167999999999,0.3848496079444885,0.0862260036619822,0.3097167999999999,0.2908426523208618,0.3295708080591666
-53.648016,209.482,395.66303400000004,22800.0,0.0,0.0,-5.833333499999753,0.0,0.0,-2.499997719950943e-05,0.0,0.30971678999999996,-5.5395508300000005,-0.6691893599999998,-0.60180174,0.0,0.0,0.0,0.0,0.0,0.3097167899999999,0.3848497271537781,0.0862260036619822,0.3097167899999999,0.2908426821231842,0.3295717847591667
-53.648016,209.482,395.54636733,22800.0,0.0,0.0,-5.8333335000000375,0.0,0.0,-1.4210859431481454e-11,0.0,0.30952148,-5.540087939999999,-0.6704100699999999,-0.5986743,0.0,0.0,0.0,0.0,0.0,0.30952148,0.3848497271537781,0.0862260036619822,0.30952148,0.2908426821231842,0.3295717847591667
-53.648016,209.482,395.42970067,22800.0,0.0,0.0,-5.833332999999925,0.0,0.0,2.5000005621215283e-05,0.0,0.30947265999999996,-5.540234409999999,-0.6693846799999998,-0.6001611099999999,0.0,0.0,0.0,0.0,0.0,0.3094726599999999,0.3848496079444885,0.0862260036619822,0.3094726599999999,0.2908426523208618,0.3295708080591666
-53.648016,209.482,395.31303399999996,22800.0,0.0,0.0,-5.833333499999753,0.0,0.0,-2.4999991410364715e-05,0.0,0.30937501999999995,-5.53979493,-0.6685545899999997,-0.6021093599999999,0.0,0.0,0.0,0.0,0.0,0.3093750199999999,0.3848497271537781,0.0862260036619822,0.3093750199999999,0.2908426821231842,0.3295708080591666
-53.648016,209.482,395.19636733,22800.0,0.0,0.0,-5.833333499999753,0.0,0.0,-4.716279450311944e-18,0.0,0.30893559,-5.53964845,-0.6695799799999997,-0.60195557,0.0,0.0,0.0,0.0,0.0,0.30893559,0.3848497271537781,0.0862260036619822,0.30893559,0.2908426821231842,0.3295717847591667
-53.648016,209.482,395.07970066999997,22800.0,0.0,0.0,-5.833333000000209,0.0,0.0,2.4999977199505283e-05,0.0,0.3090820799999999,-5.54018557,-0.6694334999999998,-0.60380128,0.0,0.0,0.0,0.0,0.0,0.3090820799999999,0.3848496079444885,0.0862260036619822,0.3090820799999999,0.2908426523208618,0.3295708080591666
-53.648016,209.482,394.963034,22800.0,0.0,0.0,-5.833333499999753,0.0,0.0,-2.4999977199504714e-05,0.0,0.3087403,-5.54033207,-0.6685057699999998,-0.60574952,0.0,0.0,0.0,0.0,0.0,0.3087403,0.3848497271537781,0.0862260036619822,0.3087403,0.2908426821231842,0.3295708080591666
-53.648016,209.482,394.84636732999996,22800.0,0.0,0.0,-5.833333500000322,0.0,0.0,-2.8421704144918417e-11,0.0,0.30888677,-5.54013675,-0.6690917299999998,-0.60369874,0.0,0.0,0.0,0.0,0.0,0.30888677,0.3848497271537781,0.0862260036619822,0.30888677,0.2908426821231842,0.3295717847591667
-53.648016,209.482,394.72970067,22800.0,0.0,0.0,-5.833333000000209,0.0,0.0,2.500000562122057e-05,0.0,0.30864261,-5.54042971,-0.6638182899999998,-0.59908447,0.0,0.0,0.0,0.0,0.0,0.30864261,0.3848496079444885,0.0862260036619822,0.30864261,0.2908426523208618,0.3295708080591666
