DataSet,DataPath,Reference_Model,Compared_Model,Improvement_Percent
Reference,DMC60H_AL2007T4_Gear_Normal_3,Neural_Net,Neural_Net_TPESampler,4.958330380464364
Reference,DMC60H_AL2007T4_Gear_Normal_3,Neural_Net,Neural_Net_RandomSampler,
Reference,DMC60H_AL2007T4_Gear_Normal_3,Neural_Net,Neural_Net_GridSampler,8.194597721234029
Reference,DMC60H_AL2007T4_Plate_Normal_3,Neural_Net,Neural_Net_TPESampler,-35.984715249636615
Reference,DMC60H_AL2007T4_Plate_Normal_3,Neural_Net,Neural_Net_RandomSampler,
Reference,DMC60H_AL2007T4_Plate_Normal_3,Neural_Net,Neural_Net_GridSampler,-21.431525124426695
Reference,DMC60H_S235JR_Gear_Normal_3,Neural_Net,Neural_Net_TPESampler,37.24857287846918
Reference,DMC60H_S235JR_Gear_Normal_3,Neural_Net,Neural_Net_RandomSampler,
Reference,DMC60H_S235JR_Gear_Normal_3,Neural_Net,Neural_Net_GridSampler,40.78663405802056
Reference,DMC60H_S235JR_Plate_Normal_3,Neural_Net,Neural_Net_TPESampler,26.235942317649975
Reference,DMC60H_S235JR_Plate_Normal_3,Neural_Net,Neural_Net_RandomSampler,
Reference,DMC60H_S235JR_Plate_Normal_3,Neural_Net,Neural_Net_GridSampler,29.284690620069
