DataSet,DataPath,Reference_Model,Compared_Model,Improvement_Percent
PlateNotch_TrainVal_OldData,AL_2007_T4_Gear_Normal_3,Random_Forest,Enhanced_Random_Forest,-31.08989132294543
PlateNotch_TrainVal_OldData,AL_2007_T4_Plate_Normal_3,Random_Forest,Enhanced_Random_Forest,-3.8389270898718744
PlateNotch_TrainVal_OldData,S235JR_Gear_Normal_3,Random_Forest,Enhanced_Random_Forest,-28.642211650591854
PlateNotch_TrainVal_OldData,S235JR_Plate_Normal_3,Random_Forest,Enhanced_Random_Forest,2.0201668938388706
