pos_x,pos_y,pos_z,v_sp,v_x,v_y,v_z,a_x,a_y,a_z,a_sp,curr_x,curr_y,curr_z,curr_sp,f_x_sim,f_y_sim,f_z_sim,f_sp_sim,materialremoved_sim,Neural_Net_S235JR_Plate_Normal_3,Net_Q_Id_S235JR_Plate_Normal_3
-3.8958252,310.6274995,386.54599,19200.0,9.404015000000031,-1.9291299999991909,0.0,1.3525000000014664,6.375000000105047,0.0,0.0,-0.8701171000000004,-4.1474609,-0.112305,-3.2479248,483.1542517881686,-615.7790993427412,167.42510779175487,782.7016866011869,510.7200000000303,,
-3.7072385,310.59147360000003,386.54599,19200.0,9.42933499999996,-1.801294999998504,0.0,1.2659999999963922,6.391750000034335,0.0,0.0,-0.7900390000000004,-4.1835938,-0.1142581,-3.247412,491.4687345881984,-609.1636438631034,167.42509925925398,782.7016430813844,515.7599999999511,,
-3.5181797,310.5580113,386.54599,19200.0,9.452940000000032,-1.673115000002667,0.0,1.1802500000035463,6.408999999791831,0.0,0.0,-0.8769532000000005,-4.2187498,-0.1137699,-3.2612547,499.6945570802949,-602.4355263531021,167.42526855459377,782.7025065681157,521.2800000000279,,
-3.3286843,310.5271189,386.54599,19200.0,9.474769999999989,-1.544619999998531,0.0,1.091499999997847,6.424750000206814,0.0,0.0,-0.8041992000000004,-4.2309571,-0.1147463,-3.249463,507.8269065434623,-595.5955395516146,167.42514330330792,782.7018677269663,525.5999999999767,,
-3.1387869,310.498802,386.54599,19200.0,9.49487,-1.4158450000024914,0.0,1.0050000000005,6.438749999801985,0.0,0.0,-0.8994141000000004,-4.2299805,-0.1210939,-3.26792,515.8662602913141,-588.6462617707971,167.42516913654416,782.7019994887452,529.9199999999837,,
-2.9485225,310.4730657,386.54599,19200.0,9.51321999999999,-1.286814999997432,0.0,0.9174999999995492,6.451500000252963,0.0,0.0,-0.8417967000000004,-4.2011719,-0.121582,-3.2463869,523.8102071144906,-581.5888246066361,167.42520345148472,782.7021745112595,535.679999999993,,
-2.7579264,310.4499147,386.54599,19200.0,9.529805000000025,-1.157549999999219,0.0,0.8292500000017355,6.4632499999106585,0.0,0.0,-0.9282226000000005,-4.1708983,-0.1264648,-3.2545898,531.6568999533523,-574.4241547897777,167.42513768361573,782.7018390638669,545.5200000000186,,
-2.5670335,310.4293535,386.54599,19200.0,9.544644999999983,-1.0280600000015738,0.0,0.741999999998022,6.474499999882255,0.0,0.0,-0.8701171000000004,-4.1689452,-0.1308594,-3.2484376000000004,539.4068151533407,-567.1531027152279,167.4251608890753,782.7019574227345,552.0,,
-2.3758789,310.4113859,386.54599,19200.0,9.557729999999998,-0.8983799999981557,0.0,0.6542500000006335,6.484000000170909,0.0,0.0,-0.8828126000000005,-4.1577148,-0.1289063,-3.2668946,547.0575413895755,-559.7775402266857,167.42522275795426,782.7022729834415,554.640000000014,,
-2.1844979,310.3960149,386.54599,19200.0,9.569050000000011,-0.7685500000008005,0.0,0.5660000000006882,6.491499999867756,0.0,0.0,-0.8671875000000003,-4.1713867,-0.1269531,-3.2535644,554.6064231919861,-552.29966849579,167.42526788808132,782.7025031685844,555.3600000000442,,
-1.9929263,310.38324329999995,386.54599,19200.0,9.57857999999998,-0.6385800000032305,0.0,0.4764999999984809,6.498499999878504,0.0,0.0,-0.9111327000000004,-4.2006837,-0.1284179,-3.2602296,562.0517156190676,-544.7197191158199,167.42507938796024,782.7015417283621,556.5599999999977,,
-1.8011986,310.37307400000003,386.54599,19200.0,9.586385000000009,-0.5084649999957946,0.0,0.3902500000013909,6.505750000371791,0.0,0.0,-0.8930665000000004,-4.2387695,-0.125,-3.2971437000000003,569.3968433297612,-537.0383356050373,167.4252341515367,782.702331096136,557.5199999999604,,
-1.6093508,310.3655083,386.54599,19200.0,9.592389999999996,-0.3782850000021653,0.0,0.3002499999992913,6.508999999681464,0.0,0.0,-0.9741210000000003,-4.2495118000000005,-0.1303712,-3.2838135,576.633894955223,-529.2591983381733,167.4251099996446,782.7016978624723,556.8000000000466,,
-1.4174176,310.360548,386.54599,19200.0,9.596660000000002,-0.2480149999996683,0.0,0.213500000000355,6.51350000012485,0.0,0.0,-0.9321290000000004,-4.241211,-0.1313477,-3.251001,583.7673119904754,-521.3817813605073,167.42527139707167,782.7025210661077,557.5200000000186,,
-1.2254352,310.3581939,386.54599,19200.0,9.599120000000006,-0.117704999999546,0.0,0.1230000000002284,6.515500000006114,0.0,0.0,-0.9111327000000004,-4.269043099999999,-0.1308594,-3.2494629,590.7908925822305,-513.4079770317175,167.4250701465655,782.7014945928678,558.7199999999721,,
-1.0334382,310.3584461,386.54599,19200.0,9.599849999999998,0.0126099999988582,0.0,0.0364999999995951,6.515749999920217,0.0,0.0,-0.9765624000000004,-4.2954101,-0.1342775,-3.2499757,597.7065281657007,-505.3411878600508,167.42521797685836,782.7022485975766,558.0,,
-0.8414626000000001,310.3613052,386.54599,19200.0,9.598779999999996,0.1429550000011659,0.0,-0.0535000000001062,6.517250000115382,0.0,0.0,-0.9848633000000004,-4.4956054000000005,-0.1411135,-3.2484374,604.5122912291139,-497.1787607067604,167.42509528428826,782.7016228071736,558.0,,
-0.6495433,310.36677010000005,386.54599,19200.0,9.595965,0.2732450000024755,0.0,-0.1407499999997341,6.514500000065482,0.0,0.0,-0.9506835000000003,-4.6894532,-0.1337892,-3.2566406,611.2062303489911,-488.9268743699386,167.42518472899738,782.7020790176692,558.7199999999721,,
-0.4577159,310.37484,386.54599,19200.0,9.59137,0.4034949999976334,0.0,-0.2297500000000063,6.5124999997578925,0.0,0.0,-0.9321289000000004,-4.8012695,-0.1352541,-3.2386964,617.7875446871833,-480.5840392298399,167.4251752897922,782.7020308732351,559.6800000000512,,
-0.2660158,310.3855133,386.54599,19200.0,9.585005,0.5336650000003829,0.0,-0.3182500000001198,6.508500000137474,0.0,0.0,-0.9833984000000002,-4.8701171,-0.1376954,-3.2412597,624.2546056405296,-472.1529490523743,167.42514408220953,782.701871699734,558.960000000021,,
-0.0744780999999999,310.3987883,386.54599,19200.0,9.576885,0.663749999998231,0.0,-0.4059999999999064,6.504249999892409,0.0,0.0,-0.9824218000000003,-4.907226400000001,-0.1396487,-3.236133,630.607807870194,-463.6341709093113,167.42522321487175,782.7022753139383,558.7199999999721,,
0.1168615999999999,310.4146624,386.54599,19200.0,9.566985,0.7937050000009549,0.0,-0.4950000000000898,6.497750000136193,0.0,0.0,-1.0268555000000004,-4.9375,-0.138672,-3.2438232,636.8437358810093,-455.0301772206616,167.42516739671416,782.7019906147852,558.2399999999907,,
0.3079683,310.4331325,386.54599,19200.0,9.555335000000005,0.9235050000000912,0.0,-0.5824999999997971,6.489999999956808,0.0,0.0,-0.9384765000000004,-4.9814454,-0.1396486,-3.2248536000000003,642.9624153076826,-446.3431160020941,167.42522232802372,782.7022707905911,558.9599999999627,,
0.4988064,310.4541956,386.54599,19200.0,9.541904999999998,1.053154999999606,0.0,-0.6715000000002469,6.482499999975744,0.0,0.0,-1.0439452000000002,-5.0249023,-0.140137,-3.2315187,648.9628136376225,-437.57212638444895,167.4251289663987,782.701794601921,558.7199999999721,,
0.6893412000000001,310.4778475,386.54599,19200.0,9.526740000000006,1.1825950000002194,0.0,-0.7582499999996273,6.472000000030675,0.0,0.0,-1.0146484000000004,-5.0615233,-0.1391603,-3.2151123,654.8437934229718,-428.7219560038512,167.4252304243551,782.7023120857353,557.5200000000186,,
0.8795372,310.5040839,386.54599,19200.0,9.509799999999997,1.3118199999979652,0.0,-0.8470000000004418,6.461249999887286,0.0,0.0,-1.0546875000000004,-5.1201172,-0.1406252,-3.2166503,660.6034275369854,-419.792223315001,167.42516653465,782.7019862178482,557.5200000000186,,
1.0693596,310.5328999,386.54599,19200.0,9.491119999999992,1.440800000003151,0.0,-0.9340000000002568,6.449000000259275,0.0,0.0,-1.0126953000000003,-5.1708984,-0.1435548,-3.2243409,666.241673437731,-410.7855707999921,167.42521079312726,782.7022119571297,556.7999999999884,,
1.2587731999999998,310.5642905,386.54599,19200.0,9.470679999999998,1.569529999997599,0.0,-1.0219999999996787,6.4364999997224,0.0,0.0,-1.0771485000000005,-5.2045899,-0.1450195,-3.2397217,671.757452603064,-401.7019519431798,167.42518332926846,782.7020718783863,557.2799999999697,,
1.4477431,310.59824940000004,386.54599,19200.0,9.448495000000012,1.6979450000036422,0.0,-1.1092499999993066,6.420750000302178,0.0,0.0,-1.0278319000000002,-5.216308700000001,-0.1464843,-3.2576659999999995,677.1481821531634,-392.546043481505,167.42512365262755,782.7017674991653,556.320000000007,,
1.6362348,310.6347709,386.54599,19200.0,9.424584999999997,1.826074999996763,0.0,-1.1955000000007487,6.406499999656035,0.0,0.0,-1.0649414000000004,-5.1997071,-0.1416017,-3.2581786,682.4161242822958,-383.3162060184627,167.4252518579555,782.7024214073049,555.1199999999953,,
1.8242131,310.673848,386.54599,19200.0,9.398915000000008,1.953855000002136,0.0,-1.28349999999946,6.389000000268652,0.0,0.0,-1.0688476000000002,-5.1938476,-0.144043,-3.239209,687.5567218526336,-374.0161725258868,167.42515950163735,782.7019503461414,555.1199999999953,,
2.0116435,310.7154734,386.54599,19200.0,9.37151999999999,2.081269999999336,0.0,-1.3697500000009022,6.3707499998599815,0.0,0.0,-1.1445312000000003,-5.2080078,-0.1489255,-3.2269043,692.5706547007111,-364.6476844599837,167.4251222358826,782.7017602730937,550.8000000000466,,
2.1984916,310.7596395,386.54599,19200.0,9.34240500000001,2.2083049999992,0.0,-1.4557499999989787,6.351749999993217,0.0,0.0,-1.1064453000000003,-5.2597656,-0.1494137999999999,-3.244336,697.4573946115801,-355.21189093463926,167.42515470273182,782.7019258694432,550.320000000007,,
