DataSet,DataPath,Model,MAE,StdDev,MAE_Ensemble
ST_Plate_Notch,AL_2007_T4_Gear_Normal_3,LSTM,0.27413952296067334,0.049367734521936074,0.2734047083283417
ST_Plate_Notch,AL_2007_T4_Plate_Normal_3,LSTM,0.2578449322247075,0.04090736934490918,0.2564897031475884
ST_Plate_Notch,S235JR_Gear_Normal_3,LSTM,0.2047448220566642,0.030068594421085795,0.18783427107285636
ST_Plate_Notch,S235JR_Plate_Normal_3,LSTM,0.18476726840530155,0.024799764232180155,0.17588523972582512
ST_Plate_Notch,AL_2007_T4_Gear_Normal_3,LSTM_TPESampler,0.20521092990732354,0.07911789960318633,0.19216480341617737
ST_Plate_Notch,AL_2007_T4_Plate_Normal_3,LSTM_TPESampler,0.2318785645412639,0.08822773310866798,0.20813713653746416
ST_Plate_Notch,S235JR_Gear_Normal_3,LSTM_TPESampler,0.10983268710134839,0.007348842892065595,0.10403362267612967
ST_Plate_Notch,S235JR_Plate_Normal_3,LSTM_TPESampler,0.1251837131373314,0.004279220685505953,0.12314981535336836
ST_Plate_Notch,AL_2007_T4_Gear_Normal_3,LSTM_RandomSampler,0.22669800873346024,0.09575841972802572,0.21253087858559283
ST_Plate_Notch,AL_2007_T4_Plate_Normal_3,LSTM_RandomSampler,0.2791902778668361,0.14676505234349982,0.2517087985117177
ST_Plate_Notch,S235JR_Gear_Normal_3,LSTM_RandomSampler,0.10762391768897481,0.007842758174057017,0.1036588127405337
ST_Plate_Notch,S235JR_Plate_Normal_3,LSTM_RandomSampler,0.12216188686796274,0.004276180674770909,0.12014661458979169
ST_Plate_Notch,AL_2007_T4_Gear_Normal_3,LSTM_GridSampler,0.2912285481304099,0.08848059084953831,0.2852397491943716
ST_Plate_Notch,AL_2007_T4_Plate_Normal_3,LSTM_GridSampler,0.3459262342299617,0.11020763328228368,0.3402299645124208
ST_Plate_Notch,S235JR_Gear_Normal_3,LSTM_GridSampler,0.10796921932499866,0.0037581169022255765,0.1027169834458547
ST_Plate_Notch,S235JR_Plate_Normal_3,LSTM_GridSampler,0.11740477177117456,0.0024939216204401334,0.11563891313599489
